"Mean.totalDensity","Median.totalDensity","lower95","upper95","year","area"
6703.21443488199,3440.63630286769,518.046012254157,28169.9050632837,1,"Total"
1110.33243828087,524.534393056341,62.9644335533479,6282.96549124281,2,"Total"
1.89221489433899e+45,0.757974390095219,1.61412670817221e-26,3.70377713519441e+27,3,"Total"
1977.37471823814,1025.4437758061,166.834885990283,9874.57782976135,4,"Total"
4328.95207657304,2737.00606014954,1011.37954885925,15675.4872143031,5,"Total"
6031.03428769106,3171.14969643864,558.314746216204,23801.8000800328,6,"Total"
21568.9619852512,5037.0545948892,99.3508546688946,140686.092290593,7,"Total"
5081.27324375916,2051.24081292864,43.3806283926851,26674.0086421209,8,"Total"
2173.8625124518,760.728134164512,28.2474173041869,13269.5928757728,9,"Total"
29419.1846883625,15385.7928874008,1175.79828564931,140747.855072381,10,"Total"
5574.38562731266,2739.4581195574,138.255493368246,25173.988149308,11,"Total"
29207.1102430493,24846.3564938471,10929.0985119925,70678.0193380021,12,"Total"
1203.09136219454,247.212760062273,9.97632543565508,8546.48118444504,1,"1"
454.517944795265,113.735173599203,7.82611948426583,3567.32245624285,2,"1"
1.21364957392509e+45,0.262412335544992,4.59948066455763e-27,4.72623751767771e+26,3,"1"
1186.67242502433,429.692941261764,40.3137372753784,7213.67335838384,4,"1"
1847.95681626086,1222.56293286491,507.368073900089,4794.93106127972,5,"1"
2398.31375528112,1138.07463344973,159.484032353085,12535.368919425,6,"1"
4949.30897535644,1007.32689805001,14.5830321761899,35260.7026019203,7,"1"
389.64006497195,100.468043226557,1.88299142611043,2584.49805926443,8,"1"
610.924151467467,287.752443621648,14.203597867792,3141.4430635065,9,"1"
6139.44004944599,3372.71680354487,368.035717045421,27204.0006558205,10,"1"
1513.85929747528,663.624600201812,30.6343402991368,6369.4312969287,11,"1"
23942.2273934605,19643.1437267304,7915.11990706839,60991.998818117,12,"1"
318.080879354643,185.406126386718,29.9317044734918,1289.50919254861,1,"2"
48.7239972506923,21.883908088951,2.22427364854763,236.275029765346,2,"2"
7.20123486923422e+42,0.0303076015946979,5.37204507665775e-28,2.23535201231593e+26,3,"2"
66.2470363938688,31.7757500657681,4.10329775452916,327.319673171785,4,"2"
208.27683943824,126.512702620811,18.138370533643,948.884487576862,5,"2"
182.748905447925,86.7145137091749,8.5042907616174,867.306363116496,6,"2"
510.21079669541,137.013350010932,1.63774135791691,3255.66220450774,7,"2"
88.4125037109948,19.080550057555,0.270994635875136,564.468744471611,8,"2"
123.235819857027,37.7128352695799,1.26116136591186,746.261725486026,9,"2"
839.881458265621,465.408546982129,23.8749377055843,3881.91222529023,10,"2"
295.746160550258,162.118211443621,8.22476061109519,1585.28120667883,11,"2"
962.263362120763,860.126171963937,405.655277067141,2049.45685655317,12,"2"
1133.31151109612,711.729028130759,106.95794686613,4952.41573574478,1,"3"
144.351232258487,39.4600309813223,2.40954771086198,866.188125919338,2,"3"
4.18314331592948e+42,0.029484199850428,4.6449956450874e-28,1.67578734976777e+26,3,"3"
51.1144505158763,19.7585171841903,1.55475711188699,271.642902285376,4,"3"
217.773212902302,68.0624909567859,4.24415280205443,1174.81404114402,5,"3"
161.646109686419,46.4757089250281,2.85426638925286,1078.38639800816,6,"3"
427.054263458779,75.3407510609757,1.10620678324221,2753.38070883735,7,"3"
65.1841242170734,10.4769999636603,0.125996966684763,555.996356458815,8,"3"
55.6248108858335,11.5443462281654,0.377835542512221,400.444488423749,9,"3"
1079.79587237994,349.621310410194,11.1019743149645,6297.2802233675,10,"3"
254.915859339702,134.514152239309,6.49803901892331,1122.46842272938,11,"3"
660.182083822798,467.29588152279,122.467177723082,2312.35236350595,12,"3"
528.3575120258,303.100881444863,43.0241439883593,2236.98111566504,1,"4"
65.8979794171481,22.7724026034174,1.44924324444668,353.891125449579,2,"4"
4.80545744086787e+42,0.0144340651906911,2.36866046839951e-28,1.22635803878198e+26,3,"4"
24.9778321780331,9.6721108539306,0.727474091129534,137.54565228689,4,"4"
91.5032702942959,32.073654526657,2.32496716857857,485.546644972098,5,"4"
