"Mean.avgPresence","Median.avgPresence","lower95","upper95","year","area"
0.814013797528065,0.816381910092824,0.755835040387749,0.863018179152717,1,"Total"
0.81405395380111,0.814846952756845,0.751769208442795,0.868543320653323,2,"Total"
0.793551442667614,0.795603191766864,0.708049281466349,0.863165284795904,3,"Total"
0.861689476062344,0.862678518913797,0.821931740054632,0.896727954418456,4,"Total"
0.85452278000157,0.855611817637037,0.813830912959857,0.892582050637534,5,"Total"
0.891998215684929,0.892845786218036,0.8563330758148,0.919636929539573,6,"Total"
0.867123654117484,0.86986617030557,0.796962535589209,0.927555187005849,7,"Total"
0.902299586846257,0.905723488477187,0.839355652965966,0.944800511715884,8,"Total"
0.804214418297437,0.808970360910153,0.707861294172463,0.87320471572699,9,"Total"
0.849495973556445,0.853002407036863,0.779404017306774,0.903853395412882,10,"Total"
0.916995239740644,0.919414348241958,0.866974925644093,0.952685732037418,11,"Total"
0.912635433939467,0.91349475657459,0.878794166865423,0.939387703697776,12,"Total"
0.874421794182642,0.881158430952351,0.757410299832165,0.942844388278739,1,"1"
0.870482122846662,0.878712903964975,0.750254330382137,0.937123607661552,2,"1"
0.845812656648176,0.856309287307846,0.705890552027201,0.926861844972588,3,"1"
0.896555326895821,0.900796146059208,0.827109245923875,0.9426512997785,4,"1"
0.879147354392002,0.884153392519859,0.801471073125581,0.928904224990868,5,"1"
0.936286729118784,0.939428848565175,0.892248649234856,0.966805422378802,6,"1"
0.915612233697988,0.920919501431485,0.845381164095914,0.962671408287346,7,"1"
0.928146460506496,0.93308327327133,0.869376456574482,0.964914062007751,8,"1"
0.859781141678976,0.86713326621085,0.74885832686406,0.930428611994783,9,"1"
0.881093579959984,0.886159798632693,0.795574153688027,0.939302559306867,10,"1"
0.943539834111734,0.946987766184873,0.895833634736521,0.975320293750721,11,"1"
0.944461615754521,0.948065029724587,0.898069825903915,0.972936209853278,12,"1"
0.758593797644454,0.762275671323267,0.656357667090305,0.84525363649923,1,"2"
0.765044328164368,0.767726544481676,0.666284379447363,0.851192506511523,2,"2"
0.742945451679678,0.746173044628418,0.621335087610816,0.842162987496557,3,"2"
0.808560392186821,0.810703292088071,0.745537077785014,0.865140122683792,4,"2"
0.80782826617547,0.810906849081164,0.741646662445037,0.864881402394328,5,"2"
0.874809100973505,0.876053396227389,0.824848950020066,0.918509814929799,6,"2"
0.83791606304829,0.839438611566769,0.756612373739386,0.90901511154235,7,"2"
