"Mean.avgPresence","Median.avgPresence","lower95","upper95","year","area"
0.799823006414243,0.799990888441278,0.749361339763285,0.847725840491036,1,"Total"
0.851234213387676,0.851877424064503,0.810206036866178,0.889453824181681,2,"Total"
0.712807731169609,0.712699637795434,0.652811712137527,0.773364142262896,3,"Total"
0.730560914780099,0.730899526137248,0.691019599108776,0.769073166867849,4,"Total"
0.707308935918633,0.707003215985125,0.671175024439651,0.742753859173294,5,"Total"
0.709513611301596,0.710164117726456,0.669548094649055,0.744936423124824,6,"Total"
0.699379207569187,0.698509959829622,0.630594114380521,0.766118016185498,7,"Total"
0.664733683976038,0.665304145019474,0.59229624453707,0.732049049414923,8,"Total"
0.634787279849963,0.634347519889895,0.563581876072367,0.706325516214511,9,"Total"
0.661008885153585,0.661044257293978,0.600752712629472,0.722402496368452,10,"Total"
0.675211756305417,0.675669659785824,0.614820744950748,0.737047498358813,11,"Total"
0.64743318554685,0.648531260732711,0.601618760134265,0.693659361419941,12,"Total"
0.898298627848614,0.901061297454058,0.838192646768592,0.942494828191091,1,"1"
0.930314059609299,0.93318515153145,0.882967949712018,0.962324487535064,2,"1"
0.819424169585071,0.822726800005681,0.731459498396912,0.887088586825385,3,"1"
0.844012765767329,0.845019570146362,0.794213675721637,0.888461944264178,4,"1"
0.8217214883105,0.823198183084553,0.765384741874185,0.869382322797724,5,"1"
0.81884742287349,0.818540385893736,0.760054714386828,0.869284073017433,6,"1"
0.822712901151682,0.82443541019716,0.735754577406374,0.892475172330078,7,"1"
0.789769139957891,0.792576279083354,0.696716186030968,0.866590988284617,8,"1"
0.763200743015223,0.764760361827906,0.66618855045021,0.846211761839326,9,"1"
0.792264169215889,0.793747261959026,0.718122452008878,0.859571075585284,10,"1"
0.807467125042596,0.809465925997256,0.723239182367891,0.874451937357867,11,"1"
0.789662849396159,0.79042119653055,0.725983681090161,0.850282503048686,12,"1"
0.922890101028094,0.927265127424791,0.858936311520465,0.961044702787965,1,"2"
0.951973729141888,0.953993881202415,0.915888446101949,0.977180044276236,2,"2"
0.85256452597006,0.854667072474333,0.76375945799361,0.924481888069481,3,"2"
0.871484395562827,0.872645062692491,0.820172954880035,0.915224532680764,4,"2"
0.842839896504996,0.84527344103837,0.782962184165625,0.893562136116845,5,"2"
0.834775550674128,0.837188063459219,0.7684740902606,0.886771450245257,6,"2"
0.844091384038376,0.848639244387181,0.755701305931076,0.913986003304876,7,"2"
0.818416360185084,0.822073049613903,0.721715453101255,0.893531987444716,8,"2"
0.78810472712291,0.791055583657378,0.692613050248032,0.870009979810073,9,"2"
0.821885821508083,0.824749342500972,0.740449911743464,0.890746751288123,10,"2"
0.845854881634069,0.847647656050266,0.764369355083631,0.911368340613659,11,"2"
0.825076601560066,0.828360929598656,0.754190538140717,0.881312543066994,12,"2"
0.90207465104541,0.905545335018757,0.839727698691123,0.946424336530644,1,"3"
0.938699293985298,0.939846464736193,0.899484180632186,0.968865217138413,2,"3"
0.837493064945771,0.838635006290484,0.759076691990262,0.906863460115997,3,"3"
0.857130036466389,0.858035133689274,0.80816345279577,0.901653204510973,4,"3"
0.832333588275686,0.833953098915799,0.783604132315059,0.877721533376772,5,"3"
0.819053778444561,0.820458972299475,0.761134108346563,0.869960235457423,6,"3"
0.829145150136333,0.830882085481445,0.753571965186889,0.897143724425329,7,"3"
0.807518644085972,0.809950343199556,0.725395974144254,0.87635268731906,8,"3"
0.779830697595774,0.780235782965271,0.693427985275533,0.856831625480799,9,"3"
0.811775046177386,0.814171089420525,0.735156728638122,0.873302355644551,10,"3"
0.840023705272695,0.84228375498697,0.773659554975976,0.89404237892273,11,"3"
0.820444654887107,0.822272375213385,0.759341844635498,0.870278795391596,12,"3"
0.931023209861101,0.933282415043224,0.89053330392547,0.95966333194967,1,"4"
0.956964531824227,0.957882164144278,0.931755718498963,0.976405495115092,2,"4"
0.887534945389608,0.889388034745354,0.830906977204552,0.935543714132657,3,"4"
0.902964577135829,0.90452947468767,0.870372871156317,0.932143289632911,4,"4"
0.886565714267218,0.887904162485055,0.852125981985825,0.916903535458507,5,"4"
0.876076229980108,0.877494593424635,0.835171889141975,0.910744443156367,6,"4"
0.882815107332681,0.88498792626839,0.827234476704078,0.929988096469082,7,"4"
0.868014380491732,0.869914682214399,0.805552887920224,0.916490390573828,8,"4"
0.847210650016749,0.849109541900289,0.779736129351012,0.901791567711697,9,"4"
0.871275322574969,0.873652589642343,0.813959499569279,0.914327571109357,10,"4"
0.891879259616872,0.893999965757413,0.843466861459343,0.929357291486637,11,"4"
0.877401825679628,0.87889300892709,0.834848501884679,0.911321655528474,12,"4"
0.92899405415359,0.931654936713884,0.88360508506291,0.958428608400231,1,"5"
0.960119007520054,0.961573728883741,0.933778985192915,0.978121841671507,2,"5"
0.882535520314399,0.884938391298287,0.819650175009467,0.93504998671438,3,"5"
0.902810692866643,0.903865206298594,0.863420462694898,0.93677812989805,4,"5"
0.885348362874127,0.885880874398122,0.847137613336238,0.919631800205291,5,"5"
0.871793612457249,0.872981342954672,0.828296181877139,0.910198907048198,6,"5"
0.878806195042807,0.881352377412819,0.812282903391658,0.930152728615685,7,"5"
0.864055759374954,0.864768787112224,0.799749708298953,0.919648632523217,8,"5"
0.841400229926969,0.843385852203002,0.764990204817862,0.901644207411836,9,"5"
0.868891689530888,0.870342375096178,0.811751002720525,0.918204709280153,10,"5"
0.892690646771693,0.895204206799113,0.83611576340276,0.935393837530766,11,"5"
0.875368634927142,0.877417268188368,0.827343448215094,0.913924814109913,12,"5"
