"Mean.avgPresence","Median.avgPresence","lower95","upper95","year","area"
0.552320366526541,0.552234466552327,0.479179507425815,0.616162454777127,1,"Total"
0.672580106753153,0.673940831184188,0.597328786462983,0.740545395785658,2,"Total"
0.693719834078489,0.695615811237545,0.607116685659757,0.773896785780655,3,"Total"
0.715014777076613,0.715136352646594,0.666346860865508,0.761208769205346,4,"Total"
0.763023505165123,0.764181242962451,0.71672918025252,0.807251724411178,5,"Total"
0.67127672180621,0.672566718828572,0.624670791140154,0.715066929071289,6,"Total"
0.633578185458858,0.646306943943877,0.265162042953395,0.905627644515692,7,"Total"
0.566035861015035,0.573785526748754,0.233204641111882,0.875330510481053,8,"Total"
0.550980142614732,0.552667665161908,0.272747662913533,0.834122622546345,9,"Total"
0.595246078289707,0.604625687046263,0.297032950739613,0.849007747161753,10,"Total"
0.592500598702149,0.599819278089547,0.263499404079105,0.860982319526988,11,"Total"
0.683975138128404,0.685227592950158,0.631841531200965,0.731990316674182,12,"Total"
0.547241548186577,0.549817997862001,0.410260902196984,0.676692078108385,1,"1"
0.623328655410717,0.626882165013814,0.476459374888451,0.753821286978613,2,"1"
0.617538559665395,0.622386334919903,0.441769743375324,0.776096314917522,3,"1"
0.632426021311265,0.634193074144288,0.521871923017019,0.722842932727636,4,"1"
0.804655191362137,0.807557155819297,0.722204906646597,0.866243879455367,5,"1"
0.785307151704473,0.788477252136697,0.701074433229654,0.85432694158951,6,"1"
0.649772797214115,0.670266658789716,0.239509123970161,0.92337067763113,7,"1"
0.497558399343915,0.502183508486738,0.12848100369101,0.861715361486761,8,"1"
0.461932284529144,0.459005351988568,0.155176882315003,0.809268977226445,9,"1"
0.585082816950678,0.603934531075536,0.236625700805502,0.86306026156411,10,"1"
0.701658359149167,0.725251377295228,0.322575220740402,0.919373996726022,11,"1"
0.739988907421312,0.742799506118045,0.642330346116021,0.822845879287152,12,"1"
0.530419629364944,0.531602219292939,0.420059948472826,0.630734380357327,1,"2"
0.586835013010971,0.591662779610561,0.46987845823987,0.685120177195872,2,"2"
0.560768703276721,0.564667170441533,0.414915436053968,0.682082062324134,3,"2"
0.557011422631004,0.556747220474289,0.479958364255422,0.630330901990624,4,"2"
0.701573235547474,0.703641495621304,0.634639992923578,0.760235796526541,5,"2"
0.63610486571194,0.638117069438312,0.56633707705903,0.696153551681847,6,"2"
0.586832544010612,0.601697357741137,0.259810379061526,0.83690137701484,7,"2"
0.467264233026281,0.474588605287344,0.148805633169331,0.767733473721043,8,"2"
0.438493669846642,0.442718796281002,0.178672681207074,0.711504542088156,9,"2"
0.519543602831201,0.525141025210949,0.269592987460566,0.752210605647137,10,"2"
0.585654331368155,0.595068412634131,0.311126250701574,0.799262986045313,11,"2"
0.625209923379598,0.625873129393282,0.548242371164265,0.694445080458142,12,"2"
0.424476008548666,0.424314105942827,0.306584709881063,0.549006450496392,1,"3"
0.505565532464403,0.50597176998872,0.37002405007872,0.654542025125665,2,"3"
0.491248696804945,0.493352448087288,0.328147539669675,0.66403455776494,3,"3"
0.488251016668967,0.485538824258664,0.388743329062196,0.606221930947602,4,"3"
0.646371819066333,0.647265691436448,0.540297795055402,0.745481060689167,5,"3"
0.510204347101306,0.510032779303528,0.42164237401226,0.602050571169261,6,"3"
0.487050075361396,0.486602420018922,0.176791146078863,0.809238136938812,7,"3"
0.377077409578903,0.365412991556016,0.104169801002576,0.744803964727746,8,"3"
0.363535949749327,0.354150824675056,0.133555219040834,0.663498304874808,9,"3"
0.430422545021821,0.424519119562167,0.198016878385154,0.71516316116983,10,"3"
0.464440214586222,0.45533397822481,0.206654371538417,0.743560067972653,11,"3"
0.549689215221382,0.547548701221008,0.448873108349756,0.661985239622166,12,"3"
0.4532556832969,0.453624598277465,0.326468961433075,0.580702327950879,1,"4"
0.546177995749721,0.547820606785315,0.407687352339991,0.692844311639572,2,"4"
0.53472133139324,0.536582103284566,0.359666595541066,0.706498896679336,3,"4"
0.530752245661329,0.52859385158471,0.421795709828017,0.646323720658217,4,"4"
0.685571050183427,0.686328439449086,0.582998518690067,0.777570316124583,5,"4"
0.540570236035336,0.539922203028113,0.444365163763889,0.633642897792452,6,"4"
0.508270286793925,0.512494175431061,0.176419159227,0.839171139035114,7,"4"
0.397338175262847,0.385406891934908,0.106191518510104,0.775867672542543,8,"4"
0.388755650107015,0.381011134616018,0.137793163649522,0.706827000739578,9,"4"
0.462774790729814,0.458408194639273,0.199985436807149,0.752613602395014,10,"4"
0.492564432758398,0.488021325284634,0.21657744089061,0.783196988897393,11,"4"
0.590223522826021,0.591408748801507,0.488432723109458,0.696572635352629,12,"4"
0.564737193137129,0.567265374196595,0.438204977438753,0.683149629355466,1,"5"
0.662052032342751,0.664180733804587,0.530342778946652,0.781080341321279,2,"5"
0.657401514100989,0.66007481281305,0.495434777183717,0.805816059761527,3,"5"
0.65843234081453,0.658931862527437,0.555797144518858,0.759804497570301,4,"5"
0.787716107564624,0.787864687979967,0.704884513948333,0.860822390101699,5,"5"
0.659238117380561,0.66078236899447,0.57386188032997,0.739249195103323,6,"5"
0.612864371378811,0.628053203712934,0.241235636929477,0.902465272116899,7,"5"
0.507422312255257,0.506742715201174,0.159595894073152,0.850406949250235,8,"5"
0.503807404644642,0.50189527549267,0.205367533836445,0.81090123128596,9,"5"
0.581801622868592,0.585843729119849,0.285825048586444,0.838878154252143,10,"5"
0.605800352510866,0.609914590861536,0.302465651084111,0.86614468444176,11,"5"
0.703135922374898,0.703880722979193,0.622347440717492,0.786455184996732,12,"5"
