"Mean.totalDensity","Median.totalDensity","lower95","upper95","year","area"
1023.48495029347,995.397759430771,638.397683743939,1520.14217363649,1,"Total"
1138.52926406493,1112.89397252478,735.285782530097,1714.62482712458,2,"Total"
1542.75748878171,1489.9208144734,991.649573446622,2330.83756495187,3,"Total"
870.240752290729,857.012878984181,629.132988798137,1175.70345158787,4,"Total"
1404.50038358275,1376.8433606102,983.897734190941,1936.72103824667,5,"Total"
1407.55174005014,1339.92112456373,756.561800892012,2462.31887703187,6,"Total"
1171.6666502072,1101.3985988413,549.835714054492,2221.21866655965,7,"Total"
1154.40935835868,1096.28368636873,613.157194890067,2014.59867756519,8,"Total"
907.366988702896,863.949027168597,397.316810435355,1644.13174627607,9,"Total"
835.942387094383,802.633580547536,392.156502486534,1464.7465513093,10,"Total"
1105.5943330493,1071.71854667602,652.390261289389,1723.19756978895,11,"Total"
522.830339465179,510.824872704613,348.380430415822,748.363756833495,12,"Total"
97.3645557151288,86.3260041768883,28.472958853651,227.170911197268,1,"1"
155.542912537652,134.767998957085,56.8960390071521,334.449920373042,2,"1"
303.16847307002,282.874444568172,125.540407574647,607.636666108368,3,"1"
182.30699602092,176.361505835761,101.055478422477,302.278156994651,4,"1"
365.923283411916,354.607100627619,220.330603393981,585.934681159197,5,"1"
404.808341122607,376.986711105836,178.05593432587,761.158519947356,6,"1"
307.923578684632,280.803112140377,120.308127343011,662.142301580406,7,"1"
353.157107702038,329.387529027443,152.474290012563,711.599206790176,8,"1"
231.82849236365,219.01585519792,93.7499119265836,458.652928055198,9,"1"
254.204505398095,240.098840239538,112.734432212664,498.746967813559,10,"1"
251.264140211587,243.110453209997,125.797886147374,425.835688501805,11,"1"
116.768257667237,107.521535037375,56.0477012836662,221.232696504183,12,"1"
26.7911268918342,24.6397609800358,9.65312461924198,56.0976832968646,1,"2"
21.3515732263076,19.6284936459341,7.82576779191201,46.132601908605,2,"2"
36.9028190853203,32.9893450671235,14.9262570681959,80.5537114191193,3,"2"
19.0012142219179,18.2084496079328,9.87294958106909,32.621718755457,4,"2"
43.1500429524842,42.0529919952346,22.3717454575107,73.3620423666869,5,"2"
43.4853980815181,40.2158974030629,19.2228479241939,86.9472451309228,6,"2"
38.2070820240704,34.6569810119531,13.452634088816,82.8751589294507,7,"2"
39.426514549052,36.2938254593905,15.180848581713,88.2728348312503,8,"2"
22.7380594556157,20.7607095189652,7.51304255079584,50.7377470579503,9,"2"
18.3623751148645,16.4752062265476,6.13315007114125,40.7476558162491,10,"2"
25.4397907450424,23.6868433285898,10.4678189100673,49.5842322957132,11,"2"
13.4075289677394,12.360736123289,5.95812710561607,27.5899173850991,12,"2"
88.5618964266148,80.8568660609777,32.8022542518209,188.828836001528,1,"3"
49.3517830106336,44.6525457452532,16.5625300476057,110.141100404792,2,"3"
63.8049086753048,56.100172168348,21.1094373640931,147.768986053151,3,"3"
27.2132982349662,24.834258755702,11.2403650690825,56.0345406819059,4,"3"
57.3019230694405,52.1669904867213,25.0305799738724,115.016653069848,5,"3"
73.0752073356058,66.7199175644873,29.1177894007715,152.63996832419,6,"3"
69.1761169997632,62.5666970333882,26.1625792483992,142.10619715634,7,"3"
70.600777759887,66.1937676790708,30.175345884263,140.364884220654,8,"3"
40.0324754979791,36.8005561805629,14.672266333608,88.8031713992716,9,"3"
26.0274194572248,23.6747832364689,8.7165598135026,56.1027143578379,10,"3"
31.0181462587766,28.1838559430507,11.2552366077848,66.256601008263,11,"3"
21.7355963761657,20.1788664000802,7.90176494456542,45.2700621255273,12,"3"
60.4123184137344,56.1282043351179,24.9184263475857,115.884808823977,1,"4"
35.5980588612672,32.700329569786,13.3095554478512,72.8423592023917,2,"4"
46.4164456244993,41.5977209907105,17.481395428115,103.220657971583,3,"4"
21.1303775802225,19.668556687606,9.24208503282695,41.8338862726342,4,"4"
42.2082792490462,38.9652830307622,20.2597442993613,81.0471127870508,5,"4"
50.8696344853175,46.7925373951822,21.2758393018447,102.855533307487,6,"4"
46.0286021263576,41.701051553824,17.2408530808896,95.4767109549774,7,"4"
46.1198718501633,43.5165554498251,20.2913021519591,88.2835114868401,8,"4"
28.6079962977567,26.5933550187091,10.9448088365008,60.95112720938,9,"4"
19.3346356870022,17.8577404873877,6.87990196684782,39.5673839032215,10,"4"
22.9082189564452,21.0273371377922,8.86438953221266,45.0418348385517,11,"4"
15.5101759881883,14.5891644491116,6.44165808123877,31.3416265243891,12,"4"
75.3152960087213,70.8073948076295,33.510185667348,135.92805571518,1,"5"
50.2385441062839,47.4831435831559,21.7697315734286,96.9035919806538,2,"5"
68.3089082851188,62.9522423788987,28.6467019614511,141.255755894174,3,"5"
