YEAR,AREA,Sp_rich
1,1,9.072888374
1,1,8.980484397
1,1,8.446083018
1,1,8.590949831
1,1,8.349031114
1,1,8.234259857
1,1,8.78810135
1,1,8.958575793
1,1,8.513035333
1,1,8.367013173
1,1,8.427306845
1,1,8.71804634
1,1,8.32938975
1,1,8.622345951
1,1,8.730727102
1,1,8.498447627
1,1,8.196120929
1,1,8.526516911
1,1,8.491269236
1,1,8.56980519
1,1,8.557499734
1,1,8.734409925
1,1,8.357031664
1,1,8.815456478
1,1,8.708040319
1,1,8.58473672
1,1,8.405069886
1,1,8.610201795
1,1,8.500994857
1,1,8.842731397
1,1,8.453051978
1,1,8.89097447
1,1,8.725781192
1,1,8.550804929
1,1,8.322310434
1,1,8.429296727
1,1,8.788499787
1,1,8.553932275
1,1,8.421468456
1,1,8.489268563
1,1,8.715749725
1,1,8.396714717
1,1,8.45732028
1,1,8.598504564
1,1,8.438704236
1,1,8.598064432
1,1,8.16556209
1,1,8.598580423
1,1,8.426768285
1,1,9.001354655
1,1,8.740681183
1,1,8.131663258
1,1,8.759219897
1,1,8.519179116
1,1,8.593358315
1,1,8.087237408
1,1,8.085003634
1,1,8.962086824
1,1,8.568655514
1,1,8.955942618
1,1,8.401895979
1,1,8.513840682
1,1,8.756334977
1,1,8.543985071
1,1,8.148711726
1,1,8.317231528
1,1,8.817369699
1,1,8.694283103
1,1,8.807007795
1,1,8.470028164
1,1,8.482742269
1,1,8.216464598
1,1,8.241531307
1,1,8.632282556
1,1,8.460729431
1,1,8.579750726
1,1,8.623805362
1,1,8.642117569
1,1,8.462408666
1,1,8.35974594
1,1,8.594996241
1,1,8.27396806
1,1,8.606102525
1,1,8.487922585
1,1,8.324680356
1,1,8.501688352
1,1,8.737537616
1,1,8.410054669
1,1,8.651650855
1,1,8.520768228
1,1,8.833173366
1,1,8.633700278
1,1,8.454154603
1,1,8.626021135
1,1,8.167841921
1,1,8.917829342
1,1,8.770092145
1,1,8.695199929
1,1,8.676614351
1,1,8.545304771
1,1,8.357235527
1,1,8.685086186
1,1,8.815064681
1,1,8.487578574
1,1,8.386907217
1,1,8.460364044
1,1,8.438495835
1,1,8.304764812
1,1,8.456101204
1,1,8.319037922
1,1,8.34362772
1,1,8.349347262
1,1,8.503852149
1,1,8.370358878
1,1,8.341296763
1,1,8.42230794
1,1,8.415811071
1,1,8.43552417
1,1,8.777643748
1,1,8.562016886
1,1,8.335042986
1,1,8.640649124
1,1,8.39218363
1,1,8.15811752
1,1,8.747108248
1,1,8.148837489
1,1,8.231796278
1,1,8.236710866
1,1,8.388500676
1,1,8.381026327
1,1,8.671521528
1,1,8.55115584
1,1,8.664734216
1,1,8.63207773
1,1,8.405848892
1,1,8.370976649
1,1,8.464714578
1,1,8.373498528
1,1,8.351970333
1,1,8.176829032
1,1,8.601089389
1,1,8.455120694
1,1,8.819808464
1,1,8.501791042
1,1,8.612601222
1,1,8.748277952
1,1,8.544842335
1,1,8.336563032
1,1,8.797767293
1,1,8.66343374
1,1,8.556835315
1,1,8.516021788
1,1,8.360046275
1,1,8.455967142
1,1,8.408857503
1,1,8.340428851
1,1,8.28761627
1,1,8.504815566
1,1,8.606388998
1,1,8.602464002
1,1,8.729887057
1,1,8.334585517
1,1,8.554988262
1,1,8.82676298
1,1,8.308789549
1,1,8.195244488
1,1,8.503194388
1,1,8.535861693
1,1,8.368650658
1,1,8.403490456
1,1,8.379955289
1,1,8.6523009
1,1,8.56893507
1,1,8.881768517
1,1,8.272454718
1,1,8.396300989
1,1,8.793488025
1,1,8.632416593
1,1,8.977283611
1,1,8.327661417
1,1,8.59208366
1,1,8.841655848
1,1,8.234965643
1,1,8.150495359
1,1,8.498514459
1,1,8.723843542
1,1,8.41048378
1,1,8.844356991
1,1,8.754602417
1,1,8.647948927
1,1,8.148340409
1,1,8.773017606
1,1,8.197505809
1,1,8.551927642
1,1,8.51110977
1,1,8.490993019
1,1,8.555969275
1,1,8.897882317
1,1,8.467187789
1,1,8.181607953
1,1,8.960442875
1,1,8.646850531
1,1,8.596475478
1,1,8.37909667
1,1,8.240319071
1,1,8.413250708
1,1,8.596560959
1,1,8.379838868
1,1,8.252875375
1,1,8.432059034
1,1,8.680670951
1,1,9.014765424
1,1,8.615671124
1,1,8.751298442
1,1,8.750934775
1,1,8.834095037
1,1,8.047660567
1,1,8.468953739
1,1,8.688500999
1,1,8.530137106
1,1,8.705984104
1,1,8.61714871
1,1,8.392422102
1,1,8.331214443
1,1,8.541807051
1,1,8.376308713
1,1,8.637213813
1,1,8.097856003
1,1,8.405680662
1,1,8.367549414
1,1,8.610440467
1,1,8.312542164
1,1,8.6772364
1,1,8.812784652
1,1,8.494271144
1,1,8.93482321
1,1,8.319313167
1,1,8.170715783
1,1,8.612825926
1,1,8.370477066
1,1,8.337555808
1,1,8.696614041
1,1,8.590036097
1,1,8.295966125
1,1,8.336645624
1,1,8.525180472
1,1,8.414256255
1,1,8.795118223
1,1,8.393066534
1,1,8.543706717
1,1,8.393648631
1,1,8.066122876
1,1,8.317318535
1,1,8.320170779
1,1,8.382561697
1,1,8.862382363
1,1,8.900849514
1,1,8.43338576
1,1,8.436557001
1,1,8.700677545
1,1,8.275354639
1,1,8.626249505
1,1,8.546477091
1,1,9.011096731
1,1,8.212739689
1,1,8.115762428
1,1,8.481677006
1,1,8.388627655
1,1,8.704927777
1,1,8.666776971
1,1,8.655040051
1,1,8.541187571
1,1,8.283654532
1,1,8.331091819
1,1,8.188831774
1,1,8.186234762
1,1,8.45656711
1,1,8.725842088
1,1,8.957614873
1,1,8.748278927
1,1,8.293416974
1,1,8.579395912
1,1,8.462152209
1,1,8.804508938
1,1,8.472722326
1,1,8.194439016
1,1,8.191695276
1,1,8.815291654
1,1,8.798615071
1,1,8.661566329
1,1,8.414555693
1,1,8.590221653
1,1,8.349376173
1,1,8.515377157
1,1,8.826156463
1,1,8.675803908
1,1,8.771201087
1,1,8.786200243
1,1,8.759805112
1,1,8.646110076
1,1,8.282894354
1,1,8.88037791
1,1,8.571962073
1,1,8.605042017
1,1,8.463581037
1,1,8.243643696
1,1,8.50313443
1,1,8.87666095
1,1,8.622197057
1,1,8.420240158
1,1,8.499264443
1,1,8.542348814
1,1,8.616005978
1,1,8.764054192
1,1,8.725084882
1,1,8.542600339
1,1,8.747221094
1,1,8.635105312
1,1,8.645023501
1,1,8.465499207
1,1,8.739535054
1,1,8.670860111
1,1,8.678374363
1,1,8.427229743
1,1,8.544689519
1,1,8.434874592
1,1,8.609258098
1,1,8.594776515
1,1,8.621661624
1,1,8.426533186
1,1,8.411122502
1,1,8.354205331
1,1,8.460322043
1,1,8.475091213
1,1,8.398743424
1,1,8.806772058
1,1,8.592557552
1,1,8.555857889
1,1,8.298239049
1,1,8.588785374
1,1,9.012403602
1,1,8.486794489
1,1,8.861454176
1,1,8.860850241
1,1,8.46098292
1,1,8.51810657
1,1,8.415409417
1,1,8.597487886
1,1,8.621748336
1,1,8.550761243
1,1,8.570831044
1,1,8.513104549
1,1,8.437294665
1,1,8.443824185
1,1,8.74171982
1,1,8.267757809
1,1,8.164393855
1,1,8.599892253
1,1,8.699831896
1,1,8.759211511
1,1,8.440633657
1,1,8.448157847
1,1,8.771412176
1,1,8.64451673
1,1,8.488411267
1,1,8.844780654
1,1,8.485125323
1,1,8.697961221
1,1,8.504352549
1,1,8.248423403
1,1,8.733306013
1,1,8.291273106
1,1,8.893820742
1,1,8.55803343
1,1,8.433857999
1,1,8.601407379
1,1,8.669168122
1,1,8.462714286
1,1,8.251992399
1,1,8.665191121
1,1,8.41585069
1,1,8.438046877
1,1,8.647905587
1,1,8.430513774
1,1,8.318388824
1,1,8.721023013
1,1,8.453236553
1,1,8.458341065
1,1,8.377031636
1,1,8.51974724
1,1,8.380040281
1,1,8.477815257
1,1,8.718491054
1,1,8.919857643
1,1,8.306220774
1,1,8.731424312
1,1,8.460356391
1,1,8.739468405
1,1,8.411526922
1,1,8.847368717
1,1,8.177671691
1,1,8.606658481
1,1,8.551779892
1,1,8.483175153
1,1,8.580594788
1,1,8.876729847
1,1,8.507934517
1,1,8.662410419
1,1,8.248873103
1,1,8.412507373
1,1,8.373556156
1,1,8.310845594
1,1,8.233212305
1,1,8.825163936
1,1,8.320012192
1,1,8.467078041
1,1,8.90813445
1,1,8.319630423
1,1,8.325554871
1,1,8.581404738
1,1,8.441165824
1,1,8.765240477
1,1,8.217619593
1,1,8.733274071
1,1,8.451127296
1,1,8.887482746
1,1,8.537864869
1,1,8.707375273
1,1,8.380267721
1,1,8.771806702
1,1,8.782476948
1,1,8.697510127
1,1,8.58454827
1,1,8.738556738
1,1,8.680447015
1,1,8.591189149
1,1,8.53139671
1,1,8.346545543
1,1,8.767709698
1,1,8.849102155
1,1,8.886832029
1,1,8.000667353
1,1,8.297520336
1,1,8.371600421
1,1,8.579187987
1,1,8.352346106
1,1,8.540119199
1,1,8.705206244
1,1,8.478804195
1,1,8.799432807
1,1,8.304711494
1,1,8.518454149
1,1,8.551407315
1,1,8.630158269
1,1,8.330983763
1,1,8.132578453
1,1,8.314517604
1,1,8.365892009
1,1,8.796399584
1,1,8.655112302
1,1,8.501012057
1,1,8.018956062
1,1,8.455725595
1,1,8.367104802
1,1,8.835809094
1,1,8.538108571
1,1,8.453529883
1,1,8.374390795
1,1,8.235111462
1,1,8.34799806
1,1,8.496684583
1,1,8.361902674
1,1,8.413863341
1,1,8.649419975
1,1,8.757714189
1,1,8.549334285
1,1,7.936958806
1,1,8.726630512
1,1,8.579905545
1,1,8.687400476
1,1,7.872866975
1,1,8.988699323
1,1,8.884420351
1,1,8.892539097
1,1,8.506592002
1,1,8.487490416
1,1,8.668233749
1,1,8.874256451
1,1,8.454566044
1,1,8.70786453
1,1,8.775443205
1,1,8.421022425
1,1,8.643498851
1,1,8.588505589
1,1,8.552815212
1,1,8.510979148
1,1,8.644027963
1,1,8.707345986
1,1,8.620486084
1,1,8.413633369
1,1,8.458416525
1,1,8.533768649
1,1,8.54495941
1,1,8.624319393
1,1,8.570900909
1,1,8.436120907
1,1,8.626652557
1,1,8.475702856
1,1,8.35508979
1,1,8.646767425
1,1,8.530730615
1,1,8.46266195
1,1,8.747819611
1,1,8.465765972
1,1,8.473621405
1,1,8.454445611
1,1,8.380507027
1,1,8.525924876
1,1,8.263998081
1,1,8.195000799
1,1,8.607602211
1,1,8.839980143
1,1,8.433775222
1,1,8.375545185
1,1,8.40147585
1,1,8.663263907
1,1,8.479428427
1,1,8.337393105
1,1,8.464100139
1,1,8.589585322
1,1,8.427690564
1,1,8.755710758
1,1,8.56178966
1,1,8.527733326
1,1,8.299086293
1,1,8.466731232
1,1,9.053866486
1,1,8.152985181
1,1,8.660210283
1,1,8.566401966
1,1,8.414945177
1,1,8.431540308
1,1,8.518019466
1,1,8.367247446
1,1,8.812544099
1,1,8.605619636
1,1,8.44390957
1,1,9.028583695
1,1,8.553406599
1,1,8.408414356
1,1,8.611989077
1,1,8.737107904
1,1,8.461946786
1,1,8.575890564
1,1,8.364683847
1,1,8.385448293
1,1,8.603045509
1,1,8.526223164
1,1,8.342975334
1,1,8.3698751
1,1,8.867399401
1,1,8.64820096
1,1,8.68338528
1,1,8.178882673
1,1,8.404091956
1,1,8.383310061
1,1,8.308471428
1,1,8.383701364
1,1,8.401427599
1,1,8.59257687
1,1,8.343243641
1,1,8.525921837
1,1,8.374061227
1,1,8.646008577
1,1,8.362657579
1,1,8.284808729
1,1,8.627544812
1,1,8.316719133
1,1,8.451033965
1,1,8.40282785
1,1,8.360940361
1,1,8.751775504
1,1,8.614515713
1,1,8.691198448
1,1,8.610281688
1,1,8.383246374
1,1,8.470548982
1,1,8.510013262
1,1,8.347252495
1,1,8.374490749
1,1,8.713527928
1,1,8.17049701
1,1,8.245652974
1,1,8.253108771
1,1,8.754667496
1,1,8.583563635
1,1,8.450697779
1,1,8.627130577
1,1,8.798809436
1,1,8.716224837
1,1,8.423053536
1,1,8.292904031
1,1,8.256456857
1,1,8.820228381
1,1,8.790607483
1,1,8.831649013
1,1,8.447443666
1,1,8.640587499
1,1,8.713711955
1,1,8.506156933
1,1,8.498734165
1,1,8.613891619
1,1,8.703839443
1,1,8.446046242
1,1,8.560480849
1,1,8.413919541
1,1,8.140141432
1,1,8.530045409
1,1,8.817270987
1,1,8.18370335
1,1,8.661380167
1,1,8.678527977
1,1,8.523014714
1,1,8.696879442
1,1,8.274669192
1,1,8.580879198
1,1,8.807205571
1,1,8.541710981
1,1,8.423768331
1,1,8.448932929
1,1,8.637116449
1,1,8.160750458
1,1,8.397964699
1,1,8.619240226
1,1,8.910892515
1,1,8.817105932
1,1,8.310577251
1,1,7.985016045
1,1,8.355052181
1,1,8.58240373
1,1,8.758152173
1,1,8.416353319
1,1,8.210415739
1,1,8.466093346
1,1,8.619656005
1,1,8.445449703
1,1,8.167827476
1,1,8.463729241
1,1,8.977820493
1,1,8.502984189
1,1,8.318010337
1,1,8.659928379
1,1,8.29997837
1,1,8.336165213
1,1,8.308273999
1,1,8.444437432
1,1,8.439049426
1,1,8.644345202
1,1,8.463775718
1,1,8.40298664
1,1,8.3719114
1,1,8.528716103
1,1,8.6485134
1,1,8.582461648
1,1,8.693745288
1,1,8.564378789
1,1,8.47260101
1,1,8.442672927
1,1,8.331559901
1,1,8.223367451
1,1,8.674846215
1,1,8.468855587
1,1,8.162233248
1,1,8.130803541
1,1,8.747758735
1,1,8.315063365
1,1,8.5665511
1,1,8.417264641
1,1,8.751041443
1,1,8.46995084
1,1,8.749590738
1,1,8.753319154
1,1,8.673367975
1,1,8.473478329
1,1,8.569532248
1,1,8.301808683
1,1,8.74493541
1,1,8.666135763
1,1,8.173621561
1,1,8.467722178
1,1,8.867904867
1,1,8.203074311
1,1,8.430677518
1,1,8.725968994
1,1,8.412283109
1,1,8.646713062
1,1,8.490123862
1,1,8.465951741
1,1,8.631514591
1,1,8.370381134
1,1,8.331628676
1,1,8.639882239
1,1,8.59354809
1,1,8.340280125
1,1,8.581683994
1,1,8.819268082
1,1,8.316942718
1,1,8.23559257
1,1,8.722353205
1,1,8.278518081
1,1,8.592937825
1,1,8.541947643
1,1,8.575399166
1,1,8.743020567
1,1,8.11532485
1,1,8.438908722
1,1,8.392308423
1,1,8.609008354
1,1,8.238407728
1,1,8.37058944
1,1,8.625747111
1,1,8.547695539
1,1,8.364851533
1,1,8.384370499
1,1,8.454286712
1,1,8.798228707
1,1,8.417641099
1,1,8.602954637
1,1,8.868096826
1,1,8.692512181
1,1,8.628322733
1,1,8.270225831
1,1,8.76051673
1,1,8.141839315
1,1,8.509708184
1,1,8.382934544
1,1,8.60496299
1,1,8.553829116
1,1,8.611423735
1,1,8.400448735
1,1,8.432265067
1,1,8.397996786
1,1,9.011686432
1,1,8.559106196
1,1,8.722583363
1,1,8.547509936
1,1,8.405448872
1,1,8.642368076
1,1,8.517978085
1,1,8.50879629
1,1,8.019739674
1,1,8.896455491
1,1,8.793332775
1,1,8.415911481
1,1,8.372522548
1,1,8.457358709
1,1,8.492146349
1,1,8.32786796
1,1,8.573844598
1,1,8.248456646
1,1,8.582647099
1,1,8.407934252
1,1,8.2471845
1,1,8.396707541
1,1,8.882966599
1,1,8.860666722
1,1,8.390691444
1,1,8.353199452
1,1,8.321489125
1,1,8.507095439
1,1,8.118045729
1,1,8.657024401
1,1,8.586267542
1,1,8.672735643
1,1,8.304176964
1,1,8.504239465
1,1,8.443258636
1,1,8.322831115
1,1,8.520603106
1,1,8.725841303
1,1,8.83030477
1,1,8.37155512
1,1,8.776808447
1,1,8.3264301
1,1,8.501458498
1,1,8.277659396
1,1,8.373392114
1,1,8.460180966
1,1,8.501470152
1,1,8.406567412
1,1,8.438040437
1,1,8.483219784
1,1,8.440268713
1,1,8.609899583
1,1,8.498382521
1,1,8.595965889
1,1,8.435911121
1,1,8.184583378
1,1,8.700743257
1,1,8.719018905
1,1,8.573219865
1,1,8.796257574
1,1,8.18298307
1,1,8.496833795
1,1,8.208387998
1,1,8.608182524
1,1,8.541286761
1,1,8.617631994
1,1,8.186600874
1,1,8.778702672
1,1,8.283188924
1,1,8.38121692
1,1,8.3026164
1,1,8.446895946
1,1,8.58947753
1,1,8.49965635
1,1,8.411478973
1,1,8.506228125
1,1,8.372345695
1,1,8.50765293
1,1,8.385223597
1,1,8.912359362
1,1,8.553975088
1,1,8.628583922
1,1,8.333299785
1,1,8.267100832
1,1,8.564637693
1,1,8.721721096
1,1,8.679772213
1,1,8.094856654
1,1,8.265512078
1,1,8.958477424
1,1,8.472466928
1,1,8.524159312
1,1,8.476379305
1,1,8.424500076
1,1,8.294663862
1,1,8.24288641
1,1,8.41677063
1,1,8.507181644
1,1,8.737233113
1,1,8.492501618
1,1,8.670221318
1,1,8.304098134
1,1,8.468837319
1,1,8.366183338
1,1,7.979250962
1,1,8.619323726
1,1,8.814272762
1,1,8.516148101
1,1,8.443176961
1,1,8.28906327
1,1,8.826518606
1,1,8.643941718
1,1,8.584494622
1,1,8.094605848
1,1,8.936490426
1,1,8.674389965
1,1,8.318280838
1,1,8.596136907
1,1,8.455645785
1,1,8.439865725
1,1,8.417287795
1,1,8.426639989
1,1,8.716477752
1,1,8.2765337
1,1,8.527523059
1,1,8.596131208
1,1,8.488430161
1,1,8.804812752
1,1,8.673264838
1,1,8.589245831
1,1,8.234400903
1,1,8.567719441
1,1,8.107759562
1,1,8.538344907
1,1,8.762852802
1,1,8.409992446
1,1,8.372173589
1,1,8.844289842
1,1,8.872344889
1,1,8.306837023
1,1,8.464652077
1,1,8.56879693
1,1,8.810351292
1,1,8.626096521
1,1,8.720246267
1,1,8.454867195
1,1,8.088987622
1,1,8.201360048
1,2,9.210989901
1,2,9.175770536
1,2,8.665323024
1,2,9.221684682
1,2,9.018163828
1,2,9.229247953
1,2,8.803288275
1,2,9.375581168
1,2,9.27388826
1,2,8.745617619
1,2,8.839059377
1,2,8.909067237
1,2,9.041920133
1,2,9.214996813
1,2,8.714481448
1,2,8.878905434
1,2,8.700884089
1,2,8.808186474
1,2,8.742680456
1,2,9.014386613
1,2,9.092733596
1,2,8.764941154
1,2,8.94336236
1,2,8.729936621
1,2,9.251202735
1,2,9.115675911
1,2,8.631740759
1,2,8.742015224
1,2,8.881580411
1,2,8.820251562
1,2,8.90969156
1,2,8.720229088
1,2,8.954862005
1,2,9.06981629
1,2,9.042223677
1,2,9.031928073
1,2,8.854317314
1,2,9.264208857
1,2,9.026640551
1,2,8.860748513
1,2,8.9353997
1,2,9.128102598
1,2,9.256891231
1,2,9.191313388
1,2,8.968857456
1,2,8.95849676
1,2,8.982626922
1,2,9.056644464
1,2,8.885544253
1,2,9.002283087
1,2,9.352730445
1,2,9.16097081
1,2,9.254487689
1,2,8.86326221
1,2,8.839793409
1,2,8.725479139
1,2,9.14430797
1,2,8.578122381
1,2,8.926419122
1,2,8.673650844
1,2,8.770186736
1,2,8.87561292
1,2,8.647723658
1,2,9.02055273
1,2,8.774863255
1,2,9.193718669
1,2,8.516300084
1,2,9.162075514
1,2,9.265684782
1,2,9.208374278
1,2,8.828767452
1,2,9.057701755
1,2,8.805416293
1,2,9.245150478
1,2,8.69982723
1,2,9.217842035
1,2,8.935317647
1,2,9.079754335
1,2,9.19800997
1,2,8.775435473
1,2,9.084863122
1,2,8.894269743
1,2,8.882818028
1,2,8.936614432
1,2,8.68198496
1,2,9.315608554
1,2,8.584300556
1,2,8.87100947
1,2,8.857635584
1,2,8.963112017
1,2,8.903269755
1,2,9.165352395
1,2,8.7011725
1,2,9.368861946
1,2,9.384937184
1,2,8.970257056
1,2,8.815323501
1,2,8.80309262
1,2,9.358188059
1,2,9.008425869
1,2,8.890612352
1,2,8.635947431
1,2,8.426160519
1,2,8.784197534
1,2,9.037862872
1,2,8.844065057
1,2,8.788806497
1,2,9.199595292
1,2,8.709268097
1,2,8.915268062
1,2,9.040366995
1,2,8.834384884
1,2,8.903576318
1,2,8.681493535
1,2,9.025662154
1,2,9.386705086
1,2,9.406028484
1,2,8.740998921
1,2,9.368106527
1,2,8.945746142
1,2,9.237493558
1,2,8.831787238
1,2,9.025506174
1,2,8.966526958
1,2,8.906246071
1,2,8.376563651
1,2,8.931959764
1,2,9.105804384
1,2,8.83786871
1,2,8.964363928
1,2,8.337077587
1,2,9.128698943
1,2,8.878294108
1,2,9.07126796
1,2,9.079663314
1,2,9.377816861
1,2,9.074718495
1,2,9.071963432
1,2,8.498466282
1,2,9.117834777
1,2,9.243527683
1,2,8.989627202
1,2,8.99908343
1,2,8.984249313
1,2,9.24520217
1,2,8.576096448
1,2,8.812999127
1,2,9.091883591
1,2,8.719343548
1,2,8.860742864
1,2,8.852243433
1,2,9.159577888
1,2,9.039003943
1,2,8.814040306
1,2,9.065664134
1,2,8.907973734
1,2,9.408446091
1,2,8.96307666
1,2,8.85995499
1,2,9.193066418
1,2,9.115946229
1,2,9.007343513
1,2,8.900537806
1,2,9.226168739
1,2,8.981444398
1,2,8.76427031
1,2,9.049882979
1,2,8.762138768
1,2,8.883739486
1,2,9.035866642
1,2,8.892891737
1,2,9.076988128
1,2,8.908390749
1,2,8.913977414
1,2,9.108486128
1,2,8.798929853
1,2,8.795681255
1,2,8.501583663
1,2,9.077805709
1,2,8.825721428
1,2,9.435114211
1,2,8.428187257
1,2,9.301348804
1,2,9.027357687
1,2,8.821772167
1,2,8.849472519
1,2,8.78610651
1,2,9.098393253
1,2,8.733033525
1,2,8.679957283
1,2,8.856685219
1,2,8.758571718
1,2,8.907092132
1,2,8.704975407
1,2,8.941843802
1,2,8.992892353
1,2,9.012492511
1,2,8.972941594
1,2,8.875148416
1,2,9.370817817
1,2,8.882500839
1,2,8.851361177
1,2,8.963050344
1,2,8.70209781
1,2,8.976416834
1,2,9.135445403
1,2,9.394294627
1,2,9.14670825
1,2,8.955188166
1,2,9.112710937
1,2,8.925000393
1,2,9.048327854
1,2,9.071492227
1,2,8.882647254
1,2,9.256998628
1,2,9.098148528
1,2,8.748780386
1,2,8.955975135
1,2,8.694319116
1,2,8.458340311
1,2,9.208346439
1,2,8.460361469
1,2,8.909250153
1,2,8.740009669
1,2,8.845976626
1,2,9.127875397
1,2,9.212386566
1,2,8.590226548
1,2,8.754024728
1,2,9.134675111
1,2,8.888319863
1,2,8.901582507
1,2,8.701167631
1,2,9.09013848
1,2,8.605132429
1,2,9.139710773
1,2,8.783347717
1,2,8.777466726
1,2,9.23835533
1,2,8.966920196
1,2,9.01518218
1,2,8.854076638
1,2,8.768643186
1,2,8.710888858
1,2,8.74564408
1,2,9.327247391
1,2,8.781629612
1,2,9.184194661
1,2,8.738452675
1,2,8.69174081
1,2,8.749778196
1,2,8.97606068
1,2,9.092956309
1,2,9.409196722
1,2,8.83959519
1,2,9.237516017
1,2,9.033705426
1,2,8.950851126
1,2,9.056198581
1,2,8.999001272
1,2,9.33289836
1,2,8.81645252
1,2,8.636509284
1,2,8.967870914
1,2,8.936739125
1,2,8.894384781
1,2,8.540763346
1,2,8.675471239
1,2,8.928510076
1,2,8.846531117
1,2,9.333956741
1,2,8.826642904
1,2,8.75794999
1,2,9.064314668
1,2,9.107190882
1,2,8.938391985
1,2,9.16432892
1,2,9.155531614
1,2,8.80318668
1,2,9.091792024
1,2,8.840662541
1,2,8.887643195
1,2,8.854366134
1,2,9.225766511
1,2,8.846658229
1,2,9.318232811
1,2,9.185248224
1,2,8.605539212
1,2,9.073040021
1,2,9.011034378
1,2,8.810130523
1,2,8.858568998
1,2,9.069618694
1,2,9.139659198
1,2,8.754395254
1,2,8.742724315
1,2,9.251790471
1,2,8.870649378
1,2,8.927173503
1,2,8.786875387
1,2,8.614473045
1,2,8.992131976
1,2,8.920450156
1,2,8.87893745
1,2,9.004609404
1,2,8.579193675
1,2,9.080187234
1,2,9.026596128
1,2,8.765088893
1,2,8.886824088
1,2,9.015269567
1,2,8.99148583
1,2,9.110881919
1,2,8.703635779
1,2,9.082931748
1,2,8.877676856
1,2,8.988291095
1,2,8.96394819
1,2,9.053133056
1,2,9.094982056
1,2,8.772342671
1,2,8.620438919
1,2,9.131086637
1,2,9.04736039
1,2,9.38716031
1,2,9.188580943
1,2,9.017035256
1,2,9.065419594
1,2,9.418035954
1,2,8.659927933
1,2,8.91973999
1,2,8.969955278
1,2,9.272010594
1,2,8.93834145
1,2,8.827751277
1,2,9.078502545
1,2,9.210403064
1,2,9.191491632
1,2,9.501525664
1,2,8.84736998
1,2,9.24908931
1,2,9.153886235
1,2,8.824309464
1,2,8.877852047
1,2,9.013035607
1,2,9.178383225
1,2,9.230346885
1,2,9.257058181
1,2,9.146661713
1,2,8.908070317
1,2,8.876246803
1,2,8.597964008
1,2,9.089850572
1,2,9.239805801
1,2,8.735991327
1,2,9.047173346
1,2,9.133974332
1,2,8.742306567
1,2,8.837064034
1,2,8.921351764
1,2,8.643007767
1,2,9.081381422
1,2,8.83729138
1,2,8.987500258
1,2,9.055736377
1,2,9.605302637
1,2,8.894974198
1,2,8.676468385
1,2,8.455432157
1,2,8.767560717
1,2,8.882593216
1,2,8.914610488
1,2,8.828840885
1,2,9.443922581
1,2,8.941917938
1,2,8.838039673
1,2,8.762684311
1,2,8.644053946
1,2,8.898574991
1,2,9.062977908
1,2,9.003377538
1,2,8.840218836
1,2,8.741794201
1,2,8.930671606
1,2,9.034242001
1,2,9.041040086
1,2,8.690012853
1,2,9.08630702
1,2,9.086453734
1,2,8.659799445
1,2,9.130075201
1,2,9.284332075
1,2,8.907699218
1,2,8.706277759
1,2,8.921433268
1,2,9.089134314
