YEAR,AREA,Sp_rich
1,8,12.00358529
1,8,12.14330545
1,8,11.19813216
1,8,11.78591897
1,8,12.45927411
1,8,12.06673513
1,8,12.08677023
1,8,12.13896944
1,8,11.53550866
1,8,11.51308185
1,8,11.81378825
1,8,12.1735633
1,8,11.43330568
1,8,12.02309646
1,8,12.05163772
1,8,11.64214105
1,8,11.8496123
1,8,11.46604733
1,8,12.02612655
1,8,11.88769537
1,8,11.86979294
1,8,11.66260258
1,8,11.85951771
1,8,11.76801582
1,8,11.54728945
1,8,11.72631762
1,8,11.52473648
1,8,12.24612212
1,8,11.37938424
1,8,11.5063365
1,8,11.8628471
1,8,11.93149515
1,8,11.69615803
1,8,12.07699785
1,8,11.62151327
1,8,11.34855839
1,8,11.70168824
1,8,11.80919561
1,8,12.01493266
1,8,11.72132156
1,8,12.24255825
1,8,11.89273312
1,8,11.40963031
1,8,12.04044511
1,8,11.69831444
1,8,12.037253
1,8,12.11736363
1,8,11.51190206
1,8,12.09610154
1,8,11.92284522
1,8,11.65591248
1,8,11.43493371
1,8,11.86935225
1,8,11.32671685
1,8,11.55785735
1,8,11.43589189
1,8,11.54853207
1,8,11.91961556
1,8,11.91524879
1,8,12.52632995
1,8,11.62350241
1,8,11.67950885
1,8,11.61964957
1,8,11.62067485
1,8,11.91937505
1,8,11.7408406
1,8,11.43429656
1,8,11.69013207
1,8,11.86182944
1,8,11.90276764
1,8,11.80859938
1,8,11.49032655
1,8,12.07558493
1,8,12.03593048
1,8,11.87941694
1,8,11.64835528
1,8,11.87899979
1,8,11.91041869
1,8,11.70327175
1,8,11.43313232
1,8,11.34974121
1,8,11.79457454
1,8,11.95160333
1,8,11.91104715
1,8,11.61890802
1,8,11.80851089
1,8,11.6145854
1,8,12.12860717
1,8,11.94503487
1,8,11.85699046
1,8,11.90275855
1,8,12.24472128
1,8,11.84710256
1,8,12.05483056
1,8,11.80807891
1,8,11.57313981
1,8,12.23084984
1,8,11.86426273
1,8,11.87161646
1,8,12.19533151
1,8,11.76782523
1,8,12.08965179
1,8,11.77146845
1,8,11.67116495
1,8,12.09919914
1,8,11.61613226
1,8,11.24355248
1,8,11.66540999
1,8,12.29970051
1,8,11.77141285
1,8,12.00829578
1,8,11.20575479
1,8,12.05383419
1,8,12.08330663
1,8,11.8594318
1,8,11.98554965
1,8,11.39004156
1,8,11.97035066
1,8,11.58319615
1,8,11.59625691
1,8,12.01810406
1,8,11.89213174
1,8,11.6014699
1,8,11.84403105
1,8,11.8652916
1,8,11.56334348
1,8,11.94238755
1,8,11.42594398
1,8,11.72681466
1,8,11.71166037
1,8,11.60715261
1,8,11.66242001
1,8,11.4270812
1,8,11.82656262
1,8,11.63456746
1,8,11.87983316
1,8,11.83558981
1,8,11.783067
1,8,11.36779464
1,8,11.5612846
1,8,12.03550598
1,8,11.70922829
1,8,11.43828016
1,8,12.35499155
1,8,11.89698049
1,8,12.07185521
1,8,11.85022778
1,8,12.1509468
1,8,11.72366283
1,8,11.89389337
1,8,12.09921775
1,8,11.26287303
1,8,11.92591377
1,8,11.87939705
1,8,11.47463967
1,8,11.35562736
1,8,11.79845529
1,8,11.78191862
1,8,11.97341597
1,8,11.66074842
1,8,11.52218266
1,8,11.99242633
1,8,11.65468524
1,8,11.06126802
1,8,11.67999968
1,8,11.43344174
1,8,11.52029917
1,8,11.80923931
1,8,11.22198553
1,8,11.50183696
1,8,11.89336484
1,8,12.03848518
1,8,11.44383759
1,8,11.88768283
1,8,11.67874749
1,8,12.15771352
1,8,11.95251325
1,8,11.7303742
1,8,11.18099265
1,8,11.45656817
1,8,12.00114249
1,8,11.44104235
1,8,11.84545381
1,8,11.26950044
1,8,12.14533166
1,8,11.97161254
1,8,11.54294343
1,8,11.76771044
1,8,11.59105636
1,8,11.47952566
1,8,11.90182982
1,8,11.75383071
1,8,11.76490951
1,8,12.1972241
1,8,11.795314
1,8,12.11532882
1,8,11.98374276
1,8,11.92126558
1,9,12.61760886
1,9,12.78001889
1,9,12.23825346
1,9,12.39000948
1,9,12.14084499
1,9,12.35278098
1,9,11.98071174
1,9,11.91006268
1,9,12.48803493
1,9,12.65675675
1,9,12.38410342
1,9,11.83944873
1,9,12.32461921
1,9,12.39555805
1,9,12.28594327
1,9,12.71549974
1,9,12.82245238
1,9,12.2826019
1,9,12.87890814
1,9,12.19148032
1,9,12.67511272
1,9,12.07594367
1,9,12.54106892
1,9,11.68619422
1,9,12.26257341
1,9,12.50741171
1,9,12.53613029
1,9,11.97665999
1,9,11.6895574
1,9,12.73597697
1,9,12.77025053
1,9,12.70978118
1,9,13.0827622
1,9,12.84139269
1,9,12.73598377
1,9,12.88679561
1,9,12.7169122
1,9,12.87215317
1,9,12.58560706
1,9,12.18771696
1,9,12.02605798
1,9,12.60895247
1,9,12.92903822
1,9,12.93663705
1,9,12.12615791
1,9,12.41562972
1,9,12.4566486
1,9,12.21254888
1,9,12.23246063
1,9,12.78920137
1,9,12.11184385
1,9,12.28124864
1,9,13.14284579
1,9,12.85307112
1,9,12.63082367
1,9,12.60399013
1,9,12.95819981
1,9,12.43225423
1,9,12.50125338
1,9,12.80184845
1,9,12.65089432
1,9,12.1895515
1,9,12.4126707
1,9,12.56064969
1,9,12.96651937
1,9,11.97727755
1,9,12.54098872
1,9,12.99532107
1,9,13.06388523
1,9,12.40464423
1,9,12.43821445
1,9,12.28216163
1,9,12.42202965
1,9,12.31155704
1,9,12.46941508
1,9,13.09177783
1,9,12.56127632
1,9,12.37216062
1,9,12.59881789
1,9,12.45712337
1,9,12.6505769
1,9,12.69101681
1,9,12.07711024
1,9,13.27325552
1,9,12.62688049
1,9,12.54430142
1,9,13.02079327
1,9,12.36848772
1,9,12.20187076
1,9,12.31371892
1,9,12.20862285
1,9,12.74493717
1,9,12.80131297
1,9,12.23490715
1,9,12.75945515
1,9,12.91213647
1,9,12.88436837
1,9,12.55318829
1,9,12.43601142
1,9,12.28890842
1,9,12.3504783
1,9,12.11650886
1,9,12.4393244
1,9,12.5128512
1,9,12.55004172
1,9,12.6069982
1,9,12.5684952
1,9,12.7291325
1,9,12.62640445
1,9,12.69210413
1,9,12.23382072
1,9,12.42402468
1,9,12.61161715
1,9,13.25379792
1,9,12.73324633
1,9,12.76874305
1,9,12.42064624
1,9,12.43793728
1,9,13.10447984
1,9,12.38250662
1,9,13.17217419
1,9,12.50231879
1,9,12.39963152
1,9,12.62640705
1,9,12.68698227
1,9,12.18450101
1,9,12.5223258
1,9,12.2903606
1,9,11.92363584
1,9,12.53527223
1,9,11.87315384
1,9,12.60689208
1,9,12.27172387
1,9,12.31890125
1,9,12.50711515
1,9,12.57925418
1,9,12.79039944
1,9,13.05508698
1,9,12.54513003
1,9,11.98684775
1,9,12.23563557
1,9,12.70890866
1,9,11.62810169
1,9,12.88032451
1,9,11.6511195
1,9,12.17827953
1,9,12.62622926
1,9,11.92719982
1,9,12.61440953
1,9,12.49572231
1,9,13.04076453
1,9,12.40197559
1,9,12.86200754
1,9,12.15174536
1,9,12.86409798
1,9,12.50455779
1,9,12.75357287
1,9,12.30645251
1,9,12.50041073
1,9,12.44488995
1,9,12.76742576
1,9,12.9896806
1,9,12.31406377
1,9,13.06606694
1,9,13.2745352
1,9,13.04642871
1,9,11.86229748
1,9,12.18973372
1,9,12.84446666
1,9,12.21129789
1,9,12.41142408
1,9,12.45914513
1,9,11.92873105
1,9,12.76985478
1,9,12.11128353
1,9,12.58750382
1,9,12.67134308
1,9,12.43535858
1,9,12.23436361
1,9,12.64217344
1,9,12.55383341
1,9,12.29321968
1,9,12.76131429
1,9,12.62665378
1,9,12.57349738
1,9,12.60382052
1,9,12.2305585
1,9,12.74713541
1,9,12.06595248
1,9,12.20091441
1,9,12.40174916
1,9,12.03551779
1,9,12.60850394
1,9,12.65095534
1,9,12.23477895
1,9,12.55257577
1,9,12.29588225
1,9,12.21999858
1,9,12.88399669
1,9,12.63257499
1,9,12.07627903
1,9,12.43789833
1,9,11.85837773
1,9,12.24089543
1,9,12.45748793
1,9,12.87609232
1,9,12.63168707
1,9,12.35333248
1,9,11.76655945
1,9,12.27121805
1,9,12.36044009
1,9,12.38982377
1,9,12.62681122
1,9,12.51933862
1,9,12.81859193
1,9,12.73545693
1,9,12.10463403
1,9,13.46060031
1,9,13.06730436
1,9,12.35076113
1,9,12.36292397
1,9,12.17772053
1,9,12.86817825
1,9,11.8476203
1,9,12.47239754
1,9,12.27283282
1,9,12.19447911
1,9,12.65151458
1,9,12.58685825
1,9,12.77118944
1,9,12.46978804
1,9,13.43146956
1,9,12.18801709
1,9,13.30831022
1,9,12.28485689
1,9,12.50890581
1,9,12.30736852
1,9,12.2859766
1,9,12.30774754
1,9,12.14904289
1,9,12.54770544
1,9,12.7044799
1,9,12.34452986
1,9,12.79850624
1,9,12.62142212
1,9,12.26573328
1,9,12.99546773
1,9,12.24059168
1,9,13.21178397
1,9,12.11654917
1,9,12.05370397
1,9,12.48550401
1,9,12.52362789
1,9,12.17132943
1,9,12.35865044
1,9,11.98095028
1,9,12.58127076
1,9,12.42170565
1,9,12.79007789
1,9,12.21994009
1,9,12.43541494
1,9,12.26201283
1,9,12.98542709
1,9,12.06446043
1,9,11.98861272
1,9,12.91242152
1,9,12.59203964
1,9,12.20395895
1,9,13.06494714
1,9,13.00803843
1,9,12.47441077
1,9,11.88692227
1,9,12.53260186
1,9,12.72485062
1,9,12.00662205
1,9,12.54039978
1,9,12.44872074
1,9,11.92925039
1,9,12.8851775
1,9,12.39561413
1,9,12.70511953
1,9,12.33680573
1,9,13.10649534
1,9,12.14010328
1,9,13.01701732
1,9,12.35870349
1,9,12.69204438
1,9,12.57144361
1,9,12.9011278
1,9,12.37707359
1,9,12.97974315
1,9,12.78117271
1,9,12.59412171
1,9,12.75328001
1,9,12.35944681
1,9,12.26733884
1,9,12.40153683
1,9,12.12234379
1,9,12.71698905
1,9,12.35885525
1,9,12.49875007
1,9,12.35452529
1,9,12.48556289
1,9,12.64920506
1,9,12.10586454
1,9,12.08889165
1,9,12.58930864
1,9,12.35330979
1,9,12.43107877
1,9,12.25361081
1,9,12.36061749
1,9,12.66126003
1,9,13.15438549
1,9,12.84651171
1,9,13.09917443
1,9,12.0508379
1,9,11.76871635
1,9,12.12171695
1,9,12.58532299
1,9,12.24261753
1,9,12.33692388
1,9,12.65779657
1,9,12.56695159
1,9,12.5734129
1,9,11.96782049
1,9,12.14949196
1,9,12.2012516
1,9,12.46365802
1,9,12.81936348
1,9,12.55658277
1,9,12.66866496
1,9,12.86270487
1,9,12.37612583
1,9,12.28078256
1,9,12.36242569
1,9,12.97467093
1,9,12.4055959
1,9,12.45526312
1,9,12.57757041
1,9,12.91695035
1,9,12.10928734
1,9,12.21368702
1,9,12.335671
1,9,12.48365136
1,9,12.59373552
1,9,11.93482846
1,9,12.68424444
1,9,12.39649914
1,9,12.66579111
1,9,12.58302361
1,9,12.29965141
1,9,12.48925327
1,9,12.542151
1,9,12.93127299
1,9,12.53679246
1,9,12.44402685
1,9,12.19473719
1,9,12.5505814
1,9,12.37831533
1,9,12.66223574
1,9,12.50870926
1,9,12.74176688
1,9,12.44776509
1,9,12.65631236
1,9,12.35789419
1,9,13.06851248
1,9,12.73841488
1,9,12.24805063
1,9,12.56831422
1,9,12.71684976
1,9,12.70344837
1,9,12.17554125
1,9,12.53136366
1,9,12.27392914
1,9,12.14831929
1,9,13.00471914
1,9,12.48709778
1,9,12.2664274
1,9,12.9522099
1,9,13.0141715
1,9,12.52449132
1,9,12.03642474
1,9,12.22582922
1,9,12.65985555
1,9,12.57521786
1,9,12.59970455
1,9,12.6518271
1,9,12.3719636
1,9,12.41992468
1,9,12.40152541
1,9,12.2111528
1,9,12.19073898
1,9,12.58838541
1,9,13.05072127
1,9,12.48789973
1,9,13.52175906
1,9,12.56725206
1,9,12.51915891
1,9,12.93940021
1,9,12.97808762
1,9,12.24873503
1,9,12.67685078
1,9,12.06066526
1,9,12.25786541
1,9,12.65220747
1,9,12.32796952
1,9,12.72202403
1,9,12.95901836
1,9,12.38552987
1,9,13.09376136
1,9,12.34060722
1,9,12.67865628
1,9,12.65657996
1,9,12.59802219
1,9,12.43774068
1,9,12.63442856
1,9,12.61745658
1,9,11.97215986
1,9,12.67496574
1,9,12.63196518
1,9,12.54553297
1,9,12.73165218
1,9,12.69589644
1,9,12.21204939
1,9,12.63472652
1,9,12.83108288
1,9,12.23455101
1,9,12.4146756
1,9,12.11233415
1,9,12.71704018
1,9,12.44357405
1,9,12.83214353
1,9,11.73393007
1,9,12.48817202
1,9,12.34080026
1,9,12.80688369
1,9,12.22204833
1,9,12.14143721
1,9,12.53817514
1,9,11.80480369
1,9,12.67828417
1,9,11.96130521
1,9,12.42036034
1,9,12.89167429
1,9,13.05052491
1,9,12.61292544
1,9,13.37000091
1,9,12.94979325
1,9,11.95846228
1,9,12.95048594
1,9,12.76728469
1,9,12.31542571
1,9,12.83809384
1,9,11.90970944
1,9,12.31047041
1,9,12.67427135
1,9,12.9764214
1,9,12.81255731
1,9,13.17895437
1,9,12.35870667
1,9,13.06315402
1,9,12.56725065
1,9,12.24345855
1,9,12.25595779
1,9,12.85083067
1,9,12.35301908
1,9,12.26813123
1,9,12.4562591
1,9,12.3068893
1,9,12.37488541
1,9,12.41390581
1,9,13.06508168
1,9,12.63308832
1,9,12.77103455
1,9,12.28157828
1,9,12.75470738
1,9,12.19289703
1,9,12.69290224
1,9,12.16612702
1,9,12.80822433
1,9,12.57683855
1,9,12.98049468
1,9,12.37067637
1,9,12.97906852
1,9,12.97552496
1,9,12.77958164
1,9,12.17648158
1,9,12.08957837
1,9,12.23624195
1,9,12.68816149
1,9,11.86172311
1,9,12.33652438
1,9,12.55437432
1,9,11.87590091
1,9,13.23195691
1,9,12.21631781
1,9,12.8007841
1,9,12.37237759
1,9,12.35794536
1,9,13.11307198
1,9,12.31740914
1,9,12.81853403
1,9,11.71284765
1,9,12.22805294
1,9,12.09896134
1,9,12.35449988
1,9,12.27789103
1,9,12.65780411
1,9,12.36334239
1,9,12.19392481
1,9,12.42370809
1,9,12.47230871
1,9,12.19950232
1,9,12.69822898
1,9,12.89426859
1,9,11.94888858
1,9,12.36444318
1,9,12.50741929
1,9,13.09332355
1,9,12.3030546
1,9,12.6391191
1,9,12.43097031
1,9,12.61483997
1,9,12.68774502
1,9,12.3479401
1,9,12.88055312
1,9,12.93943835
1,9,11.8704382
1,9,12.57541092
1,9,12.41630066
1,9,11.98044486
1,9,12.68213906
1,9,12.78774845
1,9,12.12378428
1,9,12.93240983
1,9,12.00093017
1,9,12.44569942
1,9,12.35623393
1,9,12.35131312
1,9,12.46989117
1,9,12.29098329
1,9,12.86251826
1,9,12.18112395
1,9,12.58476371
1,9,12.75799913
1,9,12.27521194
1,9,12.76575105
1,9,12.32299203
1,9,12.42837833
1,9,12.41319491
1,9,12.67536857
1,9,12.79518255
1,9,12.61872325
1,9,11.74159564
1,9,13.29793734
1,9,12.58778665
1,9,12.52027135
1,9,12.74730472
1,9,12.6123787
1,9,12.57334528
1,9,13.00574935
1,9,12.88434566
1,9,12.71759546
1,9,11.72293962
1,9,12.18746133
1,9,12.430445
1,9,12.52038275
1,9,12.39778575
1,9,12.83895179
1,9,12.74273349
1,9,12.74476636
1,9,12.48295943
1,9,11.99827958
1,9,12.2965644
1,9,12.54635059
1,9,12.42471999
1,9,12.2448763
1,9,12.60323628
1,9,12.9772302
1,9,12.4635868
1,9,12.75898641
1,9,12.71974579
1,9,12.20944352
1,9,12.39679247
1,9,11.87832745
1,9,12.06949865
1,9,12.58004847
1,9,12.90938964
1,9,12.0760087
1,9,12.53174454
1,9,12.44995048
1,9,12.45995184
1,9,12.31274396
1,9,13.23423191
1,9,12.65700294
1,9,13.12334996
1,9,12.42655917
1,9,12.84416181
1,9,12.81571436
1,9,12.32740363
1,9,12.71490576
1,9,12.17516354
1,9,12.49599359
1,9,12.73207599
1,9,13.02103273
1,9,11.96028245
1,9,12.91171279
1,9,12.60804642
1,9,12.67375204
1,9,12.40594504
1,9,12.77193841
1,9,11.57259811
1,9,12.84122616
1,9,12.66671278
1,9,12.3851359
1,9,12.92024675
1,9,12.63829012
1,9,12.61302004
1,9,12.80898646
1,9,12.46431125
1,9,11.96210499
1,9,12.72957475
1,9,12.62986137
1,9,12.53508303
1,9,12.58679076
1,9,11.87509199
1,9,12.43766855
1,9,12.61595573
1,9,12.98009066
1,9,12.38372303
1,9,12.63572522
1,9,12.43059714
1,9,12.38225186
1,9,12.0818429
1,9,12.87364637
1,9,11.86795928
1,9,12.3755745
1,9,12.42249343
1,9,12.55912556
1,9,12.04078623
1,9,12.87327564
1,9,12.44379892
1,9,12.67300791
1,9,12.6304616
1,9,12.4232073
1,9,12.09142577
1,9,12.43671644
1,9,12.69244009
1,9,12.74154701
1,9,12.15941894
1,9,12.43239678
1,9,12.91611851
1,9,12.299228
1,9,11.7632767
1,9,12.29851543
1,9,12.17502124
1,9,12.62737652
1,9,12.68219068
1,9,12.27682357
1,9,12.60374206
1,9,12.42188726
1,9,12.10781747
1,9,12.3566532
1,9,13.03304243
1,9,12.37062119
1,9,12.66291185
1,9,12.98095682
1,9,12.12866144
1,9,12.37483452
1,9,12.55660461
1,9,13.05937523
1,9,12.14508221
1,9,12.22820335
1,9,12.61936775
1,9,12.60434285
1,9,12.7594142
1,9,12.2929681
1,9,11.9726888
1,9,11.91839986
1,9,12.19004895
1,9,12.36074878
1,9,12.92908429
1,9,12.6959499
1,9,12.66738232
1,9,12.43863749
1,9,12.12192411
1,9,12.48144619
1,9,12.37913338
1,9,12.4773653
1,9,12.60033708
1,9,12.41931099
1,9,12.84980119
1,9,12.54544076
1,9,12.54778205
1,9,13.1551671
1,9,12.23747306
1,9,11.7818331
1,9,12.22426713
1,9,12.60308063
1,9,12.67910695
1,9,12.49546674
1,9,12.03027741
1,9,12.24044909
1,9,12.75585097
1,9,12.42232248
1,9,12.2644926
1,9,12.56012329
1,9,12.68391466
1,9,12.60148316
1,9,12.88654658
1,9,13.02513749
1,9,12.24655472
1,9,12.60680162
1,9,12.56348668
1,9,12.43379063
1,9,12.63332695
1,9,12.04273593
1,9,11.97118515
1,9,11.92555613
1,9,12.27191891
1,9,12.50597986
1,9,12.30968716
1,9,12.48859023
1,9,12.83569947
1,9,12.72233474
1,9,13.0364386
1,9,12.48655504
1,9,12.4859073
1,9,12.73262409
1,9,12.49865394
1,9,12.35533656
1,9,12.06445827
1,9,12.79597936
1,9,12.60535868
1,9,12.76115152
1,9,12.96217885
1,9,12.31463595
1,9,12.52840365
1,9,12.03028385
1,9,11.7691
1,9,12.42456333
1,9,12.37995129
1,9,12.39007534
1,9,12.55662175
1,9,12.54191137
1,9,12.5722791
1,9,12.35278563
1,9,12.31696151
1,9,12.82243575
1,9,12.47927543
1,9,12.06001458
1,9,11.6209754
1,9,12.57847736
1,9,12.49865457
1,9,12.40153622
1,9,12.96505412
1,9,12.33384956
1,9,12.68842252
1,9,12.33369653
1,9,12.31226335
1,9,11.45564681
1,9,12.69266898
1,9,13.04757583
1,9,12.5145716
1,9,11.90505931
1,9,12.18070973
1,9,12.22835716
1,9,12.67067728
1,9,12.40314827
1,9,12.167024
1,9,12.69789045
1,9,12.54380317
1,9,13.08407834
1,9,12.36155222
1,9,12.60070101
1,9,12.08745206
1,9,12.29395695
1,9,12.44600463
1,9,13.16478696
1,9,12.36466942
1,9,12.33202899
1,9,13.19875811
1,9,12.51869478
1,9,12.71411978
1,9,13.29608747
1,9,12.53745427
1,9,12.24522905
1,9,13.26340064
1,9,12.31705753
1,9,12.46934827
1,9,11.9181905
1,9,12.39666921
1,9,12.22158004
1,9,12.32889626
1,9,12.51605243
1,9,12.73824751
1,9,12.34325198
1,9,12.62106933
1,9,11.81868937
1,9,12.5402811
1,9,12.54573957
1,9,13.15739938
1,9,11.91371499
1,9,12.6078604
1,9,12.01045399
1,9,12.6701117
1,9,12.6464581
1,9,12.10819085
1,9,12.29753686
1,9,13.02395984
1,9,12.48599061
1,9,13.24175013
1,9,12.01479034
1,9,12.30617404
1,9,12.51849907
1,9,12.33056261
1,9,12.65063608
1,9,12.71831668
1,9,11.98564121
1,9,12.35952489
1,9,12.92394833
1,9,13.16528041
1,9,12.85038563
1,9,12.13921413
1,9,12.73648794
1,9,12.6361635
1,9,12.82958762
1,9,12.6364604
1,9,12.55164507
1,9,12.53855678
1,9,12.34696858
1,9,12.66639864
1,9,12.48638058
1,9,12.36444675
1,9,12.62027669
1,9,11.58787066
1,9,12.22430505
1,9,12.5809437
1,9,12.25997726
1,9,12.37071451
1,9,11.91934496
1,9,12.46451252
1,9,13.09532025
1,9,13.14952939
1,9,12.45478936
1,9,12.04317446
1,9,12.55891366
1,9,12.57526195
1,9,12.33156697
1,9,12.66804404
1,9,12.89537551
1,9,12.61534152
1,9,12.27451457
1,9,12.4255197
1,9,12.55694799
1,9,12.95650343
1,9,12.61840252
1,9,12.24988004
1,9,12.02422511
1,9,12.84494742
1,9,12.42279274
1,9,12.99671402
1,9,12.23036209
1,9,12.11767416
1,9,12.2084575
1,9,12.48104002
1,9,12.43384675
1,9,12.84659193
1,9,12.3501716
1,9,12.69951616
1,9,12.4732191
1,9,12.55960639
1,9,12.18619374
1,9,12.53835278
1,9,12.83546378
1,9,12.2038829
1,9,12.30939
1,9,12.56711235
1,9,12.8426041
1,9,12.45091705
1,9,12.35762597
1,9,11.77060463
1,9,12.23476834
1,9,12.21382151
1,9,12.56342286
1,9,13.05248093
1,9,12.44463302
1,9,12.42002798
1,9,12.49161696
1,9,12.48488253
1,9,12.42619846
1,9,12.53799715
1,9,12.43402342
1,9,11.87018178
1,9,12.97967186
1,9,12.64170635
1,9,13.17562208
1,9,12.0408692
1,9,12.2278227
1,9,11.75054998
1,9,12.68217319
1,9,12.02441468
1,9,12.29266598
1,9,13.09083547
1,9,12.11975985
1,9,12.31576375
1,9,12.5697771
1,9,13.22977583
1,9,12.4347864
1,9,12.29202789
1,9,12.77181688
1,9,12.49256097
1,9,12.69575973
1,9,12.25220861
1,9,12.92185405
1,9,12.70260413
1,9,12.3703452
1,9,11.75823839
1,9,12.1553685
1,9,11.81159448
1,9,13.01073313
1,9,13.11027353
1,9,12.31683948
1,9,11.7509046
1,9,12.99423836
1,9,12.06613274
1,9,12.79020324
1,9,12.15584872
1,9,12.64255729
1,9,12.40168609
1,9,12.26572283
1,9,12.73395906
1,9,12.46317987
1,9,12.42980884
1,9,12.46032526
1,9,12.38414984
1,9,12.80989329
1,9,12.53973223
1,9,12.53906058
1,9,12.3169649
1,9,12.60429321
1,9,12.61034199
1,9,12.69398159
1,9,12.98973168
1,9,12.22617235
1,9,12.096007
1,9,12.87617882
1,9,12.50613963
1,9,12.54601453
1,9,12.60631314
1,9,12.1356248
1,9,12.11144949
1,9,12.58798378
1,9,12.75550249
1,9,12.29549094
1,9,11.44399318
1,9,12.36219438
1,9,12.56427176
1,9,12.08785654
1,9,12.22087744
1,9,12.51791405
1,9,12.76240015
1,9,12.79681562
1,9,11.66388161
1,9,11.78030262
1,9,12.15273813
1,9,12.61900691
1,9,12.57339885
1,9,12.08468988
1,9,12.70355456
1,9,12.21914112
1,9,12.77338841
1,9,12.55234576
1,9,12.41602187
1,9,12.34763336
1,9,11.98025161
1,9,12.52201233
1,9,12.73682751
1,9,12.28935321
1,9,11.94681624
1,9,12.22147187
1,9,12.39966138
1,9,12.16973279
1,9,12.8312556
1,9,12.5071665
1,9,12.20178517
1,9,12.51126826
1,9,12.61558058
1,9,12.11403715
1,9,12.69179202
1,9,12.7602057
1,9,12.4675388
1,9,12.26474077
1,9,12.70149791
1,9,12.82108167
1,9,12.05569229
1,9,12.53183317
1,9,12.45882386
1,9,12.49125761
1,9,12.41560456
2,1,9.781046751
2,1,9.808381461
2,1,9.9769709
2,1,9.669414235
2,1,9.928394005
2,1,9.615730994
2,1,9.940474076
2,1,9.656517757
2,1,10.15576938
2,1,10.03680791
2,1,9.906052955
2,1,9.826459627
2,1,9.956399847
2,1,9.696129471
2,1,9.736603937
2,1,10.31681325
2,1,9.679820252
2,1,9.693460584
2,1,10.14957784
2,1,9.716709551
2,1,9.912160065
2,1,9.928639547
2,1,10.12423346
2,1,9.931870892
2,1,10.00413274
2,1,9.678208368
2,1,10.35775322
2,1,9.770615995
2,1,9.885001666
2,1,9.411140278
2,1,9.96931053
2,1,9.845797089
2,1,9.952657395
2,1,9.699522895
2,1,9.743342904
2,1,9.817104387
2,1,10.02987598
2,1,9.946970068
2,1,9.814266224
2,1,10.06050188
2,1,9.832718811
2,1,9.876281955
2,1,9.855706259
2,1,9.992008907
2,1,9.615453075
2,1,9.951454473
2,1,9.826570933
2,1,10.28354531
2,1,9.787960617
2,1,10.0960785
2,1,9.898539878
2,1,9.826704764
2,1,9.393078987
2,1,9.990729067
2,1,9.944345464
2,1,9.597625853
2,1,10.11360283
2,1,9.739773542
2,1,9.861398578
2,1,9.993296432
2,1,9.864815855
2,1,9.670325933
2,1,9.997362692
2,1,9.685918157
2,1,10.10074908
2,1,10.22708447
2,1,9.863716193
2,1,9.914409156
2,1,9.872942273
2,1,9.933287521
2,1,9.912125943
2,1,9.823863393
2,1,10.02168663
2,1,10.19677493
2,1,9.986460904
2,1,10.01381677
2,1,10.03976458
2,1,10.0360482
2,1,9.800472039
2,1,9.865983429
2,1,9.561683408
2,1,10.03994914
2,1,9.65600249
2,1,10.01346364
2,1,9.787230472
2,1,10.27750637
2,1,9.823521288
2,1,9.846716299
2,1,9.81447934
2,1,9.955885661
2,1,10.1813002
2,1,9.855923494
2,1,9.818331063
2,1,9.883578381
2,1,9.428284973
2,1,9.825165985
2,1,10.0256035
2,1,9.589684937
2,1,10.2050737
2,1,10.0146024
2,1,9.860245448
2,1,9.899913161
2,1,9.588603825
2,1,9.500904249
2,1,9.644260313
2,1,9.780632778
2,1,9.454865546
2,1,10.12502801
2,1,10.31111451
2,1,10.10307117
2,1,9.679430665
2,1,9.855033044
2,1,9.918672635
2,1,9.784761387
2,1,9.412652554
2,1,10.1083538
2,1,9.898147675
2,1,10.28997175
2,1,9.686352345
2,1,9.709109623
2,1,10.11620117
2,1,9.944164181
2,1,9.846032559
2,1,9.81766267
2,1,9.860191724
2,1,10.00103685
2,1,10.00267682
2,1,9.910539079
2,1,10.07689608
2,1,9.912703045
2,1,9.936749054
2,1,9.573600253
2,1,9.57235246
2,1,9.967189611
2,1,10.1985449
2,1,9.711278401
2,1,9.903775018
2,1,9.86927013
2,1,9.474172418
2,1,10.07916477
2,1,9.581402643
2,1,10.22379155
2,1,9.905660222
2,1,9.819438889
2,1,9.795483424
2,1,9.515876419
2,1,9.835239652
2,1,9.60015405
2,1,9.85116731
2,1,10.04399309
2,1,9.815147014
2,1,9.670741227
2,1,9.695354997
2,1,10.25426578
2,1,10.07639726
2,1,10.10447686
2,1,9.968857778
2,1,10.00766814
2,1,10.16123367
2,1,9.916593843
2,1,9.951867549
2,1,9.91969739
2,1,9.910513699
2,1,9.922142195
2,1,9.598466201
2,1,10.37131148
2,1,9.776351245
2,1,10.00455844
2,1,9.744704577
2,1,9.92586376
2,1,10.10646482
2,1,9.820919422
2,1,10.09129945
2,1,9.577613788
2,1,9.815309426
2,1,9.618840573
2,1,9.657263742
2,1,9.767093172
2,1,9.883284491
2,1,10.07404984
2,1,10.28247387
2,1,9.751127731
2,1,9.967080206
2,1,10.07710903
2,1,9.831844816
2,1,9.968774805
2,1,9.974350846
2,1,9.840076803
2,1,10.11296118
2,1,9.999996039
2,1,9.717691052
2,1,9.819441802
2,1,9.784504242
2,1,9.821906622
2,1,10.00637977
2,1,10.11176221
2,1,9.9559256
2,1,9.83716274
2,1,9.911437189
2,1,9.633907813
2,1,9.611505163
