"area","Mean.totalDensity","Median.totalDensity","SD.totalDensity","lower95","upper95","year.numb","year","N.obs.Area","Species"
"2",2.6554311443333e-08,4.14662062084532e-09,1.05184317961996e-07,7.6035658906077e-11,1.87666573687585e-07,4,1993,"534","Albatrossiapectoralis"
"2",2.15057964394412e-08,3.96629055117327e-09,6.83276511064933e-08,7.14833422390203e-11,1.4496807259365e-07,5,1996,"534","Albatrossiapectoralis"
"2",3.03141537424891e-07,5.82961692893694e-08,1.22169138564019e-06,1.2101492332581e-09,2.23053640414324e-06,6,1999,"534","Albatrossiapectoralis"
"2",2.60289148422899e-07,4.64565038697459e-08,1.00962097301765e-06,1.06484474542686e-09,1.87158722042163e-06,7,2001,"534","Albatrossiapectoralis"
"2",3.38121300568015e-07,6.60165707114863e-08,1.30158937130451e-06,1.23786697096172e-09,2.31903790623082e-06,8,2003,"534","Albatrossiapectoralis"
"2",4.12059080433749e-07,8.51751202255097e-08,1.46025268089852e-06,2.12558840556441e-09,3.02685143915257e-06,9,2005,"534","Albatrossiapectoralis"
"2",5.99783309812713e-08,8.83572511774809e-09,3.96655170478482e-07,1.7881306266451e-10,3.49649800847547e-07,10,2007,"534","Albatrossiapectoralis"
"2",2.28055333710356e-07,4.34041599913654e-08,6.99961983085189e-07,9.53381289327253e-10,1.76998923140754e-06,11,2009,"534","Albatrossiapectoralis"
"2",3.88665937988212e-07,5.94727533701965e-08,2.13472804415096e-06,1.56220782319623e-09,2.21644616421589e-06,12,2011,"534","Albatrossiapectoralis"
"3",1.37634734216064e-08,1.57826037283101e-09,1.1058300229531e-07,2.8511534183869e-11,7.58577460752167e-08,1,1984,"455","Albatrossiapectoralis"
"3",1.98326573760673e-08,2.40252171437111e-09,8.01001500299636e-08,3.13052464356732e-11,1.73048429038472e-07,2,1987,"455","Albatrossiapectoralis"
"3",1.44483678326778e-08,1.79114879891426e-09,4.94914073729625e-08,2.0105475956665e-11,1.24746841372263e-07,3,1990,"455","Albatrossiapectoralis"
"3",2.22454989317815e-08,3.08452623929304e-09,8.82442051205204e-08,5.58115207494261e-11,1.49878752139473e-07,4,1993,"455","Albatrossiapectoralis"
"3",1.6794350305205e-08,2.83616349651711e-09,5.30852738495436e-08,5.9493303952414e-11,1.22274890792335e-07,5,1996,"455","Albatrossiapectoralis"
"3",2.67289653063918e-07,4.51677411651523e-08,1.17537901153447e-06,1.08055549902835e-09,1.9396315936239e-06,6,1999,"455","Albatrossiapectoralis"
"3",2.70988387748378e-07,4.60439168708821e-08,1.03222244298451e-06,8.91783388791373e-10,2.01052568311886e-06,7,2001,"455","Albatrossiapectoralis"
"3",3.68096626538151e-07,6.69735158440715e-08,1.30506926216574e-06,1.12277020682298e-09,2.70565190625357e-06,8,2003,"455","Albatrossiapectoralis"
"3",5.48416856594446e-07,9.40271383916455e-08,1.90639644824207e-06,1.86548423722478e-09,4.09583895697707e-06,9,2005,"455","Albatrossiapectoralis"
"3",1.12205660011944e-07,1.54658618773336e-08,5.54376352565602e-07,2.73391035895193e-10,7.03139060792703e-07,10,2007,"455","Albatrossiapectoralis"
"3",4.08972013581774e-07,7.05440302236686e-08,1.34127138040284e-06,1.31921399159652e-09,3.17637292864743e-06,11,2009,"455","Albatrossiapectoralis"
"3",5.82387312548414e-07,8.87070639584603e-08,2.88231048469889e-06,1.63175744873756e-09,3.15163876477403e-06,12,2011,"455","Albatrossiapectoralis"
"4",7.23719010743034e-09,7.59973840154496e-10,5.64643855408195e-08,1.19271229705847e-11,4.19234978051457e-08,1,1984,"338","Albatrossiapectoralis"
"4",1.03018742183198e-08,1.18395538437733e-09,4.48449619465328e-08,1.53909761155176e-11,7.81798900971472e-08,2,1987,"338","Albatrossiapectoralis"
"4",7.30276197148056e-09,8.54775590454016e-10,2.56030025497877e-08,9.41941991959607e-12,6.06690768717163e-08,3,1990,"338","Albatrossiapectoralis"
"4",1.15775178018874e-08,1.49340633247885e-09,5.02413920057668e-08,2.5416259394446e-11,7.48201388582994e-08,4,1993,"338","Albatrossiapectoralis"
"4",8.55034161988525e-09,1.47544467968734e-09,2.85325911194423e-08,2.48896814367022e-11,6.2666821906295e-08,5,1996,"338","Albatrossiapectoralis"
"4",1.30420271671499e-07,2.21546799303958e-08,5.32230993269794e-07,4.79568779102296e-10,1.01512535655623e-06,6,1999,"338","Albatrossiapectoralis"
"4",1.34236525335528e-07,2.14753708452318e-08,4.94544842568884e-07,4.02814909730507e-10,9.02796299030225e-07,7,2001,"338","Albatrossiapectoralis"
"4",1.79374076557132e-07,3.15451264181424e-08,6.48978248361349e-07,5.09052422260497e-10,1.25914674809593e-06,8,2003,"338","Albatrossiapectoralis"
"4",2.67480084766556e-07,4.4185738078891e-08,9.57652184440041e-07,7.80988987127299e-10,2.03299112185081e-06,9,2005,"338","Albatrossiapectoralis"
"4",5.71939295435833e-08,7.73365913744105e-09,2.99659342151464e-07,1.19100821737365e-10,3.45275844244993e-07,10,2007,"338","Albatrossiapectoralis"
"4",2.13628047876554e-07,3.43517652375683e-08,7.53816083828296e-07,6.24720234183851e-10,1.54151441353193e-06,11,2009,"338","Albatrossiapectoralis"
"4",2.98637323955194e-07,4.47858936075639e-08,1.55379000120299e-06,7.63606248225103e-10,1.7856458819009e-06,12,2011,"338","Albatrossiapectoralis"
"5",1.72041294251307e-08,1.9180240554143e-09,1.26454442989098e-07,3.29579026555011e-11,9.99295847951175e-08,1,1984,"525","Albatrossiapectoralis"
"5",2.46470418977514e-08,2.8286516727085e-09,1.15277592830519e-07,4.01112574598685e-11,1.79474352218633e-07,2,1987,"525","Albatrossiapectoralis"
"5",1.60316119580651e-08,1.85503383977834e-09,5.76056563347608e-08,2.39504717576656e-11,1.40404463076137e-07,3,1990,"525","Albatrossiapectoralis"
"5",2.33090477516145e-08,2.94991570809537e-09,1.03346968376905e-07,5.73821433055913e-11,1.62503227026667e-07,4,1993,"525","Albatrossiapectoralis"
"5",1.6738848172241e-08,2.62207740678832e-09,5.02438125382649e-08,4.84262240507367e-11,1.37164834774809e-07,5,1996,"525","Albatrossiapectoralis"
"5",2.58180249488248e-07,4.14449515262098e-08,1.00207178121744e-06,9.88475850284268e-10,1.73044245764934e-06,6,1999,"525","Albatrossiapectoralis"
"5",2.80160297118099e-07,4.44523994158764e-08,1.08816590654768e-06,8.25646496018461e-10,1.98347922664192e-06,7,2001,"525","Albatrossiapectoralis"
"5",3.76453316685334e-07,6.25917499807066e-08,1.38563637517428e-06,1.04314922439733e-09,2.75776342166273e-06,8,2003,"525","Albatrossiapectoralis"
"5",6.03089599563061e-07,9.8624516774274e-08,2.21522393274554e-06,1.46712410032486e-09,4.66006713019593e-06,9,2005,"525","Albatrossiapectoralis"
"5",1.37004003494634e-07,2.04087716677383e-08,6.31215563830697e-07,2.9502536060295e-10,8.98003717655407e-07,10,2007,"525","Albatrossiapectoralis"
"5",5.4073867636822e-07,8.67242713881171e-08,2.15810885076516e-06,1.46161484486126e-09,3.46609293601303e-06,11,2009,"525","Albatrossiapectoralis"
"5",6.84272767160325e-07,9.88531264573809e-08,3.42382591497027e-06,2.11368427723499e-09,3.77979782723328e-06,12,2011,"525","Albatrossiapectoralis"
"6",1.52586106226918e-08,1.95663544984524e-09,9.38321669079743e-08,3.72641852406081e-11,8.55229425378237e-08,1,1984,"1143","Albatrossiapectoralis"
"6",2.30999931121065e-08,2.77345011685294e-09,9.83557533457094e-08,4.22217320421859e-11,1.57722727850106e-07,2,1987,"1143","Albatrossiapectoralis"
"6",1.33073936179165e-08,1.65163727506624e-09,5.03018264221517e-08,2.34798828607137e-11,1.13377425829801e-07,3,1990,"1143","Albatrossiapectoralis"
"6",1.64533193582169e-08,2.26664711362844e-09,7.23288635923506e-08,4.63442626149355e-11,1.12537848131029e-07,4,1993,"1143","Albatrossiapectoralis"
"6",1.32416488095026e-08,2.06096135206413e-09,4.17112624355476e-08,4.18127809145623e-11,8.9260129078197e-08,5,1996,"1143","Albatrossiapectoralis"
"6",2.06810918112375e-07,3.35886104731021e-08,7.74096023352792e-07,7.79787375661047e-10,1.27879378077336e-06,6,1999,"1143","Albatrossiapectoralis"
"6",2.42088869293655e-07,3.34450006243255e-08,1.13209065681022e-06,8.15094703168139e-10,1.76934330337588e-06,7,2001,"1143","Albatrossiapectoralis"
"6",2.95555543712978e-07,4.95619728117119e-08,1.40616600206013e-06,7.66281707080789e-10,1.93582598368593e-06,8,2003,"1143","Albatrossiapectoralis"
"6",4.53121890620287e-07,7.98763714382457e-08,1.59801749310628e-06,1.14521024088947e-09,3.1930549624725e-06,9,2005,"1143","Albatrossiapectoralis"
"6",1.30657325979543e-07,2.10329575881154e-08,4.51709974715778e-07,3.86866879754598e-10,9.31632056457501e-07,10,2007,"1143","Albatrossiapectoralis"
"6",4.56568855899523e-07,8.15873695450354e-08,1.52190489420232e-06,1.57245762010664e-09,3.54900363512581e-06,11,2009,"1143","Albatrossiapectoralis"
"6",5.48665418363687e-07,9.43327082596703e-08,2.75271239332097e-06,1.98387010606016e-09,3.26701740742645e-06,12,2011,"1143","Albatrossiapectoralis"
"7",8.25924006391948e-09,8.8326492009657e-10,5.75749614695442e-08,1.46860737785937e-11,5.15746501662348e-08,1,1984,"1766","Albatrossiapectoralis"
"7",1.67966922187945e-08,1.3220935849932e-09,1.91092897040339e-07,2.13484706648335e-11,7.93879502737886e-08,2,1987,"1766","Albatrossiapectoralis"
"7",6.96897833201106e-09,7.55455665113175e-10,4.17459800194429e-08,1.30249594292467e-11,5.49050263263966e-08,3,1990,"1766","Albatrossiapectoralis"
"7",7.58926786082259e-09,1.1118274343343e-09,3.35056967993792e-08,1.81227207501088e-11,5.49218377878288e-08,4,1993,"1766","Albatrossiapectoralis"
"7",7.57556864117049e-09,1.08563910601916e-09,2.87321197064494e-08,1.75862021307198e-11,5.19533518468583e-08,5,1996,"1766","Albatrossiapectoralis"
"7",1.2093107702033e-07,1.65798408579771e-08,7.26947850958499e-07,3.82281080379357e-10,6.73798379584878e-07,6,1999,"1766","Albatrossiapectoralis"
"7",1.2988719228796e-07,1.50697644070361e-08,8.05215483454154e-07,3.32034955479133e-10,7.9340866584245e-07,7,2001,"1766","Albatrossiapectoralis"
"7",1.26399283675227e-07,1.78318565097864e-08,8.58103886555634e-07,3.81106441973581e-10,8.06272621756097e-07,8,2003,"1766","Albatrossiapectoralis"
"7",1.86420024039636e-07,2.78128281652123e-08,9.22380319207346e-07,4.68940580728108e-10,1.23597773521719e-06,9,2005,"1766","Albatrossiapectoralis"
"7",7.01916660699007e-08,9.58133379775986e-09,3.28339570174048e-07,1.56769417296666e-10,5.41208756514406e-07,10,2007,"1766","Albatrossiapectoralis"
"7",1.77613770294823e-07,3.05776907263944e-08,5.27956995834148e-07,6.24272321860134e-10,1.52250181678841e-06,11,2009,"1766","Albatrossiapectoralis"
"7",2.09636628659253e-07,3.29248959724147e-08,7.48617942630352e-07,6.21917835818255e-10,1.41367821350532e-06,12,2011,"1766","Albatrossiapectoralis"
"8",8.95369493391033e-09,5.09374088362318e-10,8.11027744484927e-08,7.78715918742319e-12,4.53708483113051e-08,1,1984,"1320","Albatrossiapectoralis"
"8",2.0762048846541e-08,9.07770489345612e-10,3.03241397452608e-07,1.28481729797071e-11,8.89607369873078e-08,2,1987,"1320","Albatrossiapectoralis"
"8",8.21156840963348e-09,6.43278171517018e-10,7.19514772662161e-08,8.01435190408947e-12,5.74747427216927e-08,3,1990,"1320","Albatrossiapectoralis"
"8",9.6138260839972e-09,9.92998014467224e-10,7.04652934995813e-08,9.55688004303064e-12,5.987819130574e-08,4,1993,"1320","Albatrossiapectoralis"
"8",1.01491599394751e-08,1.08111152006248e-09,4.91743093812645e-08,1.47543625409404e-11,7.10730800689084e-08,5,1996,"1320","Albatrossiapectoralis"
"8",1.32150549955599e-07,1.48767122840033e-08,6.80804749634357e-07,2.75035987593364e-10,9.39234898460347e-07,6,1999,"1320","Albatrossiapectoralis"
"8",1.51807156682433e-07,1.21945678437982e-08,1.32276847119227e-06,1.85497656530284e-10,6.43101741550027e-07,7,2001,"1320","Albatrossiapectoralis"
"8",1.25614809186817e-07,1.19694033419737e-08,8.58774747098667e-07,2.17316737785033e-10,9.03219277223189e-07,8,2003,"1320","Albatrossiapectoralis"
"8",2.9730205626233e-07,1.6533955220513e-08,5.0328436744221e-06,2.86789828454697e-10,9.92933066145578e-07,9,2005,"1320","Albatrossiapectoralis"
"8",1.36230316950929e-07,6.23852946528396e-09,2.6513706118945e-06,8.77030215252432e-11,4.68601351281459e-07,10,2007,"1320","Albatrossiapectoralis"
"8",1.92356083307103e-07,1.7787540034796e-08,1.49139167833479e-06,2.54169605227632e-10,1.46095093401025e-06,11,2009,"1320","Albatrossiapectoralis"
"8",1.97112647012407e-07,1.93599434698268e-08,1.16776685123858e-06,2.82126997273861e-10,1.68804295382954e-06,12,2011,"1320","Albatrossiapectoralis"
"9",1.43175527532327e-08,1.10550237204612e-09,9.21506690075642e-08,1.56752239084064e-11,8.47644058090504e-08,1,1984,"698","Albatrossiapectoralis"
"9",3.66975271466036e-08,2.41508149132411e-09,4.26881741201646e-07,3.3299907499201e-11,1.62323563901439e-07,2,1987,"698","Albatrossiapectoralis"
"9",1.93007123629515e-08,1.99580539025211e-09,1.39546426098345e-07,2.07166942523009e-11,1.32873640252954e-07,3,1990,"698","Albatrossiapectoralis"
"9",2.86720374212814e-08,3.71814091477049e-09,2.07664665980474e-07,4.47630269777054e-11,1.82546085402853e-07,4,1993,"698","Albatrossiapectoralis"
"9",3.14502885985908e-08,3.99764230296285e-09,1.39735105958975e-07,6.72686073195402e-11,2.20135561704653e-07,5,1996,"698","Albatrossiapectoralis"
"9",3.69016896766312e-07,5.58916907571327e-08,1.50382641557634e-06,1.0797724482055e-09,3.13002531585075e-06,6,1999,"698","Albatrossiapectoralis"
"9",3.79122722249905e-07,4.30264038277938e-08,2.70398613620589e-06,7.43687233269839e-10,2.01401497571389e-06,7,2001,"698","Albatrossiapectoralis"
"9",2.28129294809095e-07,3.17735572778313e-08,1.21064433502026e-06,5.25210707640607e-10,1.54039848508774e-06,8,2003,"698","Albatrossiapectoralis"
"9",3.38347502673562e-07,3.49315291901136e-08,3.46599677210713e-06,5.31834026235689e-10,1.54945342748792e-06,9,2005,"698","Albatrossiapectoralis"
"9",1.49725261619158e-07,1.41956594349759e-08,1.59516240599576e-06,2.28371807338864e-10,9.27481831516834e-07,10,2007,"698","Albatrossiapectoralis"
"9",2.71717926785837e-07,3.16272749381688e-08,1.10732588322026e-06,5.1982154159716e-10,2.4015489765348e-06,11,2009,"698","Albatrossiapectoralis"
"9",2.53898420671807e-07,2.88083658020187e-08,9.94179975925132e-07,4.37279328597194e-10,2.22388566747057e-06,12,2011,"698","Albatrossiapectoralis"
"Total",9.49066474843932e-09,1.26488136334214e-09,6.47316580302139e-08,2.9405854678315e-11,5.12615276863513e-08,1,1984,"11763","Albatrossiapectoralis"
"Total",1.97182586526891e-08,2.54913129476708e-09,1.24273538079631e-07,6.10083330615665e-11,1.32715893776394e-07,2,1987,"11763","Albatrossiapectoralis"
"Total",2.05961312729567e-08,2.85235006892392e-09,8.57845192328359e-08,5.6970744514739e-11,1.71207969183822e-07,3,1990,"11763","Albatrossiapectoralis"
"Total",5.05241974330984e-08,7.3587117885043e-09,2.49925158699765e-07,1.75148219534755e-10,3.29968665876572e-07,4,1993,"11763","Albatrossiapectoralis"
"Total",3.89041562925887e-08,7.27532544451664e-09,1.20671983822749e-07,1.6341577830256e-10,2.7674279302288e-07,5,1996,"11763","Albatrossiapectoralis"
"Total",5.06169645170998e-07,1.02396840883029e-07,1.6233575386699e-06,2.0571904310733e-09,3.46085343234343e-06,6,1999,"11763","Albatrossiapectoralis"
"Total",3.76164619872513e-07,6.35528186982807e-08,1.53651573516911e-06,1.35660986645221e-09,2.31918330102349e-06,7,2001,"11763","Albatrossiapectoralis"
"Total",4.44402469888597e-07,9.0255867421813e-08,2.29942364952666e-06,1.96989422042987e-09,2.70374910464418e-06,8,2003,"11763","Albatrossiapectoralis"
"Total",5.63709180830497e-07,1.13800299247469e-07,2.52744993187685e-06,2.93094753229195e-09,3.74725505617515e-06,9,2005,"11763","Albatrossiapectoralis"
"Total",9.68790987950778e-08,1.41586152568407e-08,7.33821980463362e-07,2.93865963852323e-10,4.80828349000713e-07,10,2007,"11763","Albatrossiapectoralis"
"Total",2.88273779208941e-07,5.4214686769546e-08,9.72816340347828e-07,1.29460517395974e-09,2.12240916841317e-06,11,2009,"11763","Albatrossiapectoralis"
"Total",5.14669367939015e-07,8.2634554912349e-08,2.50753389747034e-06,1.9162052918571e-09,2.92890524557729e-06,12,2011,"11763","Albatrossiapectoralis"
"1",2.05666944543959,1.88554549300038,0.969606499397461,0.836241130113664,4.56535811104893,1,1984,"2091","Anoplopomafimbria"
"1",2.80313398354353,2.55040432690316,1.18008077622771,1.20862282147009,5.58901232327804,2,1987,"2091","Anoplopomafimbria"
"1",0.598934283917589,0.491211998724216,0.3782790968147,0.17308821707201,1.60435378722316,3,1990,"2091","Anoplopomafimbria"
"1",0.670549667225218,0.619048591966664,0.270597157982679,0.311261261917236,1.33078353358032,4,1993,"2091","Anoplopomafimbria"
"1",0.296249946274956,0.276585280784543,0.109136958086236,0.138182594788512,0.561607605824241,5,1996,"2091","Anoplopomafimbria"
"1",0.484279169185538,0.447561950346008,0.203261006918534,0.205485277581589,0.978325364179306,6,1999,"2091","Anoplopomafimbria"
"1",0.422471202359616,0.372702598433951,0.218476334097568,0.144714853287654,0.984604839720928,7,2001,"2091","Anoplopomafimbria"
"1",0.367708328974805,0.324295619565323,0.190745812707725,0.128948810099889,0.871086724771922,8,2003,"2091","Anoplopomafimbria"
"1",0.663868971836364,0.59186898370087,0.332857629611766,0.228294391494128,1.53142709040035,9,2005,"2091","Anoplopomafimbria"
"1",0.492955480285475,0.440462641120268,0.245884784031739,0.176175979866978,1.16201931653897,10,2007,"2091","Anoplopomafimbria"
"1",0.243384399202877,0.210021838970665,0.133761797483338,0.0804639674084623,0.601354050255259,11,2009,"2091","Anoplopomafimbria"
"1",0.166800874227327,0.149234147104831,0.0854163075428615,0.059949489454003,0.396663518614285,12,2011,"2091","Anoplopomafimbria"
"10",1.85285872850762,1.76350404135271,0.581762362626466,0.976180716794924,3.1771756486703,1,1984,"933","Anoplopomafimbria"
"10",1.84668018289968,1.75808397709793,0.646087597261662,0.873339796572526,3.37974904371077,2,1987,"933","Anoplopomafimbria"
"10",1.9785666816289,1.93605393124987,0.5667076213726,1.09781188662979,3.17259553476063,3,1990,"933","Anoplopomafimbria"
"10",9.18199100411815,8.65675918429042,3.09685136982707,4.80233072236354,17.3724598485178,4,1993,"933","Anoplopomafimbria"
"10",3.12359410221412,2.85527971132457,1.25651173740924,1.42689624511308,6.04572069396798,5,1996,"933","Anoplopomafimbria"
"10",2.71757150051928,2.4133217832225,1.241385749925,1.2115670235431,5.59559194346654,6,1999,"933","Anoplopomafimbria"
"10",0.340344311882855,0.293664455709237,0.18420176339576,0.102326728862369,0.800530333812371,7,2001,"933","Anoplopomafimbria"
"10",0.325956569206229,0.292640205271776,0.153021406428842,0.123331767826033,0.675443808627586,8,2003,"933","Anoplopomafimbria"
"10",0.495664625782696,0.449022653926879,0.231377805261241,0.165276191232412,1.08521421830981,9,2005,"933","Anoplopomafimbria"
"10",0.810047606372888,0.728284067261286,0.395357350999444,0.329071139720709,1.7499893489261,10,2007,"933","Anoplopomafimbria"
"10",0.695270618695044,0.646751228830121,0.27639625253422,0.297085063257915,1.35159088009037,11,2009,"933","Anoplopomafimbria"
"10",0.38153521547841,0.360215454233165,0.146147560928614,0.177668452328556,0.724961053123402,12,2011,"933","Anoplopomafimbria"
"11",2.4635843331056,2.18365950515863,1.20708128173285,0.898606356501391,5.31815333052553,1,1984,"1960","Anoplopomafimbria"
"11",2.35566730022109,2.24490951480604,0.84396258007248,1.11285832721247,4.43439163319205,2,1987,"1960","Anoplopomafimbria"
"11",2.39577191173559,2.30109646438874,0.731412516720271,1.29739139114991,4.06939117588761,3,1990,"1960","Anoplopomafimbria"
"11",1.82267490282235,1.78110978126969,0.409431842120646,1.14038737830957,2.72445332223339,4,1993,"1960","Anoplopomafimbria"
"11",1.1622594499372,1.13231345344836,0.294074146248445,0.696606590683669,1.84832831446008,5,1996,"1960","Anoplopomafimbria"
"11",1.16429145893946,1.1176091468529,0.37807577582408,0.589059180115313,2.03387938228033,6,1999,"1960","Anoplopomafimbria"
"11",0.420134170483237,0.35494143457548,0.252203297000766,0.112156325696113,1.04311961886155,7,2001,"1960","Anoplopomafimbria"
"11",0.296952698052962,0.272991039475873,0.132406981286468,0.110271294309177,0.61533628787656,8,2003,"1960","Anoplopomafimbria"
"11",0.519958536012877,0.47190264392129,0.249247649968341,0.195513150627778,1.131386178862,9,2005,"1960","Anoplopomafimbria"
"11",0.627051674107037,0.5544049209905,0.318250969312894,0.21490460355222,1.48224686341451,10,2007,"1960","Anoplopomafimbria"
"11",0.461596734606538,0.427993262982774,0.190661974682462,0.210617785666616,0.894175787271131,11,2009,"1960","Anoplopomafimbria"
"11",0.301339822200441,0.271340167200128,0.147211175499627,0.105215922280083,0.665359056968101,12,2011,"1960","Anoplopomafimbria"
"2",2.06721650276742,1.92910283426812,0.820828152463357,0.918427998909301,4.07528933049636,1,1984,"534","Anoplopomafimbria"
