"year","stat6","pounds"
1991,565631,149837
1991,565632,371180
1991,575430,571675
1991,575500,35315
1991,575530,161842
1991,575601,696902
1991,575602,563540
1991,575603,287169
1991,575631,116570
1991,575633,3973
1991,585400,28053
1991,585430,12201565
1991,585500,1957268
1991,585531,504806
1991,585532,6672221
1991,585601,1589895
1991,585602,10520
1991,595400,328554
1991,595431,1268203
1991,595434,3098
1991,595501,12943356
1991,595502,658953
1991,595503,7900
1991,595504,5077012
1991,595531,56193
1991,595532,7923237
1991,595533,684904
1991,605330,22973
1991,605400,421107
1991,605431,3272159
1991,605501,81060
1991,605502,559012
1991,605503,1544830
1991,605504,130301
1991,605505,1392
1991,605507,95794
1991,605531,72441
1991,605532,21312
1991,605533,4936
1991,615330,176229
1991,615400,244975
1991,615431,593236
1991,615432,115357
1991,615506,442
1991,615507,11860
1991,615508,2492
1991,625330,121620
1991,625401,1108336
1991,625402,11940857
1991,625403,19912
1991,625431,21544
1991,625433,66
1991,625435,230791
1991,625436,9594
1991,625437,186875
1991,625500,282
1991,625501,4889
1991,625502,154716
1991,635330,1695088
1991,635400,20398539
1991,635432,36636
1991,635435,248519
1991,635501,144403
1991,635503,26385
1991,645331,5113578
1991,645401,10588633
1991,645405,53047
1991,645431,387512
1991,645432,232551
1991,645433,103827
1991,645502,788110
1992,230,781276
1992,231,72549
1992,232,139210
1992,240,1991688
1992,241,89798
1992,242,255844
1992,250,3379334
1992,251,28025
1992,260,3644174
1992,261,1375294
1992,270,4382461
1992,271,438813
1992,272,58529
1992,280,4040239
1992,281,276814
1992,290,1515646
1992,291,48578
1992,300,2316183
1992,310,1120337
1992,320,1498999
1992,330,1093538
1992,340,768868
1992,350,440726
1992,23185,53
1992,23211,345
1992,23230,25
1992,23235,10
1992,24111,980
1992,24160,328
1992,24910,183
1992,24920,2101
1992,445900,438853
1992,445931,340846
1992,445932,4932
1992,455900,789506
1992,455930,110420
1992,456001,2429
1992,456031,7195
1992,465901,930005
1992,465903,1242
1992,465904,80588
1992,465932,25256
1992,466001,244525
1992,466002,6582
1992,466003,64415
1992,466004,9835
1992,466031,59237
1992,466032,52519
1992,466033,48899
1992,466100,13638
1992,475800,48705
1992,475830,141054
1992,475900,1188331
1992,475931,877616
1992,475932,44803
1992,475933,265694
1992,475934,13307
1992,476001,1995
1992,476002,3691
1992,476003,130539
1992,476004,268873
1992,476005,9039
1992,476006,33555
1992,476007,30022
1992,476008,20333
1992,476009,2232
1992,476031,3570
1992,476032,142868
1992,476033,17163
1992,476034,42460
1992,476035,5125
1992,476036,743
1992,485730,23059
1992,485800,557378
1992,485831,1047942
1992,485832,450769
1992,485901,335601
1992,485902,18618
1992,485931,1252644
1992,485932,874782
1992,485933,28984
1992,485934,22045
1992,485935,66668
1992,486001,81651
1992,486003,8729
1992,486004,1205
1992,486005,5368
1992,486031,42669
1992,486032,3585
1992,486033,9134
1992,486034,137
1992,495700,139019
1992,495730,2288362
1992,495800,2104838
1992,495831,444182
1992,495832,469858
1992,495901,1061450
1992,495902,317839
1992,495931,853617
1992,495932,1179002
1992,495933,245697
1992,495934,1379255
1992,495935,88642
1992,495936,102686
1992,495938,221140
1992,495939,84964
1992,496001,9868
1992,496002,1873
1992,505600,48595
1992,505630,151307
1992,505700,2310444
1992,505730,1642514
1992,505800,2036590
1992,505831,255716
1992,505832,308642
1992,505901,1125063
1992,505902,526277
1992,505903,75714
1992,505904,774
1992,505905,8651
1992,505906,5030
1992,505907,107000
1992,505908,256913
1992,505909,183832
1992,505931,188847
1992,505932,459305
1992,515600,9632
1992,515630,2047272
1992,515700,12818302
1992,515730,8702366
1992,515801,133048
1992,515802,2081801
1992,515831,51565
1992,515832,136194
1992,515833,205785
1992,515901,84861
1992,515902,374502
1992,515903,175752
1992,515904,10998
1992,515905,5485
1992,515906,14026
1992,515907,378398
1992,515908,7897
1992,515931,911
1992,515932,138
1992,515933,3112
1992,515934,713
1992,515935,52066
1992,515936,97688
1992,515937,220069
1992,525600,1288049
1992,525630,20076171
1992,525701,1223452
1992,525702,61296700
1992,525703,377853
1992,525731,1022331
1992,525732,2173438
1992,525733,476365
1992,525801,8575
1992,525802,215221
1992,525803,132721
1992,525804,40712
1992,525805,715252
1992,525806,829702
1992,525807,1300436
1992,525831,1363
1992,525833,10597
1992,525834,580004
1992,525836,3370
1992,525901,14522
1992,525902,739712
1992,525931,121741
1992,535530,308805
1992,535601,1160574
1992,535602,2203463
1992,535631,768614
1992,535632,15296483
1992,535633,128702
1992,535634,197960
1992,535701,159061
1992,535702,855
1992,535703,727482
1992,535704,271219
1992,535705,78497
1992,535706,2126
1992,535707,163981
1992,535731,7578641
1992,535732,1580230
1992,535733,311513
1992,535734,559715
1992,535802,14607059
1992,535803,475225
1992,535831,87136
1992,535905,880
1992,545500,51648
1992,545530,1882143
1992,545601,24402
1992,545602,1805567
1992,545631,1335558
1992,545632,196298
1992,545633,7770
1992,545701,767963
1992,545702,1162651
1992,545703,71746
1992,545731,468256
1992,545732,8276169
1992,545733,2248196
1992,545734,404846
1992,545802,221885
1992,545803,691966
1992,545804,98513
1992,555430,199163
1992,555500,2329372
1992,555532,4210441
1992,555600,4418512
1992,555630,7071598
1992,555701,906893
1992,555731,37212
1992,555732,971
1992,565430,17495
1992,565500,508164
1992,565531,57665
1992,565532,580901
1992,565601,839882
1992,565602,3785
1992,565631,45441
1992,565633,92767
1992,565701,17209
1992,565702,3298
1992,575400,37032
1992,575430,269780
1992,575500,268191
1992,575530,846153
1992,575601,382738
1992,575602,1132332
1992,575603,65783
1992,575631,1612
1992,575632,29581
1992,585400,127928
1992,585430,12054818
1992,585500,2325354
1992,585531,717922
1992,585532,5102780
1992,585601,854544
1992,585603,17314
1992,585631,95297
1992,595400,447538
1992,595431,124934
1992,595501,4184448
1992,595502,160593
1992,595503,176791
1992,595504,3266770
1992,595531,2151
1992,595532,2403231
1992,595533,1219058
1992,605330,2188
1992,605400,800475
1992,605431,23880550
1992,605432,1705906
1992,605501,154906
1992,605502,517713
1992,605503,3250238
1992,605504,663770
1992,605506,3161
1992,605507,1665672
1992,605531,101600
1992,605532,11003
1992,615330,109307
1992,615400,1275414
1992,615431,767340
1992,615432,40776
1992,615506,4000
1992,625330,10324
1992,625401,288312
1992,625402,7391906
1992,625431,306282
1992,625434,27518
1992,625435,509319
1992,625436,27868
1992,625437,22423
1992,625501,15613
1992,625502,57614
1992,625504,1348682
1992,635330,370645
1992,635400,3507616
1992,635432,10300
1992,635434,22868
1992,635435,304069
1992,635436,13637
1992,635503,162284
1992,645331,4621111
1992,645401,10412270
1992,645403,10491398
1992,645404,46798
1992,645405,11096
1992,645431,593141
1992,645433,139957
1992,645435,14302
1992,645502,5175306
1993,230,979280
1993,231,103299
1993,232,137318
1993,240,1428931
1993,241,63638
1993,242,213288
1993,250,2326904
1993,251,26435
1993,260,3177581
1993,261,1234818
1993,270,3633921
1993,271,317463
1993,272,18979
1993,280,3080610
1993,281,174559
1993,290,1866282
1993,291,32692
1993,300,1129415
1993,310,1144672
1993,320,1713394
1993,330,680598
1993,340,609576
1993,350,513525
1993,445900,375861
1993,445931,898832
1993,445932,138796
1993,446001,80453
1993,446002,42245
1993,455900,1685712
1993,455930,209570
1993,456001,47213
1993,456003,5573
1993,456004,210398
1993,465901,554797
1993,465904,2530
1993,465932,25573
1993,465933,3805
1993,466001,726349
1993,466002,3854
1993,466003,48579
1993,466004,4205
1993,466031,17124
1993,466032,16587
1993,466033,49519
1993,475800,41159
1993,475830,75066
1993,475900,1121898
1993,475931,301901
1993,475932,38890
1993,475933,360408
1993,476001,23337
1993,476002,37413
1993,476003,27667
1993,476004,139053
1993,476005,7494
1993,476006,835
1993,476007,211
1993,476008,2441
1993,476009,11127
1993,476031,40258
1993,476032,162327
1993,476033,14804
1993,476034,64747
1993,476035,6464
1993,476036,373
1993,485730,659723
1993,485800,973177
1993,485831,1386681
1993,485832,468123
1993,485901,329282
1993,485902,2500
1993,485931,1476704
1993,485932,279786
1993,485933,4750
1993,485934,11540
1993,485935,68648
1993,486001,2066
1993,486005,8163
1993,486031,4292
1993,486033,3233
1993,495700,41392
1993,495730,1858960
1993,495800,992593
1993,495831,384308
1993,495832,398164
1993,495901,642840
1993,495902,284634
1993,495931,470242
1993,495932,654405
1993,495933,50324
1993,495934,533056
1993,495935,104197
1993,495936,61341
1993,495938,42100
1993,495939,46235
1993,496001,9193
1993,505600,41491
1993,505630,65498
1993,505700,1162626
1993,505730,1476396
1993,505800,9661191
1993,505831,375827
1993,505832,231760
1993,505901,413582
1993,505902,1252267
1993,505903,302862
1993,505907,52596
1993,505908,394082
1993,505909,63903
1993,505931,33534
1993,505932,81623
1993,515600,8599
1993,515630,686892
1993,515700,5685447
1993,515730,28832042
1993,515801,21252
1993,515802,4362516
1993,515831,255560
1993,515832,106369
1993,515833,990
1993,515901,14617
1993,515902,355224
1993,515903,56263
1993,515904,21262
1993,515905,10081
1993,515907,93704
1993,515908,167484
1993,515933,6262
1993,515935,42368
1993,515936,266790
1993,515937,318186
1993,525600,559889
1993,525630,12246262
1993,525701,8088108
1993,525702,56455823
1993,525703,369913
1993,525731,1446419
1993,525732,1752182
1993,525733,1220632
1993,525801,12893
1993,525802,1219823
1993,525803,936721
1993,525804,379
1993,525805,310244
1993,525806,3360725
1993,525807,3564582
1993,525831,528
1993,525833,350
1993,525834,1656
1993,525836,682
1993,525837,10868
1993,525902,1246466
1993,525931,6081
1993,535500,700
1993,535530,357450
1993,535601,787163
1993,535602,1929191
1993,535631,275594
1993,535632,9244501
1993,535633,70116
1993,535634,131938
1993,535701,94
1993,535702,92316
1993,535703,543945
1993,535704,25462
1993,535705,66691
1993,535706,1517
1993,535731,5751048
1993,535732,2347532
1993,535733,631738
1993,535734,165640
1993,535801,234524
1993,535802,10916624
1993,535803,5106060
1993,535831,156924
1993,535832,67943
1993,535834,636
1993,535902,144514
1993,545500,72878
1993,545530,540473
1993,545602,351223
1993,545631,3004404
1993,545632,444908
1993,545633,32560
1993,545701,726105
1993,545702,501718
1993,545704,191066
1993,545731,413622
1993,545732,16539631
1993,545733,1739813
1993,545734,1439654
1993,545802,856993
1993,545803,447734
1993,545804,1685835
1993,555430,349318
1993,555500,61214
1993,555532,170507
1993,555600,7252538
1993,555630,1943019
1993,555701,3416867
1993,555702,574256
1993,555731,282115
1993,555733,4068987
1993,565430,22172
1993,565500,446457
1993,565532,108108
1993,565601,1487856
1993,565602,9616
1993,565631,316842
1993,565633,51684
1993,565702,169376
1993,575400,1448
1993,575430,214278
1993,575500,542159
1993,575530,1876609
1993,575601,203017
1993,575602,657285
1993,575603,239792
1993,575631,13114
1993,585400,3177551
1993,585430,11057067
1993,585500,2125362
1993,585531,288221
1993,585532,3497007
1993,585601,17599
1993,585603,61372
1993,595400,27023
1993,595431,56930
1993,595501,1230911
1993,595502,14649
1993,595503,111359
1993,595504,1118266
1993,595532,658979
1993,595533,77861
1993,605400,63451
1993,605431,28051888
1993,605432,888616
1993,605502,3156311
1993,605503,5824122
1993,605504,45941
1993,605507,9128
1993,605531,3060019
1993,605532,159543
1993,615400,151769
1993,615431,95858
1993,615505,5245
1993,615508,588001
1993,625330,24884
1993,625401,3463231
1993,625402,6369049
1993,625431,37570
1993,625435,9166
1993,625437,122150
1993,625501,93477
1993,625502,17506
1993,625503,76659
1993,635330,629561
1993,635400,953386
1993,635432,49329
1993,635435,1715135
1993,635436,6066
1993,635501,2398160
1993,635502,191148
1993,645331,6614991
1993,645401,10077295
1993,645403,3977
1993,645404,255334
1993,645431,311711
1993,645433,393035
1993,645435,643187
1993,645502,7243860
1994,230,1197317
1994,232,139866
1994,240,1505556
1994,242,210681
1994,250,3128267
1994,260,3789406
1994,261,1142562
1994,270,2890651
1994,271,439710
1994,272,4841
1994,280,3169600
1994,281,563889
1994,290,623701
1994,300,559876
1994,310,366422
1994,320,860175
1994,330,785325
1994,340,371897
1994,350,506938
1994,445900,288892
1994,445931,3567631
1994,445932,379
1994,446001,2238697
1994,446002,15544
1994,455900,594532
1994,455930,67157
1994,456001,190746
1994,456002,14077
1994,456031,481
1994,465830,55185
1994,465901,12799717
1994,465902,33074
1994,465904,16594
1994,465932,79774
1994,466001,661756
1994,466002,24542
1994,466003,450856
1994,466004,159741
1994,466005,476
1994,466031,22619
1994,466032,2388
1994,466033,14052
1994,466100,1839
1994,475830,252023
1994,475900,910766
1994,475931,74051
1994,475932,12089
1994,475933,675634
1994,475934,3566
1994,476001,1634
1994,476002,9281
1994,476003,54703
1994,476004,164277
1994,476005,16381
1994,476006,17269
1994,476007,23011
1994,476008,45007
1994,476009,2270
1994,476031,11833
1994,476032,102387
1994,476033,16932
1994,476034,39846
1994,476035,5886
1994,485700,5736
1994,485730,51063
1994,485800,796238
1994,485831,898180
1994,485832,146912
1994,485901,473232
1994,485931,681072
1994,485932,201474
1994,485933,2653
1994,485934,46454
1994,485935,8259
1994,486001,5356
1994,486003,5745
1994,486005,7666
1994,486031,17866
1994,486033,7431
1994,486034,85
1994,495730,2004191
1994,495800,778477
1994,495831,487540
1994,495832,372713
1994,495901,307725
1994,495902,66761
1994,495931,69428
1994,495932,217586
1994,495933,111659
1994,495934,705930
1994,495935,17216
1994,495936,113270
1994,495937,16191
1994,495938,16520
1994,495939,47503
1994,496001,461
1994,496002,2233
1994,505630,34302
1994,505700,927401
1994,505730,854252
1994,505800,9386718
1994,505831,293167
1994,505832,670691
1994,505901,393742
1994,505902,1936014
1994,505903,65785
1994,505904,7363
1994,505906,15047
1994,505907,38774
1994,505908,168068
1994,505909,109421
1994,505931,28696
1994,505932,3338
1994,515630,942345
1994,515700,2386234
1994,515730,10306907
1994,515801,53049
1994,515802,2198053
1994,515831,146069
1994,515832,2057
1994,515833,221
1994,515901,31412
1994,515902,417657
1994,515903,86693
1994,515904,4635
1994,515905,2132
1994,515906,1474
1994,515907,31983
1994,515908,96582
1994,515932,513
1994,515933,8671
1994,515934,7532
1994,515935,186402
1994,515936,293689
1994,515937,566381
1994,525600,479509
1994,525630,6027969
1994,525701,11366670
1994,525702,38479149
1994,525703,2263602
1994,525731,9401740
1994,525732,5580864
1994,525733,1069165
1994,525801,422751
1994,525802,941054
1994,525803,574358
1994,525804,65205
1994,525805,8869105
1994,525806,12025882
1994,525807,8459173
1994,525831,10433
1994,525833,18680
1994,525834,1403
1994,525836,1277
1994,525902,318368
1994,525931,303966
1994,525932,55
1994,535500,10892
1994,535530,224916
1994,535601,294068
1994,535602,707901
1994,535631,115357
1994,535632,6098549
1994,535633,43607
1994,535634,13799
1994,535702,66294
1994,535703,611252
1994,535704,321107
1994,535705,530640
1994,535706,987977
1994,535731,3008172
1994,535732,3535231
1994,535733,421447
1994,535734,543650
1994,535801,1438057
1994,535802,13568286
1994,535803,5007887
1994,535831,809215
1994,535832,1138700
1994,535902,235349
1994,535932,1416
1994,545500,5601
1994,545530,591582
1994,545602,52633
1994,545631,15226438
1994,545632,3679747
1994,545633,42117
1994,545701,1366026
1994,545702,1165869
1994,545703,274651
1994,545731,85435
1994,545732,7420098
1994,545733,4660654
1994,545734,1535247
1994,545802,320540
1994,545803,482594
1994,545804,76024
1994,555500,17958
1994,555532,404760
1994,555600,1599256
1994,555630,3075490
1994,555701,216336
1994,555702,283
1994,555731,558
1994,555733,482730
1994,565500,102237
1994,565532,1392
1994,565601,267871
1994,575430,89420
1994,575500,151520
1994,575530,4158
1994,585400,95721
1994,585430,18871448
1994,585500,4135726
1994,585531,2104958
1994,585532,1312292
1994,595400,1105
1994,595431,382104
1994,595501,1492101
1994,595502,1937027
1994,595503,292302
1994,595504,881591
1994,595531,88406
1994,595532,513564
1994,595533,2777895
1994,605400,49032
1994,605431,10821561
1994,605501,910
1994,605502,1158365
1994,605503,3550599
1994,605504,348758
1994,605507,46205
1994,605531,8882928
1994,605535,10834
1994,615330,9996
1994,615400,31728
1994,615501,46597
1994,615507,215278
1994,615508,907534
1994,615531,18911
1994,625330,5967
1994,625401,83793
1994,625402,7215335
1994,625431,15933
1994,625435,1824956
1994,625436,14801
1994,625437,220106
1994,625501,361533
1994,625502,148311
1994,625503,971
1994,635330,49965
1994,635400,9301667
1994,635432,304645
1994,635435,192936
1994,635502,402140
1994,635503,96053
1994,645331,1818423
1994,645401,11787608
1994,645404,232036
1994,645405,34986
1994,645431,297854
1994,645433,7025172
1994,645435,430954
1994,645502,4767197
1995,230,544648
1995,232,92336
1995,240,1308629
1995,242,240625
1995,250,1607012
1995,260,1664854
1995,261,884970
1995,270,2730735
1995,271,484041
1995,272,564
1995,280,2545998
1995,281,329596
1995,290,1121714
1995,300,274240
1995,310,255289
1995,320,461920
1995,330,354414
1995,340,239052
1995,350,304333
1995,24111,1281
1995,445900,145164
1995,445931,1165461
1995,446001,30818
1995,455900,852530
1995,455930,137189
1995,456031,3980
1995,465830,1186
1995,465901,1194668
1995,465903,1040
1995,465904,71458
1995,465932,104230
1995,465933,5328
1995,466001,32684
1995,466002,1189
1995,466003,21914
1995,466004,18618
1995,466031,38308
1995,466032,12325
1995,466033,24522
1995,475800,31517
1995,475830,643160
1995,475900,2320260
1995,475931,82620
1995,475932,5438
1995,475933,428533
1995,476002,5366
1995,476003,1077355
1995,476004,126310
1995,476005,16367
1995,476006,66459
1995,476007,1051606
1995,476008,75688
1995,476009,138764
1995,476031,3296
1995,476032,321356
1995,476033,24617
1995,476034,73349
1995,476035,4059
1995,476036,2090
1995,485730,44439
1995,485800,1070739
1995,485831,1549076
1995,485832,255131
1995,485901,73023
1995,485902,3950
1995,485931,1466357
1995,485932,597883
1995,485933,18686
1995,485934,382
1995,485935,33602
1995,486001,3763739
1995,486005,4242
1995,486031,18468
1995,486032,1200
1995,486033,5577
1995,495700,10087
1995,495730,1238780
1995,495800,658423
1995,495831,93056
1995,495832,1599856
1995,495901,696081
1995,495902,121681
1995,495931,508853
1995,495932,927567
1995,495933,69982
1995,495934,640503
1995,495935,100481
1995,495936,39808
1995,495937,5444
1995,495938,160929
1995,495939,90712
1995,496001,2333
1995,496002,1200
1995,505630,27480
1995,505700,678401
1995,505730,1229883
1995,505800,4718720
1995,505831,21890
1995,505832,287988
1995,505901,747105
1995,505902,2969723
1995,505903,402758
1995,505904,10399
1995,505905,8557
1995,505906,13082
1995,505907,48358
1995,505908,265787
1995,505909,23927
1995,505931,44112
1995,505932,74009
1995,505934,95
1995,515600,5282
1995,515630,828054
1995,515700,5723215
1995,515730,11784401
1995,515801,23781
1995,515802,2068662
1995,515831,117224
1995,515832,9133
1995,515833,3585
1995,515901,130800
1995,515902,661598
1995,515903,82707
1995,515904,84210
1995,515905,12041
1995,515906,3079
1995,515907,273862
1995,515908,193205
1995,515931,430
1995,515933,5463
1995,515934,2599
1995,515935,113232
1995,515936,677582
1995,515937,106765
1995,525600,814574
1995,525630,12424970
1995,525701,136402
1995,525702,41006373
1995,525703,752617
1995,525731,2249400
1995,525732,2125248
1995,525733,784608
1995,525801,138621
1995,525802,357930
1995,525803,293544
1995,525804,208655
1995,525805,1708140
1995,525806,879991
1995,525807,2048466
1995,525831,733
1995,525832,8315
1995,525833,36083
1995,525834,334938
1995,525835,1356
1995,525836,40600
1995,525837,8442
1995,525902,1700693
1995,525931,1807674
1995,525932,3875
1995,535530,544048
1995,535601,1177847
1995,535602,854733
1995,535631,241390
1995,535632,13718337
1995,535633,44281
1995,535634,44359
1995,535635,13851
1995,535701,5028
1995,535702,10245
1995,535703,1346620
1995,535704,284741
1995,535705,13967
1995,535706,25601
1995,535731,395718
1995,535732,1909772
1995,535733,624307
1995,535734,490569
1995,535801,195000
1995,535802,1722011
1995,535803,2807599
1995,535831,169879
1995,535832,667879
1995,535833,59
1995,535905,343
1995,535906,1231
1995,535931,687
1995,535932,403
1995,545500,2844
1995,545530,634956
1995,545602,325432
1995,545631,9679501
1995,545632,2914350
1995,545633,330830
1995,545701,758707
1995,545702,1558128
1995,545703,398058
1995,545731,445035
1995,545732,8650074
1995,545733,1995774
1995,545734,925954
1995,545801,404
1995,545802,415221
1995,545803,995101
1995,555430,104493
1995,555500,92310
1995,555532,381197
1995,555600,365818
1995,555630,2483573
1995,555701,302716
1995,555702,4006
1995,555731,54892
1995,555732,13450
1995,555733,1242
1995,565430,14639
1995,565500,198449
1995,565532,286235
1995,565601,12150
1995,565631,4251
1995,565632,449
1995,565633,1097
1995,565701,167
1995,565702,1830
1995,575430,176482
1995,575500,255483
1995,575530,294674
1995,575602,12
1995,575633,15366
1995,585400,11338
1995,585430,8798930
1995,585500,2019360
1995,585531,1690215
1995,585532,3744413
1995,585601,56815
1995,585602,61633
1995,585603,111787
1995,595400,428416
1995,595431,4335185
1995,595432,92125
1995,595433,231404
1995,595434,76921
1995,595501,417811
1995,595502,1470053
1995,595503,50954
1995,595504,241303
1995,595531,800965
1995,595532,532016
1995,595533,1161203
1995,605330,81606
1995,605400,2044461
1995,605431,8408388
1995,605432,1886318
1995,605501,71968
1995,605502,2090052
1995,605503,2286183
1995,605504,1259914
1995,605505,188320
1995,605506,82407
1995,605507,251993
1995,605531,14368643
1995,605532,524787
1995,605533,561
1995,605534,24216
1995,615330,31391
1995,615400,2272394
1995,615431,465329
1995,615432,108422
1995,615502,8645
1995,615505,2599
1995,615507,174558
1995,615508,180564
1995,625330,167295
1995,625401,718955
1995,625402,8000418
1995,625403,10107
1995,625431,121093
1995,625433,10000
1995,625434,128309
1995,625435,2158341
1995,625436,2209329
1995,625437,682405
1995,625501,216492
1995,625502,208084
1995,625504,2987
1995,635330,1312125
1995,635400,8589361
1995,635431,132407
1995,635432,492199
1995,635434,484405
1995,635435,55789
1995,635436,264632
1995,635501,289190
1995,635502,95209
1995,635503,11374
1995,645331,7418367
1995,645401,14995792
1995,645404,1109650
1995,645405,2143431
1995,645431,3993
1995,645433,2002851
1995,645435,329607
1995,645502,1307695
1996,230,582238
1996,232,80291
1996,240,1854199
1996,242,400694
1996,250,1394067
1996,260,1739802
1996,261,831751
1996,270,2330777
1996,271,495651
1996,280,2644909
1996,281,287874
1996,290,1333030
1996,300,331649
1996,310,264023
1996,320,535468
1996,330,271174
1996,340,206311
1996,350,216824
1996,445900,173312
1996,445931,1458797
1996,446001,62293
1996,455900,247687
1996,455930,28723
1996,456001,64129
1996,456004,1205
1996,456031,1066
1996,456032,2003
1996,465830,4856
1996,465901,403926
1996,465904,135576
1996,465932,30496
1996,465933,2119
1996,466001,57088
1996,466002,8629
1996,466003,33112
1996,466004,137162
1996,466005,14822
1996,466031,19884
1996,466032,1256
1996,466033,739
1996,475730,11758
1996,475800,27458
1996,475830,286155
1996,475900,2229973
1996,475931,47081
1996,475932,43875
1996,475933,105282
1996,475934,5003
1996,476001,870
1996,476002,21732
1996,476003,15468
1996,476004,8986
1996,476005,6046
1996,476006,21511
1996,476007,139409
1996,476008,4013
1996,476031,141
1996,476032,147965
1996,476033,23310
1996,476034,43590
1996,476035,4116
1996,476036,149
1996,485730,49189
1996,485800,1275645
1996,485831,805391
1996,485832,485742
1996,485901,205781
1996,485931,725412
1996,485932,375166
1996,485933,20241
1996,485934,9316
1996,485935,29691
1996,486001,2461134
1996,486003,88
1996,486005,6156
1996,486031,12013
1996,486032,2843
1996,486033,13734
1996,495700,7828
1996,495730,2263971
1996,495800,896678
1996,495831,23419
1996,495832,627755
1996,495901,1265999
1996,495902,515311
1996,495931,174668
1996,495932,559947
1996,495933,256143
1996,495934,489862
1996,495935,98180
1996,495936,33595
1996,495937,198
1996,495938,79167
1996,495939,34384
1996,496001,1328481
1996,496002,4923
1996,505700,938162
1996,505730,2562330
1996,505800,2553228
1996,505831,43029
1996,505832,15095
1996,505901,362869
1996,505902,3727894
1996,505903,168712
1996,505904,2439
1996,505905,727
1996,505906,1165
1996,505907,72924
1996,505908,4329
1996,505909,80781
1996,505931,49778
1996,505932,157352
1996,515600,1331
1996,515630,956163
1996,515700,5765080
1996,515730,7961437
1996,515801,10170
1996,515802,1834547
1996,515831,3703
1996,515832,3067
1996,515833,10618
1996,515901,81583
1996,515902,1305210
1996,515903,43092
1996,515904,25862
1996,515905,112805
1996,515906,18464
1996,515907,133551
1996,515908,175820
1996,515932,1294
1996,515933,115
1996,515935,131692
1996,515936,177270
1996,515937,202404
1996,525600,1500873
1996,525630,13233626
1996,525701,75071
1996,525702,19493510
1996,525703,595854
1996,525731,1175095
1996,525732,1562999
1996,525733,150533
1996,525801,21357
1996,525802,156169
1996,525803,324732
1996,525804,35846
1996,525805,141259
1996,525806,151013
1996,525807,2785142
1996,525831,108459
1996,525832,44763
1996,525833,179657
1996,525834,101816
1996,525836,137837
1996,525901,15947
1996,525902,2064799
1996,525931,1716856
1996,525932,533
1996,535500,1623
1996,535530,216497
1996,535601,378298
1996,535602,732733
1996,535631,548001
1996,535632,9049890
1996,535633,1074
1996,535634,12302
1996,535702,45554
1996,535703,158739
1996,535704,66691
1996,535705,31502
1996,535706,7963
1996,535731,667324
1996,535732,1875327
1996,535733,641017
1996,535734,275996
1996,535801,127541
1996,535802,3035949
1996,535803,3578104
1996,535831,45518
1996,535832,614239
1996,545500,20762
1996,545530,710353
1996,545602,335064
1996,545631,2297838
1996,545632,4193448
1996,545633,327949
1996,545701,704326
1996,545702,1900222
1996,545703,362592
1996,545731,481835
1996,545732,5746127
1996,545733,4726312
1996,545734,1868101
1996,545802,672095
1996,545803,2349451
1996,545804,88480
1996,555500,130183
1996,555532,661865
1996,555600,3320260
1996,555630,7503599
1996,555701,204168
1996,555731,92039
1996,555732,155135
1996,555733,3629
1996,565430,8278
1996,565500,168902
1996,565531,42913
1996,565532,553239
1996,565601,1303
1996,565602,24939
1996,565631,103094
1996,565701,31
1996,565702,362
1996,575430,234243
1996,575500,72785
1996,575530,1447532
1996,575602,99516
1996,585400,8506
1996,585430,18885613
1996,585500,1116531
1996,585531,881196
1996,585532,4769565
1996,585601,19366
1996,585631,15230
1996,595400,7732725
1996,595431,2107977
1996,595501,2741106
1996,595502,5881018
1996,595503,182830
1996,595504,1020487
1996,595531,252278
1996,595532,1048603
1996,595533,3011415
1996,605400,586071
1996,605431,14472678
1996,605432,489023
1996,605501,276446
1996,605502,4353930
1996,605503,8509308
1996,605504,484348
1996,605506,184573
1996,605507,4322016
1996,605531,12212935
1996,605532,923953
1996,605533,1063
1996,615330,17909
1996,615400,1691975
1996,615431,1333921
1996,615501,677
1996,615506,2024
1996,615507,12013
1996,615508,276289
1996,625330,73737
1996,625401,1135264
1996,625402,3452235
1996,625431,126127
1996,625432,33109
1996,625434,40304
1996,625435,416672
1996,625436,1351457
1996,625437,4213476
1996,625501,228265
1996,625502,13070
1996,625504,20730
1996,635330,398406
1996,635400,1959388
1996,635431,1866
1996,635432,932398
1996,635433,38232
1996,635434,651131
1996,635435,66180
1996,635436,488523
1996,635501,236401
1996,635502,79836
1996,635503,293412
1996,645331,1328095
1996,645401,2743575
1996,645404,1599177
1996,645405,2759409
1996,645431,1986
1996,645432,53293
1996,645433,1187497
1996,645435,715287
1996,645502,3261714
1997,230,614407
1997,232,148859
1997,240,2783973
1997,242,442972
1997,250,1525747
1997,260,2016924
1997,261,1106944
1997,270,2481001
1997,271,682273
1997,280,3684654
1997,281,270499
1997,290,3474561
1997,300,778824
1997,310,622039
1997,320,1351780
1997,330,581647
1997,340,614348
1997,350,417396
1997,445900,118213
1997,445931,688265
1997,445932,1373
1997,446001,13773
1997,455900,6983917
1997,455930,1780213
1997,456001,1638
1997,456004,1488
1997,456031,5046
1997,465901,353786
1997,465904,48367
1997,465931,675
1997,465932,219848
1997,465933,4958
1997,466001,5366
1997,466003,51566
1997,466004,26287
1997,466031,45220
1997,466032,2126
1997,466033,14404
1997,475730,19109
1997,475800,58768
1997,475830,316125
1997,475900,1825588
1997,475931,46428
1997,475932,8103
1997,475933,332364
