"year","stat6","pounds"
1997,476002,1789
1997,476003,160509
1997,476004,35993
1997,476005,10429
1997,476006,10816
1997,476007,105275
1997,476008,10805
1997,476031,5049
1997,476032,142796
1997,476033,15646
1997,476034,42724
1997,476035,13223
1997,476036,221
1997,485700,34234
1997,485730,86704
1997,485800,2531579
1997,485831,2052588
1997,485832,144953
1997,485901,212559
1997,485931,862941
1997,485932,490193
1997,485933,23154
1997,485934,59239
1997,485935,106565
1997,486001,3624774
1997,486003,112
1997,486005,4436
1997,486031,28157
1997,486032,826
1997,486033,6321
1997,495700,88005
1997,495730,3155719
1997,495800,737632
1997,495831,76473
1997,495832,208045
1997,495901,1690290
1997,495902,227982
1997,495931,5249453
1997,495932,341357
1997,495933,81828
1997,495934,559933
1997,495935,156185
1997,495936,65799
1997,495937,306
1997,495938,794084
1997,495939,23131
1997,496001,2485668
1997,496002,662448
1997,505630,7570
1997,505700,732313
1997,505730,3626181
1997,505800,7356994
1997,505831,29200
1997,505832,153047
1997,505901,606335
1997,505902,3913353
1997,505903,230933
1997,505904,450
1997,505905,13589
1997,505906,4550
1997,505907,61174
1997,505908,20765
1997,505909,119382
1997,505932,54534
1997,515600,8784
1997,515630,559731
1997,515700,9783433
1997,515730,10947348
1997,515801,27238
1997,515802,5052475
1997,515831,78944
1997,515832,120444
1997,515833,34291
1997,515901,41871
1997,515902,1085446
1997,515903,65762
1997,515904,242460
1997,515905,123919
1997,515906,56237
1997,515907,268904
1997,515908,300586
1997,515932,1923
1997,515933,3409
1997,515935,91088
1997,515936,606799
1997,515937,416722
1997,515938,461
1997,515939,234
1997,525600,316313
1997,525630,12141123
1997,525701,2476069
1997,525702,40807072
1997,525703,1448321
1997,525731,1393064
1997,525732,1800363
1997,525733,1266328
1997,525801,272512
1997,525802,996460
1997,525803,309517
1997,525804,7674
1997,525805,688091
1997,525806,230167
1997,525807,1218544
1997,525831,137134
1997,525832,4786
1997,525833,237806
1997,525834,409575
1997,525835,6319
1997,525836,65576
1997,525837,5755
1997,525901,105958
1997,525902,973437
1997,525931,1197623
1997,525932,4424
1997,535530,237491
1997,535601,48211
1997,535602,919460
1997,535631,761293
1997,535632,9675133
1997,535633,40062
1997,535634,567490
1997,535702,57726
1997,535703,250508
1997,535704,3215
1997,535705,143806
1997,535706,20737
1997,535731,377509
1997,535732,3164894
1997,535733,822258
1997,535734,128550
1997,535801,508388
1997,535802,3566715
1997,535803,2746420
1997,535831,176622
1997,535832,389219
1997,535901,1341
1997,535905,702
1997,535906,664
1997,535932,1700
1997,545530,363849
1997,545601,902
1997,545602,1519638
1997,545631,8908050
1997,545632,4025751
1997,545633,57477
1997,545701,4874966
1997,545702,2237864
1997,545703,1120670
1997,545704,15607
1997,545731,648925
1997,545732,7370195
1997,545733,4114776
1997,545734,2083997
1997,545802,433339
1997,545803,1835807
1997,545804,49490
1997,555430,46430
1997,555500,88808
1997,555532,331235
1997,555600,2819084
1997,555630,8799397
1997,555701,263121
1997,555731,22467
1997,555733,6712
1997,565500,102990
1997,565532,98146
1997,565601,333911
1997,565631,1480
1997,565633,4697
1997,565701,185
1997,565702,2976
1997,575430,25508
1997,575500,133138
1997,575530,1361886
1997,575602,77192
1997,575603,1062978
1997,575631,8418
1997,575632,317236
1997,585400,821
1997,585430,8991505
1997,585500,4581637
1997,585531,10304993
1997,585532,8524273
1997,585601,5071518
1997,585602,109000
1997,585603,820863
1997,585631,14561
1997,595400,422183
1997,595431,3183844
1997,595501,6160385
1997,595502,4143869
1997,595503,416484
1997,595504,2255941
1997,595531,237135
1997,595532,2494663
1997,595533,2495144
1997,605400,430583
1997,605431,19448766
1997,605432,2059331
1997,605501,181004
1997,605502,3833323
1997,605503,5557538
1997,605504,1200282
1997,605505,171333
1997,605506,386862
1997,605507,1355611
1997,605531,7428965
1997,605532,531097
1997,605533,1286960
1997,615330,23812
1997,615400,3497549
1997,615431,851696
1997,615432,152030
1997,615505,13675
1997,615506,1659
1997,615507,12558
1997,615508,1117775
1997,615509,47496
1997,615531,147304
1997,625330,124278
1997,625401,2846933
1997,625402,3557486
1997,625431,324979
1997,625433,315192
1997,625435,229414
1997,625436,1029385
1997,625437,2617783
1997,625501,374523
1997,625502,134817
1997,635330,697936
1997,635400,2830597
1997,635431,93556
1997,635432,639762
1997,635434,1096583
1997,635435,58169
1997,635436,71435
1997,635501,47022
1997,635502,734000
1997,635503,972189
1997,645331,9150566
1997,645401,1130741
1997,645403,215893
1997,645404,708757
1997,645405,4873273
1997,645431,1328132
1997,645433,58407
1997,645435,352475
1997,645502,6300947
1998,230,647657
1998,232,93041
1998,240,2673021
1998,242,382572
1998,250,2079679
1998,260,2278795
1998,261,973270
1998,270,3203863
1998,271,723565
1998,280,3217370
1998,281,191181
1998,290,4617235
1998,300,1115082
1998,310,866990
1998,320,1554167
1998,330,742237
1998,340,358386
1998,350,546522
1998,24741,18610
1998,445900,96059
1998,445931,569017
1998,446001,13440
1998,455900,13843736
1998,455930,15644
1998,456031,3670
1998,465830,11082
1998,465901,411922
1998,465904,118775
1998,465932,78631
1998,465933,51814
1998,466001,11995
1998,466002,77
1998,466003,7012
1998,466031,23057
1998,466032,3296
1998,466033,14543
1998,475730,8143
1998,475800,56673
1998,475830,438598
1998,475900,1403760
1998,475931,29515
1998,475932,6081
1998,475933,523727
1998,475934,399
1998,476002,976
1998,476003,493148
1998,476004,28210
1998,476005,21850
1998,476006,40001
1998,476007,497561
1998,476008,23518
1998,476031,6185
1998,476032,165284
1998,476033,12354
1998,476034,105601
1998,476035,171
1998,476036,55
1998,485730,47722
1998,485800,3834201
1998,485831,3282291
1998,485832,103599
1998,485901,224524
1998,485931,373925
1998,485932,227549
1998,485933,16501
1998,485935,4085
1998,486001,2882385
1998,486005,1139
1998,486031,15876
1998,486032,1725
1998,486033,2984
1998,486034,361
1998,495700,110458
1998,495730,3228543
1998,495800,2460428
1998,495831,209948
1998,495832,414548
1998,495901,792865
1998,495902,750748
1998,495931,5954032
1998,495932,209142
1998,495933,42115
1998,495934,267652
1998,495935,407415
1998,495936,1074307
1998,495937,336049
1998,495938,2843949
1998,495939,214798
1998,496001,2458484
1998,496002,1468800
1998,505600,18600
1998,505700,1150042
1998,505730,3778349
1998,505800,7382149
1998,505831,154251
1998,505832,212614
1998,505901,104894
1998,505902,1692894
1998,505903,84620
1998,505904,11419
1998,505905,286226
1998,505906,423963
1998,505907,344594
1998,505908,3134
1998,505909,37236
1998,505932,73398
1998,515600,38508
1998,515630,359987
1998,515700,10009101
1998,515730,17823504
1998,515801,79977
1998,515802,5293370
1998,515831,4240
1998,515832,54457
1998,515833,42651
1998,515901,10321
1998,515902,933844
1998,515903,50445
1998,515904,82503
1998,515905,132347
1998,515906,15803
1998,515907,182111
1998,515908,70921
1998,515931,1666
1998,515932,2269
1998,515933,9087
1998,515935,9661
1998,515936,837114
1998,515937,6316
1998,525600,522083
1998,525630,12629838
1998,525701,2165894
1998,525702,53803405
1998,525703,1466064
1998,525731,1240180
1998,525732,3300235
1998,525733,1354100
1998,525801,8628
1998,525802,636006
1998,525803,200066
1998,525804,127811
1998,525805,513414
1998,525806,1490149
1998,525807,1653337
1998,525831,10357
1998,525832,168012
1998,525833,71983
1998,525834,175064
1998,525836,26358
1998,525837,511
1998,525901,11522
1998,525902,1358672
1998,525931,26674
1998,535530,102300
1998,535601,74559
1998,535602,2433927
1998,535631,696609
1998,535632,8088597
1998,535633,317953
1998,535634,468631
1998,535635,68
1998,535701,2616
1998,535702,493225
1998,535703,507468
1998,535704,5976
1998,535705,238790
1998,535706,5148
1998,535707,43
1998,535731,305190
1998,535732,974427
1998,535733,654973
1998,535734,61296
1998,535802,2643124
1998,535803,1941959
1998,535831,463309
1998,535832,508611
1998,535905,532
1998,535906,1174
1998,535931,43573
1998,545500,6999
1998,545530,542992
1998,545601,82184
1998,545602,1371530
1998,545631,16656296
1998,545632,8078118
1998,545633,98294
1998,545701,3160150
1998,545702,3679407
1998,545703,582809
1998,545704,431104
1998,545731,176431
1998,545732,10483526
1998,545733,3586334
1998,545734,8231424
1998,545801,11188
1998,545802,392599
1998,545803,878689
1998,545804,9361
1998,555430,362092
1998,555500,42937
1998,555532,24033
1998,555600,13804837
1998,555630,17764484
1998,555701,141048
1998,555702,7755
1998,555731,373647
1998,555732,11029
1998,555733,8911
1998,565500,62867
1998,565532,2133
1998,565601,74027
1998,565631,241380
1998,565632,654618
1998,565633,556344
1998,565701,4039
1998,565702,284537
1998,575430,79099
1998,575530,563775
1998,575601,874752
1998,575602,25815
1998,575603,5318525
1998,575631,1438934
1998,575632,3365
1998,585400,6742
1998,585430,7379408
1998,585500,4994236
1998,585531,16555415
1998,585532,1862468
1998,585601,15663502
1998,585603,407252
1998,595400,545557
1998,595431,1277465
1998,595432,13755
1998,595433,45465
1998,595434,121969
1998,595501,2422595
1998,595502,2357978
1998,595503,1346729
1998,595504,1303184
1998,595531,871795
1998,595532,973864
1998,595533,649214
1998,605400,734226
1998,605431,19801795
1998,605432,18280988
1998,605501,256587
1998,605502,5635707
1998,605503,8401106
1998,605504,1234923
1998,605505,316236
1998,605506,2502524
1998,605507,2507032
1998,605531,10281686
1998,605532,259154
1998,605533,16883
1998,605535,211
1998,615330,1667
1998,615400,3533014
1998,615431,247365
1998,615432,249912
1998,615501,520336
1998,615502,23866
1998,615507,42240
1998,615508,327381
1998,615531,158913
1998,625330,37378
1998,625401,3249770
1998,625402,5024596
1998,625403,1717
1998,625431,378252
1998,625432,243945
1998,625433,103197
1998,625434,295099
1998,625435,406444
1998,625436,315966
1998,625437,79288
1998,625501,97066
1998,625502,47706
1998,625504,7521
1998,635330,569870
1998,635400,6090176
1998,635431,617
1998,635432,800029
1998,635433,80208
1998,635434,275233
1998,635435,178233
1998,635436,1608260
1998,635501,627096
1998,635503,33902
1998,645331,4613994
1998,645401,1676026
1998,645404,658982
1998,645405,1964908
1998,645431,48876
1998,645433,1119806
1998,645435,369201
1998,645502,2644006
1999,230,740306
1999,232,180769
1999,240,3522978
1999,242,467986
1999,250,2440164
1999,260,2821779
1999,261,890899
1999,270,3089723
1999,271,723724
1999,280,2519990
1999,281,137992
1999,290,6076387
1999,300,1723133
1999,310,868370
1999,320,1980099
1999,330,770243
1999,340,633820
1999,350,528133
1999,445900,143313
1999,445931,211910
1999,446001,10762
1999,455900,3874696
1999,455930,466901
1999,456031,8
1999,465830,8602
1999,465901,1351645
1999,465902,100
1999,465903,93
1999,465904,63115
1999,465932,489
1999,466001,670
1999,466002,278
1999,466003,31600
1999,466005,1228
1999,466031,11910
1999,466032,1548
1999,466033,25031
1999,475800,58977
1999,475830,317219
1999,475900,1696478
1999,475931,15233
1999,475932,9443
1999,475933,538718
1999,475934,1272
1999,476002,1126
1999,476003,519996
1999,476004,157588
1999,476005,16911
1999,476006,700909
1999,476007,1146153
1999,476008,2364
1999,476009,5163
1999,476031,3252
1999,476032,113133
1999,476033,20004
1999,476034,76577
1999,476035,9557
1999,476036,23080
1999,485730,58708
1999,485800,1941540
1999,485831,4845816
1999,485832,210281
1999,485901,184199
1999,485931,431732
1999,485932,222937
1999,485933,29953
1999,485935,100773
1999,486001,1821398
1999,486002,102
1999,486003,336
1999,486005,2081
1999,486031,7307
1999,486033,2727
1999,486034,227
1999,495700,7340
1999,495730,2428430
1999,495800,1747423
1999,495831,21867
1999,495832,1134977
1999,495901,583111
1999,495902,173450
1999,495931,801355
1999,495932,504860
1999,495933,228377
1999,495934,515792
1999,495935,104919
1999,495936,1620611
1999,495937,327014
1999,495938,429359
1999,496001,519811
1999,496002,332673
1999,505700,367932
1999,505730,3741589
1999,505800,16356688
1999,505831,11543
1999,505832,243628
1999,505901,178057
1999,505902,1460963
1999,505903,310142
1999,505904,18099
1999,505905,5500
1999,505906,15389
1999,505907,42869
1999,505908,97949
1999,505909,85983
1999,505931,66993
1999,505932,63359
1999,505933,33
1999,515600,13131
1999,515630,290952
1999,515700,10857654
1999,515730,22678028
1999,515801,292893
1999,515802,2950295
1999,515831,3881
1999,515832,99621
1999,515833,138305
1999,515901,127057
1999,515902,428640
1999,515903,40507
1999,515904,1827
1999,515905,29326
1999,515906,13113
1999,515907,966474
1999,515908,2543
1999,515931,341
1999,515933,347
1999,515935,108790
1999,515936,975143
1999,515937,169330
1999,516001,2391
1999,525600,252344
1999,525630,7772546
1999,525701,1119171
1999,525702,35689024
1999,525703,2568624
1999,525731,5278334
1999,525732,2681950
1999,525733,1741827
1999,525801,29828
1999,525802,47192
1999,525803,147438
1999,525804,1866
1999,525805,6309397
1999,525806,1873193
1999,525807,2866344
1999,525831,2567
1999,525832,3613
1999,525833,38704
1999,525834,1171815
1999,525835,316
1999,525836,57995
1999,525837,709
1999,525901,16453
1999,525902,2030283
1999,525931,27389
1999,526002,21990
1999,535500,377
1999,535530,223990
1999,535601,98015
1999,535602,523749
1999,535631,673372
1999,535632,4603938
1999,535633,186610
1999,535634,556608
1999,535635,510679
1999,535701,50336
1999,535702,217490
1999,535703,442654
1999,535704,100226
1999,535705,325923
1999,535706,13316
1999,535731,52087
1999,535732,3548784
1999,535733,732250
1999,535734,457665
1999,535801,98378
1999,535802,245465
1999,535803,1269318
1999,535832,195333
1999,535833,834
1999,535905,2457
1999,535906,1651
1999,535931,110
1999,545530,498896
1999,545601,38360
1999,545602,5245819
1999,545631,18340311
1999,545632,9732995
1999,545633,229548
1999,545701,3109474
1999,545702,3211223
1999,545703,621276
1999,545704,118244
1999,545731,179134
1999,545732,11093415
1999,545733,6546441
1999,545734,2396924
1999,545802,446668
1999,545803,769069
1999,545804,318912
1999,555500,57585
1999,555531,114915
1999,555532,77013
1999,555600,3065487
1999,555630,20603514
1999,555701,11799
1999,555702,2717
1999,555731,298493
1999,555732,156378
1999,555733,1355
1999,565430,7152
1999,565500,128768
1999,565532,216831
1999,565601,24208
1999,565602,188
1999,565631,5687
1999,565632,201139
1999,565633,387959
1999,565701,1576
1999,565702,7052
1999,575430,22247
1999,575500,156861
1999,575530,583522
1999,575601,263223
1999,575602,54619
1999,575603,529319
1999,575631,2010494
1999,575633,8716
1999,575635,40453
1999,585400,881675
1999,585430,9898544
1999,585500,425146
1999,585531,1817929
1999,585532,773600
1999,585601,2709604
1999,585602,153
1999,585603,4074083
1999,595400,760553
1999,595431,874703
1999,595432,254825
1999,595433,58005
1999,595501,1522549
1999,595502,2005619
1999,595503,668529
1999,595504,921522
1999,595531,828938
1999,595532,206396
1999,595533,566970
1999,605330,17575
1999,605400,811305
1999,605431,21486044
1999,605432,7454979
1999,605501,309487
1999,605502,3202693
1999,605503,12065266
1999,605504,1387612
1999,605505,2403
1999,605506,89914
1999,605507,7930161
1999,605531,9733513
1999,605532,1658657
1999,605533,13723
1999,615400,5259093
1999,615431,68273
1999,615432,302354
1999,615501,5982
1999,615502,596820
1999,615506,277239
1999,615507,20735
1999,615508,355294
1999,615509,62337
1999,625330,65664
1999,625401,6705358
1999,625402,3981026
1999,625431,186530
1999,625432,6593
1999,625433,8364
1999,625434,105620
1999,625435,640542
1999,625436,159745
1999,625437,851079
1999,625501,47502
1999,625502,24113
1999,635330,699685
1999,635400,2441672
1999,635431,52202
1999,635432,1378446
1999,635434,901561
1999,635435,259838
1999,635436,162234
1999,635501,263391
1999,635502,275894
1999,645331,284779
1999,645401,2855209
1999,645403,17081
1999,645404,775819
1999,645405,1070469
1999,645432,8942
1999,645433,73483
1999,645435,106125
1999,645502,1604505
2000,230,435038
2000,232,98007
2000,240,2382183
2000,242,326537
2000,250,2342743
2000,260,1843969
2000,261,686459
2000,270,2029367
2000,271,567978
2000,280,2294375
2000,281,64822
2000,290,6610218
2000,300,1662862
2000,310,1271198
2000,320,2281841
2000,330,1315410
2000,340,839704
2000,350,570568
2000,445900,121550
2000,445931,133397
2000,455900,3116511
2000,455930,35645
2000,456001,287
2000,456004,359
2000,456031,66
2000,465901,1607264
2000,465904,37207
2000,465932,241958
2000,465933,12037
2000,466001,63331
2000,466002,325
2000,466003,78353
2000,466004,3496
2000,466005,147
2000,466031,7998
2000,466032,569173
2000,466033,138174
2000,475800,8188
2000,475830,273754
2000,475900,1358829
2000,475931,3224
2000,475932,7847
2000,475933,336721
2000,475934,39
2000,476002,4606
2000,476003,72315
2000,476004,155066
2000,476005,5432
2000,476006,51933
2000,476007,53847
2000,476008,3948
2000,476009,136
2000,476031,4305
2000,476032,152318
2000,476033,47899
2000,476034,114641
2000,476035,6582
2000,476036,822
2000,485730,79021
2000,485800,1895839
2000,485831,9471242
2000,485832,236756
2000,485901,8361
2000,485931,58312
2000,485932,135734
2000,485933,6956
2000,485934,16193
2000,485935,37653
2000,486001,1249473
2000,486005,10884
2000,486031,2192
2000,486032,50
2000,486033,804
2000,495700,7329
2000,495730,1479708
2000,495800,1905329
2000,495831,161649
2000,495832,2222629
2000,495901,114138
2000,495902,134838
2000,495931,193311
2000,495932,217686
2000,495933,64682
2000,495934,169417
2000,495935,7014
2000,495936,56828
2000,495937,357
2000,495938,43907
2000,495939,13506
2000,496001,3655
2000,496002,7283
2000,505600,6740
2000,505700,1254901
2000,505730,6016171
2000,505800,25768381
2000,505831,265160
2000,505832,391589
2000,505901,78588
2000,505902,460300
2000,505903,64225
2000,505906,38394
2000,505907,23278
2000,505908,20252
2000,505909,42693
2000,505931,53534
2000,505932,50017
2000,505933,1706
2000,505934,1388
2000,515600,1737
2000,515630,227064
2000,515700,14363906
2000,515730,17840086
2000,515801,61458
2000,515802,4693839
2000,515831,34760
2000,515832,1109
2000,515833,100194
2000,515901,43906
2000,515902,259339
2000,515903,13290
2000,515904,27830
2000,515905,37079
2000,515906,88748
2000,515907,621123
2000,515931,330
2000,515932,75
2000,515933,620
2000,515935,35267
2000,515936,508958
2000,515937,152108
2000,525600,282711
2000,525630,5041104
2000,525701,1707824
2000,525702,16059365
2000,525703,473895
2000,525731,1407696
2000,525732,10259720
2000,525733,1999904
2000,525801,22311
2000,525802,415916
2000,525803,297429
2000,525804,1752
2000,525805,1138468
2000,525806,561599
2000,525807,11898874
2000,525831,19
2000,525832,2932
2000,525833,92773
2000,525834,665416
2000,525836,152683
2000,525901,45138
2000,525902,2486265
2000,525931,73972
2000,525932,386
2000,535500,7998
2000,535530,187965
2000,535601,58101
2000,535602,595797
2000,535631,1171912
2000,535632,3392490
2000,535633,288366
2000,535634,457777
2000,535701,720
2000,535702,2311
2000,535703,199870
2000,535704,17118
2000,535705,115940
2000,535706,50848
2000,535707,3976
2000,535731,817076
2000,535732,1378758
2000,535733,353216
2000,535734,92911
2000,535801,1269
2000,535802,32651663
2000,535803,1588788
2000,535831,194548
2000,535832,51519
2000,535833,300283
2000,535834,45765
2000,535903,10
2000,535905,180
2000,535906,4042
2000,535931,910
2000,545500,17865
2000,545530,295240
2000,545601,101503
2000,545602,6171996
2000,545631,593725
2000,545632,1129797
2000,545633,77266
2000,545701,932953
2000,545702,275006
2000,545703,646401
2000,545704,985
2000,545731,657232
2000,545732,11904276
2000,545733,1573219
2000,545734,457053
2000,545802,286409
2000,545803,961963
2000,545804,11415184
2000,555500,86541
2000,555531,212
2000,555532,298896
2000,555600,1373598
2000,555630,923765
2000,555701,119595
2000,555702,6444
2000,555731,90476
2000,555732,172663
2000,555733,171214
2000,565430,1849
2000,565500,78517
2000,565531,35857
2000,565532,321367
2000,565601,302202
2000,565602,48064
2000,565631,6604
2000,565632,29644
2000,565633,58445
2000,565701,1221
2000,565702,7986
2000,575430,47940
2000,575500,64573
2000,575601,222998
2000,575602,24
2000,575603,182021
2000,575631,344817
2000,585400,17418
2000,585430,770050
2000,585500,294726
2000,585531,457572
2000,585532,24359
2000,585601,657180
2000,585603,1954
2000,595400,388846
2000,595431,1292721
2000,595432,416655
2000,595433,194124
2000,595434,99411
2000,595501,1912310
2000,595502,4391568
2000,595503,914220
2000,595504,1041446
2000,595531,223358
2000,595532,372462
2000,595533,1237564
2000,605400,423224
2000,605431,9222633
2000,605432,3516492
2000,605501,351516
2000,605502,2144108
2000,605503,1423706
2000,605504,739010
2000,605506,226525
2000,605507,2887554
2000,605531,18239915
2000,605532,945403
2000,605533,260053
2000,605535,16848
2000,615400,1714404
2000,615431,188909
2000,615432,207709
2000,615501,45873
2000,615503,69042
2000,615506,3809
2000,615507,31089
2000,615508,6192418
2000,615509,26289
2000,615531,204039
2000,625330,85394
2000,625401,6417035
2000,625402,2320330
2000,625403,9591
2000,625431,172042
2000,625433,378690
2000,625434,119556
2000,625435,938631
2000,625436,3456
2000,625437,524465
2000,625501,52756
2000,625502,861506
2000,625504,116380
2000,635330,2301811
2000,635400,3961488
2000,635431,20330
2000,635432,638698
2000,635434,1191681
2000,635435,555242
2000,635436,95585
2000,635501,2219157
2000,635502,8997731
2000,635503,78627
2000,645331,5048076
2000,645401,1734125
2000,645403,544504
2000,645404,111514
2000,645405,518742
2000,645431,52943
2000,645432,36063
2000,645433,174809
2000,645435,46760
2000,645502,1900154
2001,230,644518
2001,232,116026
2001,240,3316658
2001,242,334010
2001,250,2830532
2001,260,2039329
2001,261,898596
2001,270,2132078
2001,271,387289
2001,280,2268197
2001,281,154714
2001,290,6634174
2001,300,2932995
2001,310,1358765
2001,320,2540283
2001,330,1147760
2001,340,840681
2001,350,707386
2001,445900,132675
2001,445931,275343
2001,445932,544
2001,446001,2120
2001,455900,205874
2001,455930,1194
2001,456001,11
2001,456031,343
2001,456032,86
2001,465830,5544
2001,465901,4398344
2001,465904,1102606
2001,465932,1847
2001,466001,1169
2001,466003,1027
2001,466031,66
2001,466032,866391
2001,466033,367644
2001,475800,28581
2001,475830,226918
2001,475900,1048568
2001,475931,357
2001,475932,14303
2001,475933,11111
2001,475934,161
2001,476001,4259
2001,476002,83
2001,476003,328857
2001,476004,127294
2001,476005,14449
2001,476006,25223
2001,476007,782541
2001,476008,74
2001,476009,20
2001,476031,731
2001,476032,100186
2001,476033,12217
2001,476034,67406
2001,476035,3310
2001,476036,66
2001,485730,39029
2001,485800,1221953
2001,485831,4632827
2001,485832,13231
2001,485901,13235
2001,485931,9842
2001,485932,305633
2001,485935,1248
2001,486001,481353
2001,486005,1194
2001,486031,13059
2001,486032,4980
2001,486033,146
2001,486034,6
2001,495700,50842
2001,495730,3702553
2001,495800,2153745
2001,495831,97398
2001,495832,3531817
2001,495901,42712
2001,495902,346
2001,495931,21882
2001,495932,101856
2001,495933,61726
2001,495934,66669
2001,495935,589
2001,495936,15391
2001,495938,26263
2001,495939,107
2001,496001,9438
2001,496002,10973
2001,505630,326
2001,505700,817712
2001,505730,2370799
2001,505800,6403537
2001,505831,184541
2001,505832,1259377
2001,505901,15274
2001,505902,898463
2001,505903,45444
2001,505904,392
2001,505905,1775
2001,505906,14467
2001,505907,21173
2001,505909,6474
2001,505931,63250
2001,505932,35996
2001,515600,193
2001,515630,649626
2001,515700,9917341
2001,515730,17185303
2001,515801,8052
2001,515802,1794856
2001,515831,10381
2001,515832,158
2001,515833,4709
2001,515901,79943
2001,515902,327077
2001,515903,14996
2001,515904,6796
2001,515905,1526
2001,515906,35495
2001,515907,504984
2001,515908,3375
2001,515933,3829
2001,515935,18650
2001,515936,367712
2001,515937,157426
2001,515939,611
2001,525600,1049467
2001,525630,4674591
2001,525701,1007916
2001,525702,25920008
2001,525703,1100560
2001,525731,3557721
2001,525732,11406567
2001,525733,561606
2001,525802,154362
2001,525803,143850
2001,525804,41480
2001,525805,2103819
2001,525806,165294
2001,525807,2305428
2001,525831,720
2001,525832,398
2001,525833,27477
2001,525834,120973
2001,525835,29783
2001,525836,11570
2001,525837,776
2001,525901,45307
2001,525902,1388261
2001,525931,166228
2001,535500,2326
2001,535530,269967
2001,535601,129789
2001,535602,370001
2001,535631,727854
2001,535632,3328096
2001,535633,141807
2001,535634,155967
2001,535635,349388
2001,535701,4107
2001,535702,4186006
2001,535703,119593
2001,535704,32345
2001,535705,160884
2001,535706,31
2001,535731,150145
2001,535732,1804756
2001,535733,511355
2001,535734,56358
2001,535801,16351
2001,535802,5555932
2001,535803,945369
2001,535831,92697
2001,535832,181777
2001,535833,89476
2001,535903,670
2001,535905,941
2001,535906,2461
2001,535931,489
2001,545500,262
2001,545530,270549
2001,545601,110120
2001,545602,5365495
2001,545631,332324
2001,545632,4993877
2001,545633,49033
2001,545701,352529
2001,545702,147154
2001,545703,122327
2001,545704,48059
2001,545731,896845
2001,545732,22756754
2001,545733,1313408
2001,545734,1280573
2001,545802,240541
2001,545803,176274
2001,545804,62316
2001,555500,100337
2001,555531,2312
2001,555532,809558
2001,555600,938533
2001,555630,1253512
2001,555701,7636511
2001,555702,45659
2001,555731,234677
2001,555732,49492
2001,555733,2573425
2001,565431,11045
2001,565501,145085
2001,565502,45200
2001,565532,71
2001,565533,75349
2001,565534,230058
2001,565601,194
2001,565602,13613
2001,565632,44080
2001,565633,27543
2001,565634,109341
2001,565635,575
2001,565702,10520
2001,565703,1608
2001,565704,2325
2001,575430,653
2001,575432,13394
2001,575433,11062
2001,575502,75537
2001,575603,140656
2001,575604,2755
2001,575605,847
2001,575632,253
2001,575634,236562
2001,575635,134465
2001,585400,9108
2001,585431,70192
2001,585501,11786
2001,585502,135031
2001,585531,970225
2001,585532,41868
2001,585601,962192
2001,585602,40596
2001,585603,271589
2001,595400,695406
2001,595431,174382
2001,595432,173902
2001,595433,3993
2001,595434,384717
2001,595502,175153
2001,595503,265303
2001,595504,74090
2001,595505,5251
2001,595506,14643
2001,595531,453012
2001,595532,17791
2001,595533,209935
2001,605330,14700
2001,605400,870258
2001,605431,3399197
2001,605432,2160753
2001,605501,335788
2001,605502,1542749
2001,605503,518055
2001,605504,1745660
2001,605506,74953
2001,605507,5774779
2001,605531,27867815
2001,605532,753404
2001,605533,36063
2001,605535,271663
2001,615330,44366
2001,615400,1963823
2001,615431,169
2001,615432,31641
2001,615501,15089
2001,615503,14389
2001,615506,13941
2001,615507,9349
2001,615508,9532451
2001,615509,14538
2001,625330,38187
2001,625401,4730676
2001,625402,6400169
2001,625431,352533
2001,625432,43146
2001,625433,56461
2001,625434,269134
2001,625435,984779
2001,625436,52837
2001,625437,5487939
2001,625501,126867
2001,625502,91252
2001,625503,5333
2001,625504,2045495
2001,635330,797151
2001,635400,3062222
2001,635431,12105
2001,635432,2791489
2001,635433,8151
2001,635434,1937562
2001,635435,159990
2001,635436,391608
2001,635501,186133
2001,635502,1624141
2001,635503,48207
2001,645331,4037872
2001,645401,946243
2001,645403,119134
2001,645404,88502
2001,645410,2035161
2001,645431,147527
2001,645432,41397
2001,645433,263174
2001,645435,110922
2001,645502,1347490
2002,230,676229
2002,232,95725
2002,240,3765174
2002,242,321674
2002,250,3111595
2002,260,2570046
2002,261,743458
2002,270,2526659
2002,271,376631
2002,280,1881959
2002,281,127925
2002,290,6554909
2002,300,3370158
2002,310,1815615
2002,320,2749810
2002,330,1459686
2002,340,565240
2002,350,531204
2002,445900,100224
2002,445931,162758
2002,445932,470
2002,455900,867115
2002,455930,24804
2002,456031,179
2002,456032,45
2002,465901,3575660
2002,465903,299
2002,465904,120681
2002,465932,1162
2002,465933,37
2002,466001,6250
2002,466003,27967
2002,466005,43
2002,466031,420
2002,466032,1264665
2002,466033,214808
2002,466100,20
2002,475800,60334
2002,475830,68718
2002,475900,1497052
2002,475931,7599
2002,475932,5105
2002,475933,1332
2002,476001,435
2002,476003,22207
2002,476004,1783
2002,476005,1485
2002,476006,22372
2002,476007,4771
2002,476008,74
2002,476009,62
2002,476031,193
2002,476032,80159
2002,476033,19634
2002,476034,76733
2002,476035,19883
2002,476036,274
2002,485700,5841
2002,485730,31155
2002,485800,1302123
2002,485831,1736089
2002,485832,242372
2002,485901,45866
2002,485902,5922
2002,485931,47829
2002,485932,7976
2002,485935,975
2002,486001,823601
2002,486031,3743
2002,486032,56
