"MASTER_ID","LONGITUDE","LATITUDE","LonUTMAlbers","LatUTMAlbers","WATER","SRTM_M","NGDC24_M","Area","depth"
105638,-145.84334,59.86993,231.979516294679,6119.70406559998,1,-100,-104,1,104
105287,-146.41708,59.886,199.897050234613,6119.70242223159,1,-66,-75,1,75
105988,-145.27019,59.85139,264.061290302452,6119.69547736589,1,-115,-115,1,115
106331,-144.69772,59.83038,296.14227504748,6119.67663280174,1,-60,-66,1,66
106673,-144.12602,59.80691,328.222375288802,6119.64750418875,1,-94,-103,1,103
105639,-145.80777,59.86773,233.976811711031,6119.57914962311,1,-94,-101,1,101
105288,-146.38147,59.88396,201.894427730444,6119.57814509649,1,-72,-75,1,75
105989,-145.23468,59.84904,266.058497711107,6119.56992074259,1,-132,-129,1,129
106332,-144.66228,59.82788,298.139388659982,6119.55043354547,1,-45,-52,1,52
106674,-144.09065,59.80425,330.219389470099,6119.520660138,1,-92,-108,1,108
105640,-145.77221,59.86553,235.97409924925,6119.4541934853,1,-89,-97,1,97
105289,-146.34585,59.8819,203.891797706593,6119.45382792897,1,-68,-74,1,74
105990,-145.19918,59.84668,268.05569689293,6119.44432381883,1,-149,-145,1,145
104935,-146.92002,59.89581,171.808890962532,6119.44324916926,1,-106,-130,1,130
106675,-144.05529,59.80159,332.216394759726,6119.39377547657,1,-95,-111,1,111
104229,-148.06958,59.91618,107.64166407904,6119.39152427338,10,-61,-67,1,67
105290,-146.31024,59.87984,205.88916014158,6119.32947072006,1,-68,-70,1,70
105641,-145.73666,59.86331,237.971378888534,6119.32919717689,1,-88,-96,1,96
104936,-146.88436,59.8939,173.806330157178,6119.31952942063,1,-66,-77,1,77
103451,-149.22021,59.92663,43.4732344470896,6119.29913066556,10,-72,-89,1,89
104230,-148.03383,59.91458,109.639238248013,6119.26907530522,1,-59,-67,1,67
106676,-144.01992,59.79891,334.213391139191,6119.26685019303,1,-97,-119,1,119
105291,-146.27464,59.87777,207.886515013981,6119.20507346075,1,-73,-76,1,76
105642,-145.70111,59.86109,239.968650608125,6119.20416068823,1,-87,-92,1,92
104937,-146.8487,59.89198,175.803762155334,6119.19576974006,1,-76,-81,1,81
104231,-147.9981,59.91297,111.636805976121,6119.1465866064,1,-116,-108,1,108
103848,-148.57325,59.91974,79.5528063775721,6119.10673598733,1,-84,-67,1,67
105292,-146.23904,59.87569,209.883862302411,6119.08063614198,1,-77,-77,1,77
105643,-145.66556,59.85885,241.965914387326,6119.07908400958,1,-84,-92,1,92
104938,-146.81305,59.89006,177.801186934998,6119.0719701192,1,-69,-71,1,71
104583,-147.38752,59.90194,145.717988173159,6119.05310538438,1,-58,-57,1,57
104232,-147.96236,59.91135,113.634367240272,6119.02405817003,1,-131,-134,1,134
103849,-148.53748,59.91828,81.5504264502865,6118.98484143678,1,-93,-82,1,82
105293,-146.20344,59.8736,211.881201985534,6118.95615875464,1,-81,-82,1,82
105644,-145.63002,59.85661,243.963170205472,6118.9539671312,1,-87,-94,1,94
104939,-146.7774,59.88812,179.7986044742,6118.94813054962,1,-68,-68,1,68
104584,-147.35183,59.90016,147.715477443966,6118.92990215124,1,-59,-55,1,55
106337,-144.48516,59.81523,308.124827863024,6118.91883028764,1,-72,-65,1,65
103850,-148.50172,59.91681,83.5480404227399,6118.86290722539,1,-94,-114,1,114
105294,-146.16785,59.8715,213.878534042061,6118.83164128959,1,-86,-90,1,90
105645,-145.59448,59.85436,245.960418041962,6118.82881004329,1,-92,-96,1,96
104940,-146.74176,59.88617,181.796014751016,6118.82425102287,1,-64,-67,1,67
103455,-149.07701,59.9214,51.4639357455019,6118.8141637049,1,-84,-83,1,83
106338,-144.44975,59.81267,310.121889797331,6118.79238816423,1,-57,-67,1,67
103851,-148.46595,59.91532,85.5456482714456,6118.7409333469,1,-72,-74,1,74
105295,-146.13226,59.86939,215.875858450743,6118.70708373768,1,-91,-95,1,95
105646,-145.55895,59.8521,247.957657876238,6118.70361273602,1,-95,-102,1,102
104941,-146.70612,59.88422,183.793417743571,6118.70033153045,1,-64,-68,1,68
103456,-149.04122,59.92008,53.4615967999725,6118.69282299015,1,-81,-85,1,85
106339,-144.41434,59.8101,312.118943051654,6118.66590552452,1,-62,-82,1,82
104235,-147.85518,59.90644,119.627012018553,6118.65623436566,1,-75,-101,1,101
103852,-148.43019,59.91383,87.5432499729522,6118.61891979502,1,-123,-80,1,80
105296,-146.09668,59.86727,217.873175190389,6118.58248608966,1,-94,-97,1,97
105647,-145.52343,59.84982,249.95488968779,6118.57837519953,1,-101,-100,1,100
104942,-146.67049,59.88225,185.790813430029,6118.57637206385,1,-69,-74,1,74
103457,-149.00543,59.91874,55.4592520986156,6118.5714426746,1,-86,-88,1,88
104587,-147.24478,59.89476,153.707903827211,6118.56005333067,1,-61,-58,1,58
106340,-144.37895,59.80752,314.115987607015,6118.53938235747,1,-72,-82,1,82
105297,-146.0611,59.86515,219.870484239847,6118.4578483363,1,-96,-100,1,100
105648,-145.4879,59.84754,251.952113456161,6118.45309742393,1,-102,-103,1,103
104943,-146.63486,59.88028,187.788201788594,6118.45237261446,1,-71,-74,1,74
103458,-148.96964,59.91739,57.4569016175926,6118.45002275265,1,-114,-112,1,112
104588,-147.2091,59.89294,155.705365403833,6118.43669065734,1,-139,-139,1,139
106341,-144.34355,59.80494,316.113023444487,6118.41281865196,1,-72,-96,1,96
105298,-146.02552,59.86301,221.86778557801,6118.3331704683,1,-99,-101,1,101
103459,-148.93386,59.91603,59.4545453331034,6118.32856321871,1,-109,-114,1,114
104944,-146.59923,59.87829,189.785582797525,6118.32833317368,1,-67,-72,1,72
105649,-145.45239,59.84525,253.949329160946,6118.32777939926,1,-101,-94,1,94
106342,-144.30817,59.80234,318.110050545196,6118.28621439687,1,-79,-102,1,102
103059,-149.50917,59.91876,27.3705107357451,6118.27219571892,10,-118,-129,1,129
103855,-148.32293,59.90929,93.5360179602056,6118.25264103528,1,-71,-77,1,77
105299,-145.98996,59.86086,223.865079183827,6118.20845247632,1,-100,-104,1,104
103460,-148.89807,59.91466,61.4521832213673,6118.2070640671,1,-81,-88,1,88
104945,-146.56361,59.8763,191.782956435112,6118.20425373286,1,-66,-71,1,71
105650,-145.41688,59.84295,255.946536781784,6118.20242111555,1,-102,-106,1,106
106343,-144.27279,59.79973,320.107068890331,6118.15956958103,1,-85,-103,1,103
103856,-148.28719,59.90776,95.5335948390227,6118.13046872588,1,-70,-72,1,72
103461,-148.8623,59.91328,63.4498152586428,6118.08552529212,1,-62,-62,1,62
105300,-145.95439,59.85871,225.862365036283,6118.08369435101,1,-103,-106,1,106
104946,-146.52799,59.8743,193.780322679703,6118.08013428328,1,-68,-72,1,72
105651,-145.38137,59.84064,257.943736298369,6118.07702256278,1,-99,-105,1,105
106001,-144.80902,59.82011,290.024339216444,6118.06009486196,1,-122,-121,1,121
106344,-144.23741,59.79712,322.104078461132,6118.03288419325,1,-85,-100,1,100
103857,-148.25144,59.90622,97.5311654538692,6118.00825671093,1,-43,-59,1,59
103462,-148.82652,59.9119,65.4474414212192,6117.96394688797,1,-76,-80,1,80
105301,-145.91883,59.85654,227.859643114421,6117.95889608294,1,-103,-107,1,107
104947,-146.49238,59.87229,195.777681509674,6117.95597481622,1,-69,-73,1,73
105652,-145.34587,59.83832,259.940927690448,6117.95158373092,1,-105,-108,1,108
106002,-144.77358,59.81764,292.021438124932,6117.93401352101,1,-83,-87,1,87
106345,-144.20204,59.79449,324.101079238894,6117.9061582223,1,-86,-104,1,104
103858,-148.2157,59.90467,99.5287297814939,6117.88600498382,1,-55,-53,1,53
103463,-148.79075,59.9105,67.4450616854055,6117.8423288489,1,-113,-94,1,94
105302,-145.88328,59.85436,229.856913397325,6117.83405766268,1,-97,-107,1,107
104948,-146.45677,59.87026,197.775032903458,6117.83177532289,1,-70,-75,1,75
105653,-145.31037,59.83599,261.938110937807,6117.82610460989,1,-110,-113,1,113
106003,-144.73814,59.81516,294.018528549622,6117.80789174332,1,-67,-70,1,70
103063,-149.36596,59.91385,35.3612228772696,6117.78849263019,10,-51,-121,1,121
106346,-144.16668,59.79186,326.098071204968,6117.77939165692,1,-87,-91,1,91
103859,-148.17997,59.90311,101.526287798676,6117.76371353794,1,-71,-79,1,79
103464,-148.75498,59.90909,69.4426760275497,6117.72067116901,1,-141,-149,1,149
105303,-145.84772,59.85218,231.854175864128,6117.70917908075,1,-100,-107,1,107
104949,-146.42117,59.86823,199.772376839531,6117.70753579449,1,-67,-74,1,74
105654,-145.27488,59.83366,263.935286020296,6117.70058518955,1,-118,-120,1,120
106004,-144.70272,59.81267,296.015610471114,6117.68172951814,1,-59,-63,1,63
106347,-144.13132,59.78922,328.095054340767,6117.65258448583,1,-92,-112,1,112
103860,-148.14423,59.90154,103.523839482239,6117.64138236663,1,-63,-73,1,73
103465,-148.71921,59.90768,71.4402844240398,6117.59897384242,1,-72,-85,1,85
105304,-145.81218,59.84998,233.851430494017,6117.5842603276,1,-107,-105,1,105
104950,-146.38557,59.86619,201.76971329641,6117.58325622214,1,-68,-73,1,73
105655,-145.23939,59.83131,265.932452917812,6117.57502545976,1,-135,-132,1,132
106005,-144.66729,59.81017,298.012683870066,6117.55552683473,1,-48,-51,1,51
106348,-144.09597,59.78657,330.092028627751,6117.52573669772,1,-96,-113,1,113
103861,-148.1085,59.89996,105.521384809033,6117.5190114632,1,-65,-68,1,68
103466,-148.68345,59.90625,73.4378868512771,6117.4772368632,1,-67,-75,1,75
105305,-145.77664,59.84778,235.848677266219,6117.4593013937,1,-97,-103,1,103
104951,-146.34997,59.86414,203.767042252661,6117.45893659696,1,-65,-72,1,72
105656,-145.20391,59.82895,267.929611610298,6117.44942541033,1,-149,-148,1,148
104596,-146.92383,59.87803,171.684804887156,6117.44835292686,1,-101,-132,1,132
106349,-144.06062,59.7839,332.088994047448,6117.39884828121,1,-98,-118,1,118
103862,-148.07278,59.89837,107.518923755944,6117.39660082088,1,-70,-69,1,69
103467,-148.64769,59.90482,75.4354832857074,6117.35546022532,1,-79,-61,1,61
104952,-146.31438,59.86208,205.764363686894,6117.33457691,1,-65,-68,1,68
105306,-145.7411,59.84557,237.845916160013,6117.33430226943,1,-93,-98,1,98
104597,-146.88819,59.87612,173.682202849066,6117.32463104601,1,-74,-87,1,87
103067,-149.22279,59.90879,43.3518465611417,6117.30415633181,10,-107,-100,1,100
103863,-148.03705,59.89677,109.516456299901,6117.27415043287,1,-60,-72,1,72
106350,-144.02528,59.78123,334.085950581433,6117.27191922495,1,-107,-130,1,130
103468,-148.61193,59.90337,77.4330737038077,6117.23364392277,1,-75,-72,1,72
104953,-146.27879,59.86001,207.761677577764,6117.21017715228,1,-68,-72,1,72
105307,-145.70557,59.84334,239.843147154729,6117.20926294517,1,-93,-98,1,98
104598,-146.85255,59.8742,175.679593632289,6117.20086921234,1,-76,-78,1,78
103864,-148.00133,59.89516,111.51398241786,6117.15166029234,1,-127,-128,1,128
103469,-148.57618,59.90192,79.4306580820787,6117.11178794945,1,-79,-86,1,86
104954,-146.24321,59.85793,209.758983903972,6117.08573731478,1,-67,-73,1,73
105308,-145.67004,59.84111,241.840370229739,6117.08418341125,1,-95,-99,1,99
104599,-146.81692,59.87228,177.676977214908,6117.07706741749,1,-71,-73,1,73
106009,-144.52566,59.80007,306.000891855528,6117.05031130251,1,-75,-66,1,66
103470,-148.54043,59.90046,81.4282363970661,6116.98989229924,1,-101,-96,1,96
104955,-146.20763,59.85584,211.756282644265,6116.96125738848,1,-77,-79,1,79
105309,-145.63452,59.83887,243.837585364474,6116.95906365796,1,-96,-100,1,100
104600,-146.78129,59.87034,179.674353575038,6116.95322565309,1,-67,-69,1,69
106010,-144.49026,59.79752,307.997922353541,6116.92390616546,1,-69,-84,1,84
103866,-147.9299,59.89191,115.509015283801,6116.90656072611,1,-142,-144,1,144
103471,-148.50468,59.89898,83.4258086253326,6116.86795696596,1,-99,-125,1,125
104956,-146.17206,59.85374,213.753573777437,6116.83673736424,1,-83,-87,1,87
105310,-145.599,59.83662,245.834792538401,6116.83390367553,1,-100,-103,1,103
104601,-146.74567,59.8684,181.67172269085,6116.82934391073,1,-64,-72,1,72
103071,-149.07967,59.90357,51.3423802540007,6116.81918649156,1,-118,-130,1,130
106011,-144.45487,59.79497,309.994944214096,6116.79746050496,1,-70,-96,1,96
103867,-147.89419,59.89028,117.506521985886,6116.7839512865,1,-102,-124,1,124
103472,-148.46894,59.8975,85.4233747434901,6116.74598194338,1,-98,-88,1,88
104957,-146.13649,59.85163,215.750857282325,6116.71217723296,1,-88,-91,1,91
105311,-145.56349,59.83436,247.831991731049,6116.70870345421,1,-103,-104,1,104
104602,-146.71005,59.86644,183.669084540546,6116.70542218196,1,-66,-70,1,70
103072,-149.04389,59.90224,53.3399994371266,6116.69784500048,1,-93,-96,1,96
106012,-144.41949,59.7924,311.991957418236,6116.67097431001,1,-71,-102,1,102
103868,-147.85849,59.88863,119.504022170168,6116.66130206657,1,-47,-59,1,59
104958,-146.10093,59.84952,217.748133137821,6116.58757698545,1,-89,-95,1,95
105312,-145.52798,59.83208,249.829182921992,6116.58346298416,1,-103,-106,1,106
104603,-146.67443,59.86448,185.666439102378,6116.58146045827,1,-69,-75,1,75
103073,-149.00812,59.9009,55.337612876625,6116.57646388607,1,-104,-102,1,102
104243,-147.24842,59.87696,153.584199852712,6116.56513350665,1,-59,-66,1,66
106013,-144.38411,59.78982,313.98896194705,6116.54444756962,1,-80,-98,1,98
104959,-146.06537,59.84739,219.74540132285,6116.4629366125,1,-96,-98,1,98
105313,-145.49248,59.8298,251.826366090849,6116.45818225553,1,-99,-110,1,110
104604,-146.63882,59.8625,187.663786354637,6116.45745873113,1,-72,-74,1,74
103074,-148.97235,59.89955,57.3352205487574,6116.45504314279,1,-135,-134,1,134
104244,-147.21276,59.87514,155.581620104673,6116.44176890495,1,-142,-143,1,143
106014,-144.34873,59.78724,315.985957781687,6116.41788027274,1,-81,-100,1,100
102671,-149.54738,59.90212,25.2518149101924,6116.3980111396,10,-68,-50,1,50
103475,-148.36173,59.89299,91.4160362038314,6116.37981867698,1,-88,-84,1,84
104960,-146.02981,59.84525,221.742661816398,6116.33825610486,1,-96,-100,1,100
103075,-148.93659,59.8982,59.3328224298106,6116.33358276503,1,-127,-132,1,132
104605,-146.60322,59.86052,189.661126275667,6116.33341699196,1,-70,-74,1,74
105314,-145.45698,59.82752,253.823541217294,6116.33286125843,1,-93,-110,1,110
106015,-144.31337,59.78464,317.98294490335,6116.29127240827,1,-87,-108,1,108
103476,-148.326,59.89147,93.4135776482458,6116.25768483408,1,-62,-68,1,68
104961,-145.99426,59.84311,223.739914597486,6116.21353545325,1,-99,-102,1,102
103076,-148.90083,59.89683,61.3304184961061,6116.21208274717,1,-102,-105,1,105
104606,-146.56761,59.85853,191.658458843845,6116.20933523215,1,-66,-73,1,73
105315,-145.42149,59.82522,255.820708281049,6116.20749998293,1,-108,-108,1,108
106016,-144.278,59.78204,319.979923293302,6116.16462396511,1,-91,-105,1,105
103477,-148.29027,59.88994,95.4111128660704,6116.13551127011,1,-69,-67,1,67
103077,-148.86507,59.89545,63.3280087239859,6116.0905430835,1,-106,-102,1,102
104962,-145.95872,59.84095,225.737159645191,6116.08877464833,1,-100,-105,1,105
104607,-146.53202,59.85653,193.655784037594,6116.08521344304,1,-71,-76,1,76
105316,-145.386,59.82291,257.817867261889,6116.08209841906,1,-93,-111,1,111
105667,-144.81395,59.8024,289.897810012266,6116.06516082034,1,-95,-100,1,100
106017,-144.24265,59.77943,321.976892932854,6116.03793493212,1,-93,-106,1,106
103478,-148.25454,59.8884,97.4086418341111,6116.01329797853,1,-84,-97,1,97
103078,-148.82931,59.89407,65.3255930898352,6115.96896376831,1,-111,-117,1,117
104963,-145.92318,59.83879,227.734396938634,6115.96397368075,1,-102,-106,1,106
104608,-146.49642,59.85451,195.653101835388,6115.96105161594,1,-71,-74,1,74
105317,-145.35052,59.82059,259.815018139634,6115.95665655682,1,-102,-113,1,113
105668,-144.77853,59.79993,291.894868699114,6115.93907612757,1,-63,-73,1,73
106018,-144.20729,59.7768,323.973853803377,6115.91120529813,1,-89,-108,1,108
103479,-148.21882,59.88685,99.4061645292029,6115.89104495282,1,-93,-96,1,96
103079,-148.79356,59.89267,67.3231715700616,6115.8473447958,1,-129,-124,1,124
104964,-145.88764,59.83661,229.73162645698,6115.83913254111,1,-102,-107,1,107
104609,-146.46083,59.85249,197.650412215741,6115.8368497421,1,-74,-78,1,78
105318,-145.31504,59.81826,261.812160894161,6115.83117438618,1,-113,-117,1,117
105669,-144.74311,59.79745,293.89191892497,6115.81295097953,1,-62,-67,1,67
102676,-149.36846,59.89601,35.2400090642576,6115.79347858644,10,-49,-66,1,66
106019,-144.17195,59.77417,325.970805886301,6115.78443505192,1,-102,-113,1,113
103480,-148.1831,59.88529,101.403680928222,6115.76875218641,1,-82,-85,1,85
104965,-145.85211,59.83443,231.72884817945,6115.71425121995,1,-102,-109,1,109
104610,-146.42525,59.85046,199.647715157209,6115.71260781275,1,-68,-74,1,74
105319,-145.27957,59.81593,263.80929550539,6115.70565189706,1,-124,-125,1,125
105670,-144.70771,59.79496,295.88896067052,6115.68678536553,1,-57,-60,1,60
102677,-149.33268,59.89476,37.2376314389462,6115.67245330127,10,-105,-64,1,64
106020,-144.13661,59.77153,327.9677491631,6115.65762418227,1,-101,-115,1,115
103481,-148.14739,59.88372,103.401191008081,6115.64641967265,1,-73,-74,1,74
103081,-148.72206,59.88985,71.3183107794325,6115.60398785554,1,-90,-103,1,103
104966,-145.81658,59.83224,233.726062085307,6115.58932970781,1,-110,-108,1,108
104611,-146.38967,59.84842,201.645010638402,6115.58832581907,1,-65,-69,1,69
105320,-145.2441,59.81358,265.806421953297,6115.58008907936,1,-133,-137,1,137
105671,-144.6723,59.79246,297.885993916493,6115.56057927487,1,-47,-52,1,52
102678,-149.29691,59.8935,39.2352482724122,6115.5513884128,10,17,-71,1,71
106021,-144.10127,59.76888,329.964683615321,6115.5307726779,1,-107,-121,1,121
103482,-148.11168,59.88214,105.398694745721,6115.52404740487,1,-64,-68,1,68
103082,-148.68632,59.88843,73.3158714615559,6115.48224987597,1,-86,-93,1,93
104967,-145.78106,59.83003,235.723268153863,6115.46436799517,1,-102,-106,1,106
104612,-146.35409,59.84637,203.642298637963,6115.46400375221,1,-66,-70,1,70
104252,-146.92764,59.86024,171.560729608843,6115.45341498865,1,-100,-117,1,117
106022,-144.06594,59.76622,331.961609224555,6115.40388052753,1,-108,-127,1,127
103483,-148.07597,59.88055,107.396192118121,6115.40163537634,1,-57,-59,1,59
103083,-148.65058,59.88699,75.3134261640085,6115.36047221553,1,-83,-91,1,91
104613,-146.31852,59.84431,205.639579134584,6115.33964160326,1,-64,-68,1,68
104968,-145.74554,59.82782,237.720466364475,6115.33936607247,1,-99,-105,1,105
104253,-146.89202,59.85834,173.558086401929,6115.32969099029,1,-84,-86,1,86
102680,-149.22537,59.89095,43.2304652201927,6115.30913980535,1,-117,-103,1,103
103484,-148.04027,59.87896,109.393683102294,6115.27918358031,1,-100,-94,1,94
106023,-144.03062,59.76355,333.958525972454,6115.27694771981,1,-112,-136,1,136
103084,-148.61484,59.88555,77.3109748633535,6115.23865486819,1,-84,-93,1,93
104614,-146.28295,59.84225,207.636852107012,6115.21523936329,1,-64,-67,1,67
104969,-145.71003,59.8256,239.717656696556,6115.21432393012,1,-100,-103,1,103
104254,-146.8564,59.85642,175.555436034081,6115.20592701826,1,-76,-79,1,79
103485,-148.00457,59.87735,111.391167675292,6115.15669200996,1,-154,-150,1,150
103085,-148.57911,59.8841,79.3085175361878,6115.11679782789,1,-98,-100,1,100
104615,-146.24739,59.84017,209.634117534026,6115.09079702333,1,-59,-65,1,65
104970,-145.67452,59.82337,241.714839129561,6115.08924155852,1,-102,-103,1,103
104255,-146.82079,59.8545,177.552778483461,6115.08212306428,1,-73,-76,1,76
105675,-144.53074,59.78237,305.8740415212,6115.05534993036,1,-78,-70,1,70
103486,-147.96887,59.87573,113.3886458142,6115.03416065844,1,-145,-144,1,144
103086,-148.54337,59.88263,81.3060541591438,6114.99490108854,1,-128,-109,1,109
104616,-146.21183,59.83808,211.631375394462,6114.96631457437,1,-68,-73,1,73
104971,-145.63902,59.82113,243.712013643,6114.96411894796,1,-108,-107,1,107
104256,-146.78518,59.85256,179.550113728278,6114.95827912001,1,-68,-76,1,76
105676,-144.49536,59.77982,307.871031982193,6114.92894129468,1,-82,-101,1,101
103487,-147.93317,59.87411,115.386117496141,6114.91158951886,1,-94,-118,1,118
103087,-148.50765,59.88116,83.303584708888,6114.87296464398,1,-126,-126,1,126
104617,-146.17627,59.83598,213.628625667187,6114.84179200736,1,-76,-80,1,80
104972,-145.60352,59.81888,245.709180216423,6114.83895608879,1,-107,-108,1,108
104257,-146.74957,59.85062,181.547441746777,6114.83439517706,1,-66,-72,1,72
105677,-144.45999,59.77727,309.868013829148,6114.80249211741,1,-82,-97,1,97
103488,-147.89748,59.87247,117.383582698271,6114.78897858426,10,-54,-75,1,75
103088,-148.47192,59.87968,85.3011091621167,6114.75098848802,1,-137,-128,1,128
104618,-146.14072,59.83387,215.625868331136,6114.71722931319,1,-83,-84,1,84
104973,-145.56802,59.81662,247.706338829438,6114.71375297123,1,-108,-111,1,111
104258,-146.71397,59.84867,183.544762517255,6114.71047122701,1,-71,-74,1,74
102685,-149.04657,59.88441,53.218408950185,6114.70282486326,1,-96,-111,1,111
103877,-147.28769,59.86098,151.463120159778,6114.69349852364,1,-67,-68,1,68
105678,-144.42462,59.7747,311.864987043176,6114.67600238763,1,-90,-115,1,115
104619,-146.10518,59.83176,217.623103365268,6114.59262648274,1,-81,-88,1,88
104974,-145.53253,59.81435,249.703489461698,6114.58850958552,1,-94,-113,1,113
104259,-146.67838,59.8467,185.542076018048,6114.58650726143,1,-71,-74,1,74
102686,-149.01081,59.88307,55.2159805966118,6114.5814429593,1,-103,-104,1,104
103878,-147.25205,59.85917,153.460506074784,6114.57017192158,1,-81,-82,1,82
105679,-144.38926,59.77213,313.861951605447,6114.54947209438,1,-92,-115,1,115
104620,-146.06964,59.82963,219.620330748606,6114.46798350685,1,-93,-93,1,93
104975,-145.49705,59.81207,251.700632092906,6114.46322592187,1,-95,-114,1,114
104260,-146.64278,59.84473,187.539382227534,6114.46250327182,1,-72,-74,1,74
102687,-148.97507,59.88172,57.2135464879342,6114.46002140407,1,-124,-128,1,128
105680,-144.35391,59.76954,315.858907497186,6114.42290122666,1,-94,-114,1,114
103091,-148.36477,59.87517,91.2936457101485,6114.38482168915,1,-73,-75,1,75
104621,-146.0341,59.8275,221.617550460207,6114.3433003763,1,-92,-97,1,97
102688,-148.93932,59.88037,59.2111066005302,6114.33856019199,1,-134,-140,1,140
104261,-146.6072,59.84275,189.536681124136,6114.33845924962,1,-71,-73,1,73
104976,-145.46157,59.80978,253.697766702812,6114.33790197039,1,-94,-115,1,115
105681,-144.31856,59.76695,317.855854699666,6114.29628977343,1,-95,-116,1,116
102278,-149.51401,59.88308,27.1284245275254,6114.28212967664,1,-144,-90,1,90
103092,-148.32905,59.87365,93.2911455449263,6114.26268662477,1,-90,-82,1,82
104622,-145.99857,59.82535,223.614762479181,6114.21857708186,1,-96,-99,1,99
102689,-148.90358,59.879,61.2086609108113,6114.21705931745,1,-113,-123,1,123
104262,-146.57161,59.84076,191.533972686322,6114.21437518627,1,-68,-72,1,72
104977,-145.4261,59.80748,255.694893271223,6114.21253772124,1,-114,-111,1,111
105331,-144.85428,59.78714,287.774268425245,6114.19623347213,1,-111,-129,1,129
105682,-144.28321,59.76435,319.852793194223,6114.16963772366,1,-100,-111,1,111
103093,-148.29335,59.87212,95.2886391671654,6114.14051181734,1,-119,-115,1,115
102690,-148.86784,59.87762,63.2062093952206,6114.09551877479,1,-113,-117,1,117
104623,-145.96304,59.8232,225.611966784688,6114.09381361424,1,-94,-101,1,101
104263,-146.53603,59.83876,193.531256892597,6114.09025107316,1,-71,-77,1,77
104978,-145.39063,59.80517,257.692011777987,6114.08713316449,1,-109,-113,1,113
105332,-144.81888,59.78468,289.771295370056,6114.07018591029,1,-80,-89,1,89
105683,-144.24788,59.76173,321.849722962245,6114.04294506622,1,-102,-114,1,114
103094,-148.25764,59.87058,97.2861265537599,6114.0182972604,1,-114,-118,1,118
102691,-148.8321,59.87624,65.2037520302291,6113.97393855832,1,-135,-147,1,147
104624,-145.92752,59.82103,227.609163355925,6113.96900996411,1,-98,-102,1,102
104264,-146.50046,59.83674,195.528533721522,6113.96608690162,1,-71,-77,1,77
104979,-145.35516,59.80286,259.689122203011,6113.96168829016,1,-101,-117,1,117
105333,-144.78348,59.78221,291.768313895921,6113.9440978853,1,-60,-66,1,66
105684,-144.21254,59.75911,323.846643985176,6113.91621179002,1,-101,-114,1,114
103095,-148.22194,59.86903,99.2836076816431,6113.89604294744,1,-96,-99,1,99
104625,-145.892,59.81886,229.606352172145,6113.84416612213,1,-100,-104,1,104
104265,-146.46489,59.83472,197.525803151689,6113.84188266295,1,-69,-73,1,73
104980,-145.3197,59.80053,261.686224526241,6113.8362030883,1,-111,-121,1,121
105334,-144.74808,59.77974,293.765323983536,6113.81796938657,1,-58,-62,1,62
105685,-144.17721,59.75648,325.843556244517,6113.78943788389,1,-106,-119,1,119
103096,-148.18624,59.86748,101.28108252778,6113.77374887189,1,-82,-82,1,82
104626,-145.85649,59.81668,231.603533212652,6113.71928207889,1,-104,-108,1,108
104266,-146.42932,59.83269,199.523065161748,6113.71763834843,1,-63,-72,1,72
104981,-145.28425,59.79819,263.683318727688,6113.71067754886,1,-130,-127,1,127
105335,-144.71269,59.77725,295.762325613661,6113.69180040348,1,-54,-57,1,57
102283,-149.3352,59.87692,37.1163820579428,6113.67739651686,1,-110,-86,1,86
105686,-144.14189,59.75384,327.840459721824,6113.66262333666,1,-109,-121,1,121
103097,-148.15054,59.86591,103.278551069168,6113.65141502718,1,-69,-70,1,70
102694,-148.72491,59.87202,71.196344604022,6113.60895980817,1,-118,-132,1,132
104627,-145.82098,59.81449,233.600706456783,6113.59435782495,1,-110,-110,1,110
104267,-146.39376,59.83066,201.520319730383,6113.59335394927,1,-64,-68,1,68
104982,-145.2488,59.79585,265.6804047874,6113.58511166178,1,-138,-139,1,139
102284,-149.29944,59.87566,39.1139570698427,6113.55633102754,10,1,-88,1,88
105687,-144.10658,59.75119,329.837354398708,6113.5357681371,1,-111,-126,1,126
103098,-148.11485,59.86433,105.276013282844,6113.52904140666,1,-68,-65,1,65
102695,-148.68918,59.8706,73.1938636067555,6113.48722083841,1,-105,-107,1,107
104628,-145.78547,59.81228,235.597871883934,6113.46939335087,1,-107,-110,1,110
104268,-146.3582,59.82861,203.517566836329,6113.46902945666,1,-63,-66,1,66
103887,-146.93145,59.84246,171.43666510355,6113.45843541728,1,-112,-121,1,121
105688,-144.07127,59.74853,331.834240256833,6113.40887227397,1,-114,-135,1,135
103099,-148.07916,59.86274,107.273469145875,6113.40662800361,1,-99,-103,1,103
102696,-148.65346,59.86917,75.1913766429122,6113.36544216561,1,-100,-108,1,108
104269,-146.32265,59.82655,205.514806458365,6113.34466486174,1,-63,-66,1,66
104629,-145.74998,59.81007,237.595029473547,6113.34438864711,1,-104,-107,1,107
103888,-146.89584,59.84055,173.433980791602,6113.33470931603,1,-83,-86,1,86
102286,-149.22794,59.87311,43.1090904090138,6113.31408115088,1,-112,-110,1,110
103100,-148.04348,59.86114,109.270918635369,6113.28417481133,1,-149,-143,1,143
105689,-144.03596,59.74586,333.831117277928,6113.28193573601,1,-116,-146,1,146
102697,-148.61774,59.86772,77.1888836891452,6113.24362378378,1,-101,-109,1,109
104270,-146.2871,59.82448,207.512038575309,6113.22026015563,1,-57,-64,1,64
