"MASTER_ID","LONGITUDE","LATITUDE","LonUTMAlbers","LatUTMAlbers","WATER","SRTM_M","NGDC24_M","Area","depth"
111117,-145.6513,60.20044,240.357666284518,6157.22427327812,1,-96,-96,1,96
110859,-146.19478,60.21524,210.260735395625,6157.10013891185,1,-93,-99,1,99
111118,-145.61539,60.1982,242.35572377019,6157.09929407108,1,-89,-89,1,89
110860,-146.15881,60.21313,212.258873112447,6156.97575260719,1,-98,-99,1,99
111119,-145.57949,60.19594,244.353772910132,6156.97427506355,1,-79,-85,1,85
110861,-146.12286,60.21102,214.257002844061,6156.85132663485,1,-107,-110,1,110
111120,-145.54359,60.19367,246.351813682103,6156.84921624485,1,-70,-77,1,77
110862,-146.0869,60.2089,216.25512456754,6156.72686098485,1,-99,-103,1,103
111121,-145.50769,60.1914,248.349846063908,6156.72411760433,1,-64,-65,1,65
110601,-146.66669,60.22391,184.159709275066,6156.7194941855,1,-82,-127,1,127
110863,-146.05095,60.20677,218.253238260004,6156.6023556472,1,-92,-105,1,105
111122,-145.4718,60.18911,250.347870033407,6156.59897913124,1,-57,-61,1,61
110602,-146.63069,60.22193,186.157906247541,6156.59562012287,10,-52,-78,1,78
110864,-146.01501,60.20463,220.251343898629,6156.47781061181,1,-100,-106,1,106
111123,-145.43592,60.18682,252.345885568512,6156.47380081479,1,-56,-54,1,54
110865,-145.97907,60.20248,222.249441460632,6156.35322586858,1,-109,-108,1,108
111124,-145.40004,60.18451,254.343892647192,6156.3485826442,1,-61,-50,1,50
110604,-146.5587,60.21795,190.154277179096,6156.34775329516,1,-63,-61,1,61
110866,-145.94314,60.20032,224.247530923289,6156.22860140736,1,-110,-113,1,113
110605,-146.52271,60.21595,192.152451091284,6156.22376051132,1,-136,-136,1,136
111125,-145.36416,60.1822,256.341891247467,6156.22332460862,1,-79,-50,1,50
110867,-145.90721,60.19815,226.24561226392,6156.10393721797,1,-111,-110,1,110
110606,-146.48673,60.21393,194.150617269904,6156.09972813488,1,-134,-137,1,137
110868,-145.87128,60.19597,228.243685459904,6155.97923329017,1,-114,-112,1,112
110607,-146.45075,60.21191,196.148775691623,6155.97565615636,1,-128,-134,1,134
110869,-145.83536,60.19379,230.241750488659,6155.8544896137,1,-115,-117,1,117
110608,-146.41477,60.20988,198.14692633317,6155.85154456621,1,-122,-127,1,127
110341,-146.99471,60.22347,166.051469770263,6155.83849937732,10,-248,-97,1,97
110870,-145.79945,60.19159,232.239807327668,6155.72970617823,1,-113,-115,1,115
110609,-146.3788,60.20783,200.145069171307,6155.72739335483,1,-119,-123,1,123
110871,-145.76354,60.18938,234.237855954456,6155.60488297342,1,-112,-115,1,115
110610,-146.34284,60.20578,202.143204182858,6155.6032025126,1,-113,-116,1,116
110872,-145.72763,60.18716,236.235896346603,6155.48001998885,1,-117,-119,1,119
110611,-146.30688,60.20372,204.141331344689,6155.47897202986,1,-105,-110,1,110
110873,-145.69173,60.18494,238.233928481737,6155.35511721411,1,-118,-114,1,114
110612,-146.27092,60.20165,206.139450633714,6155.35470189687,1,-92,-109,1,109
110613,-146.23497,60.19957,208.137562026894,6155.23039210388,1,-79,-101,1,101
110874,-145.65584,60.1827,240.231952337547,6155.23017463869,1,-118,-108,1,108
110614,-146.19902,60.19748,210.135665501241,6155.10604264109,1,-92,-102,1,102
110875,-145.61995,60.18046,242.229967891763,6155.10519225209,1,-110,-107,1,107
110615,-146.16308,60.19538,212.133761033824,6154.98165349864,1,-101,-99,1,99
110876,-145.58406,60.1782,244.227975122173,6154.98017004376,1,-98,-98,1,98
110616,-146.12714,60.19327,214.131848601743,6154.85722466666,1,-100,-99,1,99
110877,-145.54818,60.17594,246.225974006623,6154.85510800308,1,-83,-93,1,93
110617,-146.0912,60.19115,216.129928182168,6154.7327561352,1,-90,-102,1,102
110878,-145.5123,60.17366,248.223964522999,6154.7300061194,1,-78,-82,1,82
110618,-146.05528,60.18902,218.127999752305,6154.60824789429,1,-88,-100,1,100
110879,-145.47643,60.17138,250.221946649251,6154.60486438206,1,-69,-71,1,71
110619,-146.01935,60.18688,220.126063289411,6154.48369993393,1,-91,-100,1,100
110880,-145.44057,60.16908,252.219920363375,6154.47968278033,1,-63,-72,1,72
110620,-145.98343,60.18473,222.124118770801,6154.35911224404,1,-104,-104,1,104
110881,-145.40471,60.16678,254.217885643428,6154.35446130344,1,-73,-67,1,67
110621,-145.94752,60.18257,224.122166173833,6154.23448481452,1,-105,-105,1,105
110354,-146.52678,60.19818,192.027773653918,6154.22964595894,1,-147,-150,1,150
110882,-145.36885,60.16447,256.215842467509,6154.22919994062,1,-72,-60,1,60
110622,-145.91161,60.1804,226.120205475917,6154.10981763525,1,-105,-106,1,106
110355,-146.49081,60.19617,194.025897533417,6154.10561096008,1,-141,-145,1,145
110883,-145.333,60.16214,258.213790813781,6154.10389868099,1,-64,-61,1,61
