"MASTER_ID","LONGITUDE","LATITUDE","LonUTMAlbers","LatUTMAlbers","WATER","SRTM_M","NGDC24_M","Area"
99771,-145.98354,59.59023,225.982260260916,6088.03074975312,1,-137,-135,"1"
99395,-146.55254,59.60571,193.91018869243,6088.0277958962,1,-104,-108,"1"
100146,-145.4151,59.5723,258.053700503832,6088.02338875447,1,-131,-131,"1"
99772,-145.94826,59.58807,227.978925574372,6087.90587230692,1,-143,-147,"1"
99396,-146.51721,59.6037,195.906931468356,6087.90356231884,1,-104,-107,"1"
100147,-145.37988,59.56999,260.050282765773,6087.89786579175,1,-120,-130,"1"
99397,-146.48189,59.60169,197.9036670631,6087.77928840852,1,-107,-107,"1"
100148,-145.34466,59.56767,262.046857179713,6087.77230225014,1,-116,-124,"1"
99398,-146.44657,59.59966,199.900395456416,6087.65497415702,1,-101,-101,"1"
100149,-145.30946,59.56534,264.043423726711,6087.64669812018,1,-113,-121,"1"
99399,-146.41125,59.59763,201.897116628113,6087.53061955602,1,-96,-99,"1"
100150,-145.27425,59.563,266.03998238788,6087.52105339237,1,-108,-118,"1"
99400,-146.37594,59.59558,203.893830558029,6087.4062245972,1,-92,-98,"1"
100151,-145.23905,59.56066,268.03653314437,6087.39536805719,1,-108,-113,"1"
99401,-146.34064,59.59353,205.890537226061,6087.28178927218,1,-99,-101,"1"
99033,-146.90984,59.60747,173.818363278813,6087.27239613587,1,-148,-145,"1"
100152,-145.20386,59.5583,270.03307597739,6087.26964210506,1,-108,-112,"1"
99402,-146.30533,59.59147,207.887236612134,6087.15731357258,1,-104,-108,"1"
99034,-146.87449,59.60556,175.815136490737,6087.14856348577,1,-131,-130,"1"
100153,-145.16867,59.55593,272.029610868192,6087.14387552639,1,-104,-117,"1"
99403,-146.27004,59.58939,209.883928696229,6087.03279748995,1,-101,-106,"1"
99035,-146.83914,59.60364,177.811902743356,6087.02469056362,1,-129,-125,"1"
100154,-145.13348,59.55355,274.026137798082,6087.01806831155,1,-111,-120,"1"
99404,-146.23474,59.58731,211.88061345836,6086.9082410158,1,-105,-110,"1"
99036,-146.8038,59.60171,179.808662016106,6086.90077736159,1,-116,-122,"1"
99405,-146.19945,59.58522,213.877290878594,6086.78364414164,1,-109,-112,"1"
99037,-146.76846,59.59977,181.805414288452,6086.77682387179,1,-112,-117,"1"
99406,-146.16417,59.58312,215.873960937033,6086.6590068589,1,-116,-116,"1"
99782,-145.59575,59.56597,247.945161935876,6086.6548715768,1,-147,-150,"1"
99038,-146.73313,59.59782,183.802159539895,6086.6528300863,1,-114,-115,"1"
99407,-146.12889,59.58101,217.870623613834,6086.534329159,1,-122,-121,"1"
99783,-145.56053,59.56371,249.941743467771,6086.52954867828,1,-144,-147,"1"
99039,-146.6978,59.59586,185.798897749986,6086.52879599716,1,-114,-119,"1"
99408,-146.09361,59.57889,219.867278889185,6086.40961103334,1,-131,-124,"1"
99040,-146.66247,59.59389,187.795628898316,6086.4047215964,1,-113,-117,"1"
99784,-145.52531,59.56144,251.938317267323,6086.40418522945,1,-139,-145,"1"
99409,-146.05834,59.57676,221.863926743332,6086.28485247325,1,-146,-150,"1"
99041,-146.62715,59.59192,189.792352964512,6086.28060687596,1,-110,-116,"1"
99785,-145.49009,59.55915,253.934883315429,6086.27878122106,1,-144,-142,"1"
99042,-146.59183,59.58993,191.789069928245,6086.15645182779,1,-111,-111,"1"
99786,-145.45488,59.55686,255.931441593034,6086.15333664383,1,-142,-141,"1"
99043,-146.55652,59.58794,193.785779769233,6086.0322564438,1,-109,-112,"1"
99787,-145.41967,59.55456,257.92799208113,6086.02785148842,1,-134,-141,"1"
99044,-146.52121,59.58593,195.782482467229,6085.90802071582,1,-107,-109,"1"
99788,-145.38447,59.55226,259.924534760755,6085.90232574549,1,-124,-129,"1"
99045,-146.4859,59.58392,197.779178002032,6085.78374463569,1,-108,-111,"1"
99789,-145.34928,59.54994,261.921069613,6085.77675940564,1,-118,-128,"1"
99046,-146.4506,59.58189,199.775866353487,6085.65942819519,1,-100,-105,"1"
99790,-145.31409,59.54761,263.917596618996,6085.65115245946,1,-109,-121,"1"
99047,-146.4153,59.57986,201.772547501469,6085.53507138604,1,-98,-102,"1"
99791,-145.2789,59.54527,265.914115759928,6085.52550489749,1,-107,-119,"1"
99048,-146.38001,59.57781,203.76922142591,6085.41067419999,1,-99,-101,"1"
99792,-145.24372,59.54292,267.910627017035,6085.39981671023,1,-110,-116,"1"
99049,-146.34472,59.57576,205.765888106779,6085.28623662868,1,-102,-101,"1"
99793,-145.20854,59.54057,269.907130371588,6085.27408788819,1,-113,-119,"1"
99050,-146.30944,59.5737,207.762547524086,6085.16175866377,1,-103,-106,"1"
98689,-146.8783,59.58777,175.691099694211,6085.15300179118,1,-131,-136,"1"
99794,-145.17337,59.5382,271.903625804922,6085.14831842179,1,-114,-119,"1"
99051,-146.27416,59.57163,209.759199657885,6085.03724029686,1,-107,-109,"1"
98690,-146.84297,59.58585,177.68782577248,6085.02912690727,1,-129,-131,"1"
99795,-145.1382,59.53583,273.900113298413,6085.02250830146,1,-122,-132,"1"
99052,-146.23889,59.56955,211.755844488278,6084.91268151949,1,-110,-112,"1"
98691,-146.80764,59.58393,179.684544888085,6084.90521172398,1,-127,-134,"1"
99796,-145.10304,59.53344,275.896592833492,6084.89665751757,1,-145,-144,"1"
99053,-146.20362,59.56746,213.752481995404,6084.78808232321,1,-112,-116,"1"
98692,-146.77232,59.58199,181.681257020574,6084.78125623349,1,-123,-128,"1"
